width	reads.per.mb.bpr	type
54451	252	diploid
49103	252	diploid
4721	252	diploid
1185	252	diploid
65	252	diploid
2374	252	diploid
1550	252	diploid
11263	252	diploid
8753	252	diploid
1298	252	diploid
712	252	diploid
18114	252	diploid
4593	252	diploid
4974	252	diploid
21585	252	diploid
854	252	diploid
4543	252	diploid
6732	252	diploid
5942	252	diploid
3129	252	diploid
9563	252	diploid
10685	252	diploid
4586	252	diploid
21794	252	diploid
6953	252	diploid
4390	252	diploid
3405	252	diploid
3895	252	diploid
5498	252	diploid
22795	252	diploid
10794	252	diploid
3073	252	diploid
12608	252	diploid
689	252	diploid
1910	252	diploid
1200	252	diploid
586	252	diploid
7236	252	diploid
39353	252	diploid
3538	252	diploid
3793	252	diploid
21670	252	diploid
20995	252	diploid
14246	252	diploid
3752	252	diploid
280	252	diploid
6050	252	diploid
92	252	diploid
1616	252	diploid
45980	252	diploid
64547	252	diploid
91	252	diploid
359	252	diploid
17127	252	diploid
4215	252	diploid
3737	252	diploid
16367	252	diploid
3079	252	diploid
2585108	252	diploid
17177	252	diploid
4194	252	diploid
1440	252	diploid
1911	252	diploid
1189	252	diploid
13480	252	diploid
137824	74	diploid
1037	74	diploid
15774	74	diploid
68289	74	diploid
527255	74	diploid
4023	74	diploid
85585	74	diploid
10314	74	diploid
36645	74	diploid
3612	74	diploid
33955	74	diploid
1287	74	diploid
75503	74	diploid
57602	74	diploid
15681	74	diploid
31237	74	diploid
758286	74	diploid
1767	74	diploid
34624	74	diploid
133366	74	diploid
112	156	diploid
42855	156	diploid
8880	156	diploid
1126	156	diploid
2617	156	diploid
6167	156	diploid
2020	156	diploid
2657	156	diploid
197	156	diploid
20200	156	diploid
306388	156	diploid
7639	156	diploid
16070	156	diploid
9527	156	diploid
484	156	diploid
6706	156	diploid
11362	156	diploid
151973	156	diploid
41717	156	diploid
2063	156	diploid
502	156	diploid
2949	156	diploid
8933	156	diploid
10546	156	diploid
11439	156	diploid
475	156	diploid
393399	156	diploid
2085	156	diploid
10831	156	diploid
8695	156	diploid
767	156	diploid
120242	156	diploid
21988	156	diploid
11107	156	diploid
1982	156	diploid
4290	156	diploid
8181	156	diploid
20497	156	diploid
13381	156	diploid
15116	156	diploid
7220	156	diploid
2627	156	diploid
15667	156	diploid
1275	156	diploid
710	156	diploid
745	156	diploid
27277	156	diploid
22690	156	diploid
95510	10	diploid
350929	10	diploid
167050	10	diploid
153576	10	diploid
1153267	10	diploid
525091	10	diploid
11404	10	diploid
482328	10	diploid
98038	141	diploid
34663	141	diploid
65963	141	diploid
2745	141	diploid
74345	141	diploid
112011	141	diploid
5321	141	diploid
11107	141	diploid
25984	141	diploid
287891	141	diploid
31076	141	diploid
58863	141	diploid
58575	141	diploid
46695	141	diploid
250494	141	diploid
20119	141	diploid
17053	141	diploid
718	141	diploid
24965	141	diploid
2156780	141	diploid
256341	141	diploid
12941	141	diploid
15300	141	diploid
28299	209	diploid
707	209	diploid
13574	209	diploid
1249	209	diploid
67086	209	diploid
46729	209	diploid
1497	209	diploid
7068	209	diploid
1991	209	diploid
2200	209	diploid
5945	209	diploid
13255	209	diploid
58761	209	diploid
4485	209	diploid
2745	209	diploid
244607	209	diploid
1718	209	diploid
2927	209	diploid
942	209	diploid
9171	209	diploid
896	209	diploid
14624	209	diploid
332354	209	diploid
11403	209	diploid
17495	209	diploid
13338	209	diploid
25343	209	diploid
58958	209	diploid
8240	209	diploid
15131	209	diploid
274329	209	diploid
20166	209	diploid
2363	209	diploid
2716	209	diploid
15946	209	diploid
4187	209	diploid
360	209	diploid
1494	209	diploid
161531	209	diploid
9379	209	diploid
13725	209	diploid
2712	209	diploid
22845	209	diploid
46262	209	diploid
1389	221	diploid
13169	221	diploid
92874	221	diploid
4168	221	diploid
22133	221	diploid
547	221	diploid
37141	221	diploid
422873	221	diploid
6731	221	diploid
166254	221	diploid
29215	221	diploid
3690	221	diploid
73916	221	diploid
244826	221	diploid
48781	221	diploid
15694	221	diploid
1653	221	diploid
18	221	diploid
14282	221	diploid
19748	221	diploid
14741	221	diploid
185840	221	diploid
14823	221	diploid
1540	221	diploid
1051	221	diploid
52200	221	diploid
1027	221	diploid
8728	221	diploid
16312	221	diploid
42672	221	diploid
4253	221	diploid
22051	221	diploid
6213	221	diploid
6387	221	diploid
4256	221	diploid
1098	221	diploid
315	221	diploid
5076	221	diploid
144861	221	diploid
2032	221	diploid
13034	221	diploid
10706	221	diploid
2394	221	diploid
1359	221	diploid
47096	221	diploid
55234	221	diploid
69469	221	diploid
33374	221	diploid
1085	221	diploid
12839	221	diploid
23643	221	diploid
1332	221	diploid
12183	221	diploid
88783	221	diploid
214691	221	diploid
5423	221	diploid
692	221	diploid
7584	221	diploid
288	221	diploid
673	221	diploid
46611	221	diploid
18422	221	diploid
38551	221	diploid
12613	221	diploid
56976	221	diploid
3596	221	diploid
343	221	diploid
6404	221	diploid
58149	221	diploid
25480	15	diploid
80149	15	diploid
250124	15	diploid
36681	15	diploid
51735	15	diploid
92215	15	diploid
229926	15	diploid
11125	15	diploid
9842	15	diploid
609327	15	diploid
91219	59	diploid
5990	59	diploid
53198	59	diploid
108495	59	diploid
17398	59	diploid
8394	59	diploid
15714	59	diploid
8433	59	diploid
58174	59	diploid
9508	59	diploid
131263	59	diploid
719	59	diploid
1012	59	diploid
4446	59	diploid
41962	59	diploid
2947	59	diploid
311	59	diploid
31580	59	diploid
47175	59	diploid
11990	59	diploid
2364	59	diploid
19984	59	diploid
15100	59	diploid
11863	59	diploid
116746	59	diploid
3973	59	diploid
97632	59	diploid
1999	59	diploid
3273	60	diploid
142610	60	diploid
15057	60	diploid
35183	60	diploid
40005	60	diploid
13171	60	diploid
113460	60	diploid
88275	60	diploid
4823	60	diploid
212063	60	diploid
71560	60	diploid
7318	60	diploid
243434	60	diploid
1494	60	diploid
23414	375	diploid
6059	375	diploid
98102	375	diploid
3783	375	diploid
94683	375	diploid
2049	375	diploid
11712	375	diploid
76870	375	diploid
16311	375	diploid
10698	375	diploid
6200	375	diploid
7145	375	diploid
11728	375	diploid
3837	375	diploid
6699	375	diploid
5415	375	diploid
855	375	diploid
13576	375	diploid
8511	375	diploid
1134	375	diploid
39398	375	diploid
1515	375	diploid
8448	375	diploid
28444	375	diploid
2973	375	diploid
6825	375	diploid
1340	375	diploid
14741	375	diploid
9682	375	diploid
9227	375	diploid
12830	375	diploid
27498	375	diploid
94335	375	diploid
6920	375	diploid
11146	375	diploid
3207	375	diploid
64697	375	diploid
1058	375	diploid
10132	375	diploid
16574	375	diploid
12771	375	diploid
12388	375	diploid
2940	375	diploid
3264	375	diploid
4952	375	diploid
10659	375	diploid
2762	375	diploid
1	375	diploid
2332	375	diploid
8848	375	diploid
6028	375	diploid
21009	375	diploid
14288	375	diploid
2517	375	diploid
1067	375	diploid
3840	375	diploid
44405	375	diploid
15302	375	diploid
748	375	diploid
8139	375	diploid
2662	375	diploid
1	375	diploid
595	375	diploid
12125	375	diploid
68353	375	diploid
28216	375	diploid
5131	375	diploid
2133	375	diploid
3682	375	diploid
5230	375	diploid
1223	375	diploid
5957	375	diploid
7667	375	diploid
10909	375	diploid
1934	375	diploid
303	375	diploid
21606	375	diploid
10551	375	diploid
5828	375	diploid
1491	375	diploid
16221	375	diploid
4003	375	diploid
152	375	diploid
6211	375	diploid
10910	375	diploid
11973	375	diploid
136	375	diploid
391	375	diploid
68576	375	diploid
12569	375	diploid
29186	375	diploid
295	375	diploid
184879	375	diploid
209085	375	diploid
326	375	diploid
449	375	diploid
9253	375	diploid
478	375	diploid
14069	375	diploid
51210	375	diploid
19569	375	diploid
1304	375	diploid
132717	375	diploid
3295	375	diploid
23499	375	diploid
15025	375	diploid
229034	375	diploid
3114	375	diploid
16452	375	diploid
80462	375	diploid
3596	375	diploid
2380	375	diploid
49006	375	diploid
6661	375	diploid
20169	375	diploid
16550	375	diploid
1885	375	diploid
3989	375	diploid
1284	375	diploid
37845	375	diploid
10026	375	diploid
5909	375	diploid
936	375	diploid
15119	375	diploid
39513	375	diploid
1340	375	diploid
10910	375	diploid
427	375	diploid
11085	375	diploid
19492	375	diploid
5257	375	diploid
1945	375	diploid
4876	375	diploid
20621	375	diploid
8877	375	diploid
16464	375	diploid
6962	375	diploid
1463	375	diploid
25691	375	diploid
401	375	diploid
28876	375	diploid
11155	375	diploid
40599	375	diploid
66486	156	diploid
62962	156	diploid
144	156	diploid
1947	156	diploid
13496	156	diploid
10896	156	diploid
2562	156	diploid
85960	156	diploid
167	156	diploid
20239	156	diploid
20395	156	diploid
75939	156	diploid
12367	156	diploid
2616	156	diploid
5031	156	diploid
1370	156	diploid
3422	156	diploid
13504	156	diploid
43254	156	diploid
7465	156	diploid
11100	156	diploid
7708	156	diploid
52128	156	diploid
263751	156	diploid
203653	156	diploid
2605	156	diploid
27	156	diploid
18715	156	diploid
9281	156	diploid
11590	156	diploid
1028	156	diploid
2653	156	diploid
18260	156	diploid
14547	156	diploid
55474	156	diploid
5190	156	diploid
26115	156	diploid
62515	156	diploid
8194	156	diploid
13800	156	diploid
81855	156	diploid
10135	156	diploid
7082	156	diploid
101310	156	diploid
6335	156	diploid
43458	156	diploid
616	156	diploid
29930	156	diploid
95240	156	diploid
21519	156	diploid
15754	156	diploid
31019	156	diploid
57178	156	diploid
7171	156	diploid
30984	156	diploid
15805	156	diploid
5172	156	diploid
13752	156	diploid
5239	156	diploid
1692	156	diploid
4506	156	diploid
30737	156	diploid
987	156	diploid
1064	156	diploid
3747	156	diploid
2149	156	diploid
116454	174	diploid
304960	174	diploid
31431	174	diploid
11867	174	diploid
50	174	diploid
24438	174	diploid
8668	174	diploid
2225	174	diploid
27600	174	diploid
19876	174	diploid
1613	174	diploid
52752	174	diploid
10192	174	diploid
22711	174	diploid
1558	174	diploid
3166	174	diploid
1003	174	diploid
17563	174	diploid
4218	174	diploid
250828	174	diploid
14228	174	diploid
4063	174	diploid
3346	174	diploid
8314	174	diploid
160886	174	diploid
1025	174	diploid
6675	174	diploid
104383	174	diploid
4644	174	diploid
18306	174	diploid
185730	174	diploid
3419	174	diploid
104141	174	diploid
88197	174	diploid
56	309	diploid
5739	309	diploid
60537	309	diploid
9105	309	diploid
8252	309	diploid
30770	309	diploid
2578	309	diploid
3197	309	diploid
14983	309	diploid
10008	309	diploid
2130	309	diploid
47425	309	diploid
536	309	diploid
43329	309	diploid
495	309	diploid
5073	309	diploid
211513	309	diploid
4811	309	diploid
7927	309	diploid
4975	309	diploid
7136	309	diploid
54011	309	diploid
2268	309	diploid
7899	309	diploid
161236	309	diploid
5159	309	diploid
18977	309	diploid
21574	309	diploid
2938	309	diploid
3815	309	diploid
4138	309	diploid
46303	309	diploid
41818	309	diploid
18508	309	diploid
5163	309	diploid
9066	309	diploid
1408	309	diploid
2151	309	diploid
16249	309	diploid
1535	309	diploid
75328	309	diploid
8756	309	diploid
8360	309	diploid
54450	309	diploid
1282	309	diploid
14829	309	diploid
6977	309	diploid
25131	309	diploid
2507	309	diploid
150467	309	diploid
3544	309	diploid
2742	309	diploid
201963	309	diploid
16635	309	diploid
2219	309	diploid
5886	309	diploid
262	309	diploid
5117	309	diploid
9531	309	diploid
17828	309	diploid
1526	309	diploid
6162	309	diploid
2221	309	diploid
2836	309	diploid
12310	309	diploid
4492	309	diploid
1826	309	diploid
29062	309	diploid
6086	309	diploid
123354	309	diploid
14252	309	diploid
1664	309	diploid
24490	309	diploid
4035	309	diploid
5691	309	diploid
28170	309	diploid
17736	309	diploid
9100	309	diploid
14889	309	diploid
15292535	309	diploid
38373	309	diploid
13512	309	diploid
14172	309	diploid
2034	309	diploid
155	309	diploid
348	309	diploid
1019	309	diploid
29356	309	diploid
1561	309	diploid
14472	309	diploid
2409	309	diploid
49256	309	diploid
8210	309	diploid
23906	309	diploid
3832	309	diploid
2964	309	diploid
9462	309	diploid
3390	309	diploid
126	309	diploid
20409	309	diploid
11032	309	diploid
38739	309	diploid
221	309	diploid
11359	309	diploid
35404	119	diploid
19975	119	diploid
43809	119	diploid
176390	119	diploid
13016	119	diploid
6154	119	diploid
882	119	diploid
296006	119	diploid
7567	119	diploid
1619	119	diploid
5052	119	diploid
26650	119	diploid
11778	119	diploid
23416	119	diploid
66160	119	diploid
1155	119	diploid
125909	119	diploid
50764	119	diploid
45303	119	diploid
24815	119	diploid
3072	119	diploid
7004	119	diploid
97347	119	diploid
5234	119	diploid
8627	119	diploid
256	119	diploid
3395	119	diploid
16522	119	diploid
2570	119	diploid
116222	119	diploid
32428	119	diploid
3712	119	diploid
4001	110	diploid
2538	110	diploid
75331	110	diploid
69755	110	diploid
53146	110	diploid
237529	110	diploid
526618	110	diploid
12700	110	diploid
364358	110	diploid
15754	110	diploid
45	110	diploid
18706	110	diploid
8788	110	diploid
7365	110	diploid
1763	110	diploid
10144	110	diploid
14112	110	diploid
3213	110	diploid
7845	110	diploid
11305	110	diploid
1021	110	diploid
53566	110	diploid
999	110	diploid
13676	110	diploid
71809	110	diploid
138278	110	diploid
177	110	diploid
975	110	diploid
85144	110	diploid
49670	110	diploid
161117	110	diploid
41448	110	diploid
35747	110	diploid
17315	110	diploid
9935	110	diploid
5882	110	diploid
10296	110	diploid
30958	110	diploid
53	110	diploid
13359	110	diploid
13303	110	diploid
5734	110	diploid
5230	110	diploid
22130	110	diploid
56778	110	diploid
40566	110	diploid
1184	81	diploid
16837	81	diploid
240561	81	diploid
12052	81	diploid
7965	81	diploid
57871	81	diploid
14592	81	diploid
375195	81	diploid
6452	81	diploid
6951	81	diploid
57048	81	diploid
1530	81	diploid
36951	81	diploid
68327	81	diploid
23693	81	diploid
21684	81	diploid
156613	81	diploid
25830	81	diploid
2485	81	diploid
30121	81	diploid
10436	81	diploid
1642	81	diploid
545725	81	diploid
13874	81	diploid
32105	81	diploid
397	81	diploid
285333	81	diploid
1096	81	diploid
43705	81	diploid
7319	81	diploid
138050	81	diploid
101347	81	diploid
4699	81	diploid
6890	81	diploid
3612	81	diploid
1060	81	diploid
115429	81	diploid
31886	81	diploid
444349	81	diploid
250778	81	diploid
33366	81	diploid
120399	81	diploid
12223	81	diploid
19194	81	diploid
57453	81	diploid
12489	57	diploid
11919	57	diploid
46458	57	diploid
39613	57	diploid
86577	57	diploid
17189	57	diploid
319738	57	diploid
221445	57	diploid
136031	57	diploid
1164203	57	diploid
5085	57	diploid
62050	253	diploid
15562	253	diploid
15352	253	diploid
3497	253	diploid
99558	253	diploid
33395	253	diploid
423	253	diploid
243	253	diploid
1389	253	diploid
1772	253	diploid
11846	253	diploid
63190	253	diploid
11765	253	diploid
2153	253	diploid
12931	253	diploid
2073	253	diploid
26612	253	diploid
2543	253	diploid
2551	253	diploid
14552	253	diploid
23200	253	diploid
166	253	diploid
4455	253	diploid
4529	253	diploid
2680	253	diploid
300	253	diploid
7893	253	diploid
4166	253	diploid
1225	253	diploid
508	253	diploid
12710	253	diploid
4997	253	diploid
33993	253	diploid
12153	253	diploid
3111	253	diploid
10692	253	diploid
7410	253	diploid
5833	253	diploid
12764	253	diploid
141767	253	diploid
133496	253	diploid
33011	253	diploid
4605	253	diploid
13943	253	diploid
4793	253	diploid
15674	253	diploid
168	253	diploid
156628	253	diploid
95	253	diploid
2162	253	diploid
5632	253	diploid
1046	253	diploid
948	253	diploid
297274	253	diploid
954	253	diploid
1071	253	diploid
16387	253	diploid
774	253	diploid
11973	253	diploid
8602	253	diploid
3493	253	diploid
372	253	diploid
65	253	diploid
26477	253	diploid
29257	253	diploid
502	253	diploid
166256	253	diploid
7532	253	diploid
225676	253	diploid
3309	253	diploid
15830	122	diploid
5047	122	diploid
7929	122	diploid
2164	122	diploid
2395	122	diploid
74	122	diploid
461541	122	diploid
2776	122	diploid
32895	122	diploid
51145	122	diploid
98785	122	diploid
6257	122	diploid
17686	122	diploid
17054	122	diploid
1525	122	diploid
1	122	diploid
5437	122	diploid
4234	122	diploid
23872	122	diploid
11135	122	diploid
2192	122	diploid
21216	122	diploid
58450	122	diploid
31269	122	diploid
18155	122	diploid
317176	122	diploid
1999	122	diploid
17715	122	diploid
23899	122	diploid
18084	150	diploid
11224	150	diploid
36107	150	diploid
63584	150	diploid
3602	150	diploid
181595	150	diploid
2609	150	diploid
9443	150	diploid
10644	150	diploid
39844	150	diploid
21027	150	diploid
529500	150	diploid
405888	150	diploid
11296	150	diploid
180016	150	diploid
2904	150	diploid
516	150	diploid
14788	150	diploid
226863	150	diploid
65646	150	diploid
7992	150	diploid
79196	150	diploid
7245	150	diploid
31781	150	diploid
606	150	diploid
2021	67	diploid
14823	67	diploid
35785	67	diploid
11451	67	diploid
16010	67	diploid
16337	67	diploid
17770	67	diploid
472	67	diploid
8987	67	diploid
74198	67	diploid
5956	67	diploid
32899	67	diploid
2208	67	diploid
782508	67	diploid
64253	67	diploid
9472	67	diploid
22752	67	diploid
7168	67	diploid
449850	67	diploid
56271	67	diploid
14377	67	diploid
13356	67	diploid
16636	67	diploid
18384	67	diploid
299558	67	diploid
13593	284	diploid
1219	284	diploid
96403	284	diploid
95	284	diploid
2529	284	diploid
35296	284	diploid
60658	284	diploid
662	284	diploid
43669	284	diploid
146356	284	diploid
7274	284	diploid
184611	284	diploid
9037	284	diploid
25988	284	diploid
3446	284	diploid
370	284	diploid
153859	284	diploid
31477	284	diploid
18735	284	diploid
542	284	diploid
11262	284	diploid
17814	284	diploid
3293	284	diploid
12448	284	diploid
974	284	diploid
268882	284	diploid
54212	284	diploid
68197	284	diploid
1164	284	diploid
111567	284	diploid
64468	284	diploid
28390	284	diploid
97742	26	diploid
222389	26	diploid
1158597	26	diploid
82206	26	diploid
90997	26	diploid
62249	26	diploid
412845	26	diploid
51280	26	diploid
849519	26	diploid
2894	26	diploid
14713	26	diploid
43680	26	diploid
19180	26	diploid
1281	384	diploid
19750	384	diploid
39571	384	diploid
112788	384	diploid
2834	384	diploid
2672	384	diploid
18341	384	diploid
21146	384	diploid
3504	384	diploid
1464	384	diploid
80	384	diploid
215	384	diploid
1121	384	diploid
26757	384	diploid
26939	384	diploid
43431	384	diploid
318	384	diploid
412	384	diploid
72117	384	diploid
1049	384	diploid
3745	384	diploid
1212	384	diploid
466164	384	diploid
1536	384	diploid
46	384	diploid
62483	384	diploid
3508	384	diploid
987	384	diploid
12200	384	diploid
3829	384	diploid
2523	384	diploid
13768	384	diploid
94802	384	diploid
1268	384	diploid
199828	384	diploid
15908	384	diploid
21976	384	diploid
4109	384	diploid
66130	384	diploid
3249	384	diploid
1889	384	diploid
989	384	diploid
12466	212	diploid
7125	212	diploid
684048	212	diploid
349	212	diploid
11418	212	diploid
259110	212	diploid
28167	212	diploid
2733	212	diploid
6243	212	diploid
5950	212	diploid
248	212	diploid
29947	212	diploid
2635	212	diploid
19627	212	diploid
4936	212	diploid
2469	212	diploid
2569	212	diploid
7729	212	diploid
1	212	diploid
33583	212	diploid
9669	212	diploid
59427	212	diploid
19031	212	diploid
18028	212	diploid
9823	212	diploid
137534	212	diploid
10111	212	diploid
11893	212	diploid
6659	212	diploid
169	212	diploid
8701	212	diploid
25240	212	diploid
1536	212	diploid
54061	212	diploid
20243	212	diploid
34342	212	diploid
34633	212	diploid
2273	212	diploid
309822	212	diploid
234569	212	diploid
21203	212	diploid
33921	212	diploid
13402	212	diploid
43782	212	diploid
37239	212	diploid
18102	212	diploid
3413	212	diploid
3544	212	diploid
879	212	diploid
1430	212	diploid
41110	212	diploid
51363	212	diploid
11780	212	diploid
31665	212	diploid
18154	212	diploid
18334	212	diploid
7953	212	diploid
5937	212	diploid
17861	212	diploid
6897	212	diploid
5137	212	diploid
2366	212	diploid
32798	212	diploid
12609	212	diploid
12253	212	diploid
12538	212	diploid
224958	212	diploid
32697	212	diploid
18370	212	diploid
1497	212	diploid
5643	212	diploid
8663	212	diploid
68572	212	diploid
54867	212	diploid
7440	212	diploid
1501	212	diploid
20964	212	diploid
15953	212	diploid
2691	212	diploid
15641	212	diploid
5274	212	diploid
41608	212	diploid
44528	212	diploid
5550	212	diploid
5463	212	diploid
509254	212	diploid
4341	212	diploid
4384	212	diploid
517	212	diploid
17638	212	diploid
476	212	diploid
20777	212	diploid
20328	212	diploid
218701	18	diploid
46495	18	diploid
38870	18	diploid
336194	18	diploid
91940	18	diploid
120061	18	diploid
142986	18	diploid
35999	18	diploid
201837	18	diploid
38024	18	diploid
28505	270	diploid
37516	270	diploid
15007	270	diploid
53527	270	diploid
15921	270	diploid
44717	270	diploid
2779	270	diploid
60038	270	diploid
18771	270	diploid
6651	270	diploid
2770	270	diploid
34519	270	diploid
3756	270	diploid
6862	270	diploid
14807	270	diploid
10504	270	diploid
58159	270	diploid
26605	270	diploid
28115	270	diploid
674	270	diploid
116730	270	diploid
900	270	diploid
525	270	diploid
73203	270	diploid
2038	270	diploid
4518	270	diploid
63634	270	diploid
7916	270	diploid
9972	270	diploid
3786	270	diploid
130442	270	diploid
490	270	diploid
17420	270	diploid
158537	270	diploid
158131	270	diploid
24875	270	diploid
44415	270	diploid
9295	270	diploid
12978	270	diploid
35564	270	diploid
7078	270	diploid
15419	270	diploid
31243	270	diploid
36882	270	diploid
662	270	diploid
80	270	diploid
5167	270	diploid
6150	270	diploid
27916	270	diploid
271240	270	diploid
18891	270	diploid
20307	270	diploid
13226	270	diploid
6492	270	diploid
37006	270	diploid
12282	270	diploid
22	270	diploid
1892	270	diploid
12158	270	diploid
150262	270	diploid
5036	270	diploid
7923	270	diploid
86463	270	diploid
710	270	diploid
10208	270	diploid
9046	270	diploid
30226	270	diploid
16742	270	diploid
808	270	diploid
11093	270	diploid
13996	270	diploid
24836	270	diploid
833	270	diploid
907	270	diploid
31581	270	diploid
182508	270	diploid
5569	270	diploid
14366	270	diploid
10035	270	diploid
57	270	diploid
1116	270	diploid
6190	270	diploid
35066	270	diploid
15445	270	diploid
15430	270	diploid
34367	270	diploid
27177	270	diploid
20035	270	diploid
43255	270	diploid
4648	270	diploid
183048	270	diploid
9397	270	diploid
50243	270	diploid
4312	270	diploid
14641	270	diploid
3030	270	diploid
19005	270	diploid
43	270	diploid
30916	270	diploid
3256	270	diploid
55558	270	diploid
640	270	diploid
20816	270	diploid
5561	270	diploid
22558	270	diploid
60517	270	diploid
2305	270	diploid
16352	270	diploid
43864	270	diploid
50310	270	diploid
39589	270	diploid
6566	270	diploid
953	270	diploid
9289	270	diploid
19559	270	diploid
24031	270	diploid
2983	270	diploid
5064	270	diploid
6098	270	diploid
408	270	diploid
44779	270	diploid
2606	270	diploid
41314	270	diploid
2855	270	diploid
93	270	diploid
15652	270	diploid
7923	270	diploid
32162	270	diploid
3360	270	diploid
4319	270	diploid
381	270	diploid
90190	270	diploid
15166	270	diploid
144905	270	diploid
3178	270	diploid
40057	270	diploid
8578	270	diploid
870	270	diploid
23855	270	diploid
21959	270	diploid
1	270	diploid
21545	270	diploid
287020	270	diploid
5982	270	diploid
34786	270	diploid
42024	270	diploid
409135	270	diploid
24000	244	diploid
88654	244	diploid
1758	244	diploid
2336	244	diploid
3897	244	diploid
13443	244	diploid
4937	244	diploid
40481	244	diploid
55639	244	diploid
4105	244	diploid
321597	244	diploid
5527	244	diploid
210427	244	diploid
2199	244	diploid
766	244	diploid
39900	244	diploid
30647	244	diploid
950	244	diploid
260890	244	diploid
5134	244	diploid
57944	244	diploid
2955	244	diploid
2663	244	diploid
35731	244	diploid
14586	244	diploid
5298	244	diploid
5656	244	diploid
3102	244	diploid
9712	244	diploid
133704	244	diploid
35940	244	diploid
80855	244	diploid
8379	244	diploid
2086	244	diploid
8753	244	diploid
10030	244	diploid
14854	244	diploid
79389	244	diploid
14718	244	diploid
15578	244	diploid
52269	244	diploid
6804	244	diploid
47	244	diploid
2039	244	diploid
132448	244	diploid
26	244	diploid
18529	141	diploid
34734	141	diploid
13706	141	diploid
54346	141	diploid
11939	141	diploid
311288	141	diploid
499	141	diploid
16685	141	diploid
4390	141	diploid
82551	141	diploid
22020	141	diploid
13691	141	diploid
58071	141	diploid
19785	141	diploid
29747	141	diploid
14528	141	diploid
17960	141	diploid
44474	141	diploid
23023	141	diploid
6405	141	diploid
69482	141	diploid
29065	141	diploid
348682	141	diploid
7633	141	diploid
2638	141	diploid
105215	141	diploid
49221	141	diploid
118308	141	diploid
958	141	diploid
43380	141	diploid
87488	141	diploid
212	141	diploid
85295	223	diploid
204092	223	diploid
12128	223	diploid
2097	223	diploid
96871	223	diploid
231913	223	diploid
9442	223	diploid
116774	223	diploid
21120	223	diploid
25707	223	diploid
86170	223	diploid
4961	223	diploid
135367	223	diploid
120752	223	diploid
153690	223	diploid
8767	223	diploid
41851	223	diploid
9819	223	diploid
24100	223	diploid
11478	223	diploid
58372	223	diploid
4128	223	diploid
865	223	diploid
3523	223	diploid
908	223	diploid
13330	223	diploid
4326	223	diploid
102811	223	diploid
114151	223	diploid
29626	223	diploid
49864	223	diploid
229759	223	diploid
312701	223	diploid
311	223	diploid
197078	223	diploid
11257	223	diploid
1041	223	diploid
105165	223	diploid
46129	111	diploid
27680	111	diploid
19131	111	diploid
39972	111	diploid
66724	111	diploid
239613	111	diploid
17367	111	diploid
6720	111	diploid
204900	111	diploid
15549	111	diploid
32701	111	diploid
2074	111	diploid
2952	111	diploid
1067	111	diploid
15524	111	diploid
22120	111	diploid
31373	111	diploid
12714	111	diploid
21983	111	diploid
86549	111	diploid
13833	111	diploid
6760	111	diploid
6949	111	diploid
123383	111	diploid
177392	111	diploid
61868	111	diploid
59722	111	diploid
2348	111	diploid
1852	111	diploid
249048	111	diploid
12601	111	diploid
19914	111	diploid
90907	111	diploid
703	111	diploid
31325	111	diploid
11255	111	diploid
9312	111	diploid
41469	111	diploid
122072	146	diploid
11760	146	diploid
15315	146	diploid
12523	146	diploid
71664	146	diploid
1886	146	diploid
330630	146	diploid
37672	146	diploid
145147	146	diploid
2307	146	diploid
8709	146	diploid
21052	146	diploid
618	146	diploid
61655	146	diploid
30032	146	diploid
6964	146	diploid
73521	146	diploid
23467	146	diploid
52424	146	diploid
4092	146	diploid
379595	146	diploid
66139	146	diploid
135821	146	diploid
4824	146	diploid
73257	146	diploid
4236	146	diploid
21506	146	diploid
32533	146	diploid
4379	146	diploid
9559	146	diploid
19431	146	diploid
177268	146	diploid
22127	146	diploid
20757	146	diploid
2200	146	diploid
226856	146	diploid
1220	24	diploid
240186	24	diploid
79406	24	diploid
93963	24	diploid
268653	24	diploid
10359	24	diploid
415352	24	diploid
661098	24	diploid
661570	24	diploid
18633	14	diploid
203862	14	diploid
558168	14	diploid
83896	14	diploid
48026	14	diploid
18537	14	diploid
64866	58	diploid
253410	58	diploid
1786468	58	diploid
19528	58	diploid
31607	58	diploid
64453	58	diploid
4631	58	diploid
559337	58	diploid
1190286	58	diploid
368319	58	diploid
219308	58	diploid
3150	58	diploid
5285	58	diploid
101693	58	diploid
54065	58	diploid
207723	58	diploid
99037	58	diploid
21408	58	diploid
3234	58	diploid
35302	58	diploid
32238	58	diploid
47623	58	diploid
35243	58	diploid
2448	58	diploid
132207	58	diploid
61090	58	diploid
6925	122	diploid
12067	122	diploid
1077	122	diploid
36028	122	diploid
15329	122	diploid
198517	122	diploid
32940	122	diploid
311633	122	diploid
11190	122	diploid
2448	122	diploid
39279	122	diploid
67975	122	diploid
126220	122	diploid
1036	122	diploid
15548	122	diploid
42590	122	diploid
99786	122	diploid
38402	122	diploid
571	122	diploid
3366	122	diploid
5885	122	diploid
7597	122	diploid
5078	122	diploid
5734	122	diploid
160868	122	diploid
104111	122	diploid
16778	122	diploid
764	122	diploid
60251	122	diploid
22980	122	diploid
3092	122	diploid
13839	122	diploid
36604	122	diploid
81799	122	diploid
24469	122	diploid
486	122	diploid
14860	122	diploid
84566	122	diploid
5532	122	diploid
830011	122	diploid
65097	122	diploid
