width	reads.per.mb.bpr	type
184502	91	haploid
11622	77	haploid
65010	77	haploid
17279	77	haploid
25965	77	haploid
68603	77	haploid
68986	77	haploid
8552	139	haploid
14839	139	haploid
437	139	haploid
17498	139	haploid
14729	139	haploid
29387	139	haploid
21674	43	haploid
31018	43	haploid
5676	115	haploid
14958	115	haploid
15259	115	haploid
39915	115	haploid
5832	115	haploid
11142	115	haploid
21269	115	haploid
3224	115	haploid
247147	36	haploid
27495	36	haploid
72749	36	haploid
43337	80	haploid
8586	80	haploid
62567	102	haploid
930086	102	haploid
487153	102	haploid
13592	102	haploid
3579	102	haploid
8732	102	haploid
25516	102	haploid
20905	102	haploid
17944	109	haploid
62091	109	haploid
455252	109	haploid
516802	109	haploid
79873	109	haploid
8054	109	haploid
54387	72	haploid
34308	72	haploid
22127	72	haploid
17176	52	haploid
63069	52	haploid
30099	52	haploid
18642	52	haploid
41455	172	haploid
15908	172	haploid
13823	172	haploid
45396	172	haploid
113543	172	haploid
5320	172	haploid
10092	172	haploid
2379	97	haploid
18690	97	haploid
6905	97	haploid
456944	90	haploid
277	90	haploid
45489	90	haploid
28093	90	haploid
984824	90	haploid
2629	90	haploid
129882	90	haploid
59653	90	haploid
21442	44	haploid
56200	44	haploid
54201	44	haploid
75394	44	haploid
5364	44	haploid
91064	34	haploid
58132	34	haploid
159429	34	haploid
22574	101	haploid
29148	101	haploid
49011	101	haploid
14470	101	haploid
11793	107	haploid
1935	107	haploid
54168	107	haploid
9438	107	haploid
20807	107	haploid
4138	107	haploid
5732	107	haploid
22922	107	haploid
2835063	107	haploid
23834	107	haploid
11070	107	haploid
37272	114	haploid
16459	114	haploid
16550	114	haploid
16163	114	haploid
4201	114	haploid
51427	78	haploid
17317	78	haploid
31136	78	haploid
2509	78	haploid
38574	78	haploid
32923	65	haploid
24052	65	haploid
74757	65	haploid
31899	105	haploid
30761	105	haploid
16889	105	haploid
29009	105	haploid
22358	105	haploid
7279	105	haploid
16468	105	haploid
53633	79	haploid
31162	79	haploid
14464	79	haploid
24081	79	haploid
37405	79	haploid
16549	79	haploid
26218	79	haploid
29880	79	haploid
17188	49	haploid
81129	49	haploid
83896	49	haploid
7150	49	haploid
4513	49	haploid
49483	49	haploid
45614	49	haploid
5866	106	haploid
11535	106	haploid
13007	106	haploid
5052	106	haploid
22491	106	haploid
21157	106	haploid
6345	65	haploid
95932	65	haploid
19702	65	haploid
14519	65	haploid
26523	65	haploid
45603	65	haploid
31755	61	haploid
67216	61	haploid
24689	61	haploid
29975	61	haploid
41822	61	haploid
51635	61	haploid
4993	61	haploid
6864	102	haploid
15554	102	haploid
50299	102	haploid
10567	102	haploid
31258	81	haploid
64457	81	haploid
16827	81	haploid
12652	109	haploid
38043	109	haploid
60354	109	haploid
26428	109	haploid
51392	37	haploid
43207	37	haploid
136964	37	haploid
54421	37	haploid
53910	37	haploid
37603	112	haploid
13847	112	haploid
9639	112	haploid
8959	112	haploid
20744	63	haploid
11024	63	haploid
14479	63	haploid
6201	63	haploid
22443	63	haploid
51547	63	haploid
29689	63	haploid
26150	63	haploid
13417	63	haploid
47246	91	haploid
67365	91	haploid
2094	91	haploid
25189	91	haploid
5198	91	haploid
42463	91	haploid
10463	91	haploid
39082	51	haploid
60986	51	haploid
39517	51	haploid
25364	51	haploid
26572	51	haploid
32968	51	haploid
6858	80	haploid
42200	80	haploid
24846	80	haploid
622	80	haploid
23575	119	haploid
20571	119	haploid
1195	119	haploid
11052	119	haploid
62003	60	haploid
73698	57	haploid
61767	57	haploid
24960	57	haploid
54198	69	haploid
115923	69	haploid
36994	69	haploid
12257	69	haploid
5157	69	haploid
10000	69	haploid
60276	31	haploid
98713	31	haploid
40387	31	haploid
7335	31	haploid
136665	31	haploid
38724	79	haploid
19766	79	haploid
2633	79	haploid
33963	48	haploid
25228	48	haploid
40530	48	haploid
73023	48	haploid
3636	48	haploid
29718	48	haploid
29196	69	haploid
22442	69	haploid
54684	69	haploid
88342	69	haploid
55179	69	haploid
47237	69	haploid
40351	69	haploid
62255	69	haploid
21517	69	haploid
15526	69	haploid
21846	67	haploid
8345	67	haploid
24025	67	haploid
16046	67	haploid
16535	67	haploid
2881359	67	haploid
35277	67	haploid
2259	67	haploid
26779	67	haploid
69273	71	haploid
52947	71	haploid
25699	71	haploid
15278	71	haploid
21358	71	haploid
635826	71	haploid
32085	59	haploid
67141	59	haploid
29910	59	haploid
45749	59	haploid
2312	233	haploid
8649	233	haploid
8736	233	haploid
261348	233	haploid
6297	233	haploid
3876	233	haploid
18030	233	haploid
122258	233	haploid
6147	221	haploid
7373	221	haploid
7533	221	haploid
10360	221	haploid
16104	221	haploid
486699	221	haploid
2891	221	haploid
3601	221	haploid
159376	97	haploid
60918	97	haploid
999246	97	haploid
137449	97	haploid
45689	97	haploid
25672	97	haploid
865369	97	haploid
220782	97	haploid
2042	97	haploid
17500	97	haploid
2832815	97	haploid
238799	233	haploid
39978	233	haploid
6393	233	haploid
1598	233	haploid
128607	233	haploid
6273	160	haploid
25409	160	haploid
12632	160	haploid
7588	160	haploid
21146	160	haploid
24404	160	haploid
6335	160	haploid
22829	160	haploid
14804	160	haploid
14755	160	haploid
14530	160	haploid
6726	160	haploid
14187	160	haploid
6922	160	haploid
10131	160	haploid
7987	160	haploid
39513	169	haploid
3643	169	haploid
1275	169	haploid
809	169	haploid
362895	169	haploid
19270	169	haploid
38766	169	haploid
9993	157	haploid
18578	157	haploid
9035	157	haploid
13765	157	haploid
12059	157	haploid
18044	157	haploid
84262	157	haploid
13472	157	haploid
195	157	haploid
4957	157	haploid
5207	157	haploid
161754	157	haploid
14729	157	haploid
7517	157	haploid
13826	165	haploid
12570	165	haploid
13718	165	haploid
9766	165	haploid
8320	165	haploid
212	165	haploid
18783	165	haploid
15679	165	haploid
43845	165	haploid
5448	165	haploid
31248	156	haploid
105552	156	haploid
4383	156	haploid
4005	156	haploid
11834	156	haploid
122093	156	haploid
6482	156	haploid
16441	156	haploid
11861	156	haploid
35835	156	haploid
3506	156	haploid
588740	156	haploid
26164	156	haploid
6858	156	haploid
280289	156	haploid
4275	156	haploid
7781	156	haploid
201823	156	haploid
389310	156	haploid
15736	156	haploid
138525	156	haploid
27552	156	haploid
5321	156	haploid
2127	156	haploid
379334	156	haploid
11244	156	haploid
6565	156	haploid
14539	156	haploid
16765	156	haploid
4356	156	haploid
93734	156	haploid
190805	123	haploid
94205	123	haploid
16334	123	haploid
49636	123	haploid
7545	123	haploid
4989	117	haploid
31767	117	haploid
15495	117	haploid
653991	117	haploid
13415	117	haploid
1940513	117	haploid
12507	117	haploid
3596176	117	haploid
84414	117	haploid
3960	117	haploid
26782	117	haploid
13595	171	haploid
2379	171	haploid
7010	171	haploid
808	171	haploid
8280	171	haploid
53711	171	haploid
75632	171	haploid
7235	171	haploid
4453	72	haploid
23442	72	haploid
17746	72	haploid
29635	72	haploid
32778	72	haploid
17424	72	haploid
14483	72	haploid
8023	72	haploid
12085	72	haploid
4257	72	haploid
1276615	72	haploid
39382	72	haploid
90881	72	haploid
353783	72	haploid
15012	71	haploid
11974	71	haploid
77411	71	haploid
5594	71	haploid
11785	71	haploid
44049	71	haploid
26019	116	haploid
100435	116	haploid
14457	116	haploid
41619	116	haploid
4718	116	haploid
34653	116	haploid
116128	116	haploid
2250	116	haploid
11265	116	haploid
15281	116	haploid
2948	161	haploid
8863	161	haploid
50535	161	haploid
11412	161	haploid
6348	161	haploid
249663	161	haploid
53490	100	haploid
21676	100	haploid
24653	100	haploid
28808	100	haploid
99801	100	haploid
735723	100	haploid
5485	100	haploid
4329	100	haploid
12043	100	haploid
23430	192	haploid
9072	192	haploid
17969	192	haploid
6594	192	haploid
1693	192	haploid
13815	192	haploid
6210	192	haploid
8819	192	haploid
14898	192	haploid
6468	192	haploid
868	192	haploid
171481	158	haploid
13334	158	haploid
813992	158	haploid
15854	158	haploid
192751	158	haploid
2303	158	haploid
12883	158	haploid
7174	158	haploid
10601	158	haploid
29389	158	haploid
146844	158	haploid
119458	158	haploid
12340	158	haploid
12167	158	haploid
74460	158	haploid
7643	158	haploid
7695	158	haploid
90433	158	haploid
3122	158	haploid
5460	158	haploid
16705	158	haploid
75976	158	haploid
206435	122	haploid
12085	122	haploid
199631	122	haploid
12945	122	haploid
4292	122	haploid
16248	122	haploid
11695	122	haploid
7145	122	haploid
888	122	haploid
9021	122	haploid
14884	78	haploid
48059	78	haploid
28110	78	haploid
17514	78	haploid
20236	78	haploid
4858	78	haploid
273497	200	haploid
26301	200	haploid
16713	200	haploid
22615	200	haploid
19731	200	haploid
12306	53	haploid
64468	53	haploid
100343	53	haploid
9156	53	haploid
12933	53	haploid
20585	53	haploid
6579	53	haploid
30290	53	haploid
19488	53	haploid
25583	53	haploid
17703	53	haploid
201491	53	haploid
43641	53	haploid
8785	53	haploid
65443	53	haploid
7950	53	haploid
25095	53	haploid
10203	53	haploid
13685	53	haploid
38782	53	haploid
30868	53	haploid
39944	53	haploid
75338	53	haploid
2361005	53	haploid
17766	53	haploid
5779	153	haploid
5939	153	haploid
10302	153	haploid
76	153	haploid
16740	153	haploid
6080	153	haploid
54582	184	haploid
28566	184	haploid
288184	184	haploid
26003	184	haploid
622321	184	haploid
162	184	haploid
5899	184	haploid
290211	184	haploid
71733	71	haploid
4500	71	haploid
66181	71	haploid
14711	71	haploid
74284	71	haploid
112999	71	haploid
1527	71	haploid
58965	71	haploid
42433	71	haploid
13506	71	haploid
30163	71	haploid
11080	71	haploid
1190	71	haploid
46255	71	haploid
17159	71	haploid
3456	71	haploid
10207	71	haploid
2867	71	haploid
17947	71	haploid
8562	139	haploid
36479	139	haploid
21267	139	haploid
14964	139	haploid
8997	139	haploid
12568	139	haploid
211	139	haploid
20535	139	haploid
195381	139	haploid
30535	139	haploid
1020	139	haploid
12912	139	haploid
3141	139	haploid
17701	139	haploid
1293661	139	haploid
28378	139	haploid
21183	139	haploid
18728	139	haploid
2804	139	haploid
24628	139	haploid
316756	139	haploid
13154	139	haploid
30132	139	haploid
211127	44	haploid
37623	44	haploid
101640	44	haploid
31567	44	haploid
15365	44	haploid
15942	44	haploid
47736	44	haploid
46365	44	haploid
16412	163	haploid
50898	163	haploid
11821	163	haploid
14874	163	haploid
3818	163	haploid
13372	163	haploid
4654	163	haploid
3945	163	haploid
9559	163	haploid
15601	163	haploid
4461	163	haploid
23483	163	haploid
39320	163	haploid
15745	163	haploid
14211	195	haploid
21397	195	haploid
12447	195	haploid
5008	195	haploid
12218	195	haploid
178	195	haploid
13998	195	haploid
942102	195	haploid
2527	195	haploid
3668	195	haploid
70162	163	haploid
145108	163	haploid
4235	163	haploid
8152	163	haploid
254215	163	haploid
307063	163	haploid
506728	163	haploid
6478	163	haploid
17797	163	haploid
346706	163	haploid
46844	163	haploid
12571	163	haploid
17270	163	haploid
7009	103	haploid
15587	103	haploid
1683	103	haploid
28606	103	haploid
32918	103	haploid
8298	211	haploid
4323	211	haploid
14225	211	haploid
4571	211	haploid
460012	190	haploid
14562	190	haploid
83346	190	haploid
5816	190	haploid
81706	190	haploid
6010	190	haploid
355925	190	haploid
370360	190	haploid
273623	190	haploid
6201	190	haploid
14386	120	haploid
24728	120	haploid
14979	120	haploid
24458	85	haploid
86535	85	haploid
25177	85	haploid
28892	85	haploid
17418	85	haploid
23704	85	haploid
11144	85	haploid
40053	85	haploid
3297	85	haploid
21104	85	haploid
1029	131	haploid
7902	131	haploid
10295	131	haploid
8950	131	haploid
10635	131	haploid
11457	131	haploid
7175	131	haploid
22761	131	haploid
65846	101	haploid
947473	101	haploid
13988	101	haploid
13347	115	haploid
34032	115	haploid
6583	115	haploid
381	108	haploid
1578	108	haploid
170894	108	haploid
1049687	108	haploid
1014887	108	haploid
217402	108	haploid
10392	108	haploid
68002	108	haploid
604698	108	haploid
35047	108	haploid
1841631	108	haploid
549996	108	haploid
265649	108	haploid
209565	108	haploid
62532	107	haploid
21637	107	haploid
1271497	107	haploid
63982	107	haploid
7708	107	haploid
17329	107	haploid
64083	107	haploid
28216	45	haploid
14430	45	haploid
79012	45	haploid
28627	45	haploid
87586	45	haploid
57701	45	haploid
25089	45	haploid
474000	45	haploid
88866	45	haploid
79977	45	haploid
40025	45	haploid
105530	45	haploid
23743	45	haploid
63836	87	haploid
42571	87	haploid
64994	87	haploid
40046	87	haploid
22026	87	haploid
7492	101	haploid
267153	101	haploid
995255	101	haploid
332739	101	haploid
281542	101	haploid
23614	101	haploid
318414	101	haploid
24437	101	haploid
59737	34	haploid
21120	34	haploid
38872	34	haploid
103519	34	haploid
1064968	71	haploid
438936	71	haploid
52020	71	haploid
11230	71	haploid
19579	121	haploid
8824	121	haploid
23265	121	haploid
20269	121	haploid
12595	121	haploid
25294	121	haploid
8403	121	haploid
30727	121	haploid
42286	121	haploid
8142	121	haploid
23004	73	haploid
38099	73	haploid
30444	73	haploid
36685	73	haploid
1441	73	haploid
16787	73	haploid
55685	73	haploid
1493198	71	haploid
694628	71	haploid
65104	71	haploid
23668	71	haploid
3503	145	haploid
27191	145	haploid
17210	145	haploid
9636	145	haploid
261825	145	haploid
12847	145	haploid
8318	145	haploid
1498390	123	haploid
2369	123	haploid
1847628	123	haploid
6727624	123	haploid
165575	95	haploid
22453	95	haploid
22299	95	haploid
1465498	95	haploid
79652	52	haploid
20929	52	haploid
25139	52	haploid
25686	52	haploid
22495	52	haploid
53192	52	haploid
26402	52	haploid
39424	52	haploid
59204	52	haploid
40066	52	haploid
20189	52	haploid
42195	52	haploid
59072	52	haploid
55704	52	haploid
59540	52	haploid
5386	157	haploid
100015	157	haploid
5633	157	haploid
17597	157	haploid
14881	99	haploid
749492	99	haploid
47424	99	haploid
13213	99	haploid
10920	99	haploid
3850	99	haploid
1218483	99	haploid
11977	99	haploid
14296	109	haploid
61917	109	haploid
8059	109	haploid
8065	109	haploid
12876	109	haploid
27862	109	haploid
12807	109	haploid
29697	109	haploid
6516	109	haploid
8980	109	haploid
17167	109	haploid
1521	109	haploid
19032	109	haploid
26900	109	haploid
11083	109	haploid
18629	109	haploid
344433	109	haploid
8719	128	haploid
13271	128	haploid
16849	128	haploid
3429	128	haploid
8321	128	haploid
21182	128	haploid
8137	128	haploid
543490	128	haploid
7327	128	haploid
1916	128	haploid
226798	128	haploid
6850	128	haploid
7340	128	haploid
20615	128	haploid
10060	144	haploid
16393	144	haploid
21549	144	haploid
10764	144	haploid
39689	144	haploid
1386	144	haploid
2342	144	haploid
4128	144	haploid
15267	144	haploid
10627	144	haploid
10292	144	haploid
7196	144	haploid
28370	144	haploid
606594	48	haploid
64033	48	haploid
31490	48	haploid
6931	48	haploid
110980	48	haploid
25460	87	haploid
8053	87	haploid
16514	87	haploid
29691	87	haploid
25023	87	haploid
239859	126	haploid
586536	126	haploid
572257	126	haploid
641125	126	haploid
6895	126	haploid
352551	126	haploid
2253952	126	haploid
13253	126	haploid
1054487	126	haploid
20695	126	haploid
11288	126	haploid
7045	151	haploid
7261	151	haploid
984	151	haploid
8500	151	haploid
37278	102	haploid
19629	102	haploid
7209	102	haploid
13	102	haploid
765	102	haploid
13152	102	haploid
14868	102	haploid
10363	102	haploid
1132	102	haploid
2844	102	haploid
21710	102	haploid
10442	102	haploid
18921	102	haploid
48645	60	haploid
301867	60	haploid
33296	60	haploid
202166	60	haploid
157847	60	haploid
8954	60	haploid
43449	60	haploid
2432	60	haploid
16177	60	haploid
72905	60	haploid
43490	88	haploid
4420	88	haploid
5869	88	haploid
56907	88	haploid
26251	88	haploid
15860	124	haploid
5042	124	haploid
10039	124	haploid
14483	124	haploid
12499	124	haploid
30410	41	haploid
53273	41	haploid
44064	41	haploid
4245	248	haploid
32056	248	haploid
51755	62	haploid
36005	62	haploid
10744	62	haploid
7083	62	haploid
46395	62	haploid
14639	62	haploid
11152	62	haploid
11302	62	haploid
36933	62	haploid
15690	62	haploid
48388	62	haploid
9229	62	haploid
23178	62	haploid
19218	62	haploid
61400	62	haploid
18477	62	haploid
50686	62	haploid
334732	62	haploid
9227	62	haploid
36075	62	haploid
29	62	haploid
48140	62	haploid
11421	62	haploid
8591	62	haploid
58049	62	haploid
787	62	haploid
1468	62	haploid
182699	62	haploid
16649	62	haploid
2809	62	haploid
31041	62	haploid
2457	62	haploid
3077	62	haploid
8699	62	haploid
44845	62	haploid
35191	62	haploid
4549	171	haploid
10301	171	haploid
19137	171	haploid
5538	171	haploid
24445	171	haploid
11819	171	haploid
5465	171	haploid
21674	171	haploid
186621	193	haploid
13446	193	haploid
9550	193	haploid
9259	193	haploid
37880	193	haploid
34432	193	haploid
13775	193	haploid
8094	193	haploid
9320	193	haploid
9830	193	haploid
11478	193	haploid
24573	193	haploid
4827	193	haploid
38532	193	haploid
2195	193	haploid
4414	193	haploid
9935	193	haploid
4555	193	haploid
740561	193	haploid
20107	193	haploid
49670	193	haploid
404243	193	haploid
166969	193	haploid
4694	193	haploid
2991	193	haploid
269756	193	haploid
3056	193	haploid
12404	193	haploid
13353	193	haploid
11601	193	haploid
207120	193	haploid
15798	193	haploid
34164	193	haploid
8564	193	haploid
7692	165	haploid
26669	165	haploid
13930	165	haploid
25788	165	haploid
9723	182	haploid
25070	144	haploid
39150	144	haploid
1633	144	haploid
19693	144	haploid
11004	144	haploid
10446	144	haploid
28404	144	haploid
37058	144	haploid
12815	144	haploid
29070	144	haploid
31728	144	haploid
8344	144	haploid
29280	144	haploid
13276	144	haploid
3462	144	haploid
279378	52	haploid
116351	52	haploid
62778	52	haploid
37154	52	haploid
1114	52	haploid
34019	52	haploid
96041	52	haploid
98658	52	haploid
15050	52	haploid
1654380	52	haploid
113714	52	haploid
42249	52	haploid
138540	52	haploid
30875	52	haploid
5259	52	haploid
12773	52	haploid
71451	52	haploid
44208	52	haploid
2332793	52	haploid
54745	52	haploid
31619	52	haploid
13459	139	haploid
435690	139	haploid
9774	139	haploid
29893	139	haploid
3093	139	haploid
36270	97	haploid
705777	97	haploid
92165	97	haploid
96686	97	haploid
1677681	97	haploid
74857	97	haploid
3426	97	haploid
11398	289	haploid
4623	289	haploid
10756	289	haploid
12870	289	haploid
3889	289	haploid
400995	140	haploid
11583	140	haploid
143195	140	haploid
131598	140	haploid
6678	140	haploid
658816	140	haploid
32480	140	haploid
68393	140	haploid
700471	140	haploid
4052	140	haploid
22634	140	haploid
36485	140	haploid
134689	140	haploid
3946	140	haploid
402925	140	haploid
296094	140	haploid
60593	140	haploid
283699	140	haploid
22259	140	haploid
22634	49	haploid
37524	49	haploid
47638	49	haploid
3107	70	haploid
50189	70	haploid
56823	70	haploid
76444	70	haploid
15182	56	haploid
24136	56	haploid
22206	56	haploid
44609	56	haploid
27180	56	haploid
29640	56	haploid
23984	56	haploid
45933	56	haploid
19688	56	haploid
17091	56	haploid
17927	56	haploid
30217	56	haploid
21885	56	haploid
37983	56	haploid
77966	56	haploid
7111	56	haploid
92312	56	haploid
52123	56	haploid
56526	56	haploid
7531	56	haploid
27838	56	haploid
27768	56	haploid
38910	56	haploid
42998	56	haploid
36449	56	haploid
221785	56	haploid
44172	56	haploid
1257	56	haploid
20525	56	haploid
28099	56	haploid
49919	56	haploid
42042	56	haploid
51261	56	haploid
46294	56	haploid
23107	56	haploid
25353	56	haploid
42560	56	haploid
5066	56	haploid
42747	56	haploid
6809	56	haploid
25260	56	haploid
2356435	56	haploid
27999	56	haploid
121697	56	haploid
52779	56	haploid
17355	56	haploid
16430	56	haploid
38452	68	haploid
16402	68	haploid
27252	58	haploid
2346930	58	haploid
84332	58	haploid
6851	70	haploid
32233	70	haploid
15204	73	haploid
106797	73	haploid
49886	73	haploid
15326	73	haploid
20169	73	haploid
42105	73	haploid
37878	73	haploid
46101	73	haploid
8306	73	haploid
53264	73	haploid
21746	73	haploid
5263	59	haploid
62133	59	haploid
80244	59	haploid
10387	59	haploid
84738	59	haploid
43890	41	haploid
30672	41	haploid
24170	41	haploid
29987	71	haploid
47838	71	haploid
12551	71	haploid
40620	44	haploid
26195	44	haploid
33190	44	haploid
86212	44	haploid
15866	44	haploid
64916	41	haploid
43469	41	haploid
57828	41	haploid
11972	41	haploid
581176	41	haploid
31192	41	haploid
196686	41	haploid
163648	41	haploid
5093	41	haploid
74778	41	haploid
32746	41	haploid
58540	41	haploid
43674	41	haploid
41484	41	haploid
366016	41	haploid
47286	68	haploid
19747	68	haploid
6067	68	haploid
25023	68	haploid
54221	59	haploid
35212	59	haploid
3342	59	haploid
66126	59	haploid
27426	59	haploid
236983	38	haploid
45552	38	haploid
250543	38	haploid
49138	38	haploid
237556	38	haploid
748463	38	haploid
482602	38	haploid
696655	38	haploid
447216	38	haploid
12070	38	haploid
1614683	38	haploid
1397013	38	haploid
44250	38	haploid
4082853	38	haploid
502445	38	haploid
201515	38	haploid
39109	38	haploid
15061	38	haploid
30176	38	haploid
20954	36	haploid
21275	36	haploid
52093	36	haploid
24487	36	haploid
31310	36	haploid
80510	32	haploid
76727	32	haploid
7577	32	haploid
158510	32	haploid
48975	32	haploid
26965	32	haploid
69219	32	haploid
34360	36	haploid
68866	36	haploid
8603	36	haploid
30558	36	haploid
28630	36	haploid
19070	36	haploid
22242	36	haploid
23412	36	haploid
63816	36	haploid
24807	36	haploid
35864	36	haploid
9323	36	haploid
96793	36	haploid
45884	36	haploid
40412	36	haploid
17381	36	haploid
166140	36	haploid
47341	36	haploid
85498	36	haploid
19747	36	haploid
97467	36	haploid
73199	36	haploid
149709	36	haploid
61836	36	haploid
75272	36	haploid
58453	36	haploid
82552	36	haploid
19341	71	haploid
50168	71	haploid
3405	71	haploid
17824	71	haploid
1558831	71	haploid
13381	71	haploid
12063	71	haploid
16373	71	haploid
9137	71	haploid
78058	71	haploid
72718	71	haploid
35020	71	haploid
29348	71	haploid
24351	71	haploid
49146	71	haploid
235333	71	haploid
848	71	haploid
18154	71	haploid
9904	71	haploid
742392	71	haploid
42424	71	haploid
58337	43	haploid
45800	43	haploid
199258	43	haploid
113742	43	haploid
41033	43	haploid
33146	43	haploid
33365	41	haploid
39625	41	haploid
98501	41	haploid
11578	81	haploid
52140	81	haploid
38552	81	haploid
26501	81	haploid
187	81	haploid
29603	81	haploid
13601	81	haploid
10650	81	haploid
42445	81	haploid
44139	81	haploid
37398	81	haploid
37368	81	haploid
3441	81	haploid
13558	81	haploid
12694	81	haploid
47531	45	haploid
56823	45	haploid
79392	45	haploid
57991	45	haploid
14373	45	haploid
30313	44	haploid
24196	44	haploid
65281	72	haploid
27656	72	haploid
52397	72	haploid
34102	72	haploid
58743	72	haploid
29234	72	haploid
7412	72	haploid
92386	72	haploid
13791	72	haploid
45388	72	haploid
173479	72	haploid
24782	72	haploid
14479	72	haploid
26404	72	haploid
45604	72	haploid
22834	72	haploid
26962	72	haploid
9547	72	haploid
16926	72	haploid
40021	72	haploid
29650	72	haploid
13940	72	haploid
39395	72	haploid
19745	72	haploid
47549	72	haploid
6821	72	haploid
19169	72	haploid
38182	72	haploid
12706	72	haploid
15729	48	haploid
47074	48	haploid
2407	48	haploid
35330	48	haploid
32998	48	haploid
103667	48	haploid
623183	68	haploid
259305	68	haploid
57626	68	haploid
16864	68	haploid
40968	67	haploid
6275	67	haploid
18395	67	haploid
107209	67	haploid
157980	63	haploid
689970	63	haploid
16039	63	haploid
2334775	63	haploid
2249586	63	haploid
63477	63	haploid
17911	37	haploid
56578	37	haploid
34467	37	haploid
13597	78	haploid
40282	78	haploid
31828	78	haploid
792	78	haploid
10070	78	haploid
32900	78	haploid
49731	78	haploid
20162	78	haploid
43643	78	haploid
7592	78	haploid
10855	78	haploid
52499	78	haploid
23069	78	haploid
61906	78	haploid
45872	78	haploid
26473	78	haploid
24509	78	haploid
6639	78	haploid
15340	78	haploid
19631	78	haploid
3907	78	haploid
7324	78	haploid
35529	78	haploid
37579	78	haploid
11149	78	haploid
23239	78	haploid
66437	78	haploid
44002	78	haploid
44674	78	haploid
263396	63	haploid
5542	63	haploid
43308	63	haploid
8999	63	haploid
125918	63	haploid
11425	63	haploid
105840	63	haploid
568955	63	haploid
10850	63	haploid
14049	63	haploid
34628	63	haploid
27688	63	haploid
54369	63	haploid
21348	63	haploid
483298	63	haploid
397342	63	haploid
20183	63	haploid
11506	63	haploid
24542	63	haploid
9643	63	haploid
10790	63	haploid
21212	63	haploid
1145167	63	haploid
61947	63	haploid
2833968	63	haploid
125257	63	haploid
61130	63	haploid
22007	63	haploid
48640	67	haploid
54771	67	haploid
12274	67	haploid
25256	67	haploid
15499	67	haploid
47057	67	haploid
281488	67	haploid
156679	67	haploid
29373	67	haploid
38817	67	haploid
8645	67	haploid
1218	67	haploid
39634	67	haploid
12860	67	haploid
97891	67	haploid
23793	67	haploid
45325	67	haploid
10849	67	haploid
22649	67	haploid
73687	67	haploid
41901	67	haploid
14803	67	haploid
5262	67	haploid
25866	67	haploid
19160	67	haploid
62065	67	haploid
25581	67	haploid
66626	67	haploid
5889	67	haploid
46558	67	haploid
46330	67	haploid
38599	67	haploid
33646	67	haploid
30115	67	haploid
75474	67	haploid
15506	67	haploid
30135	67	haploid
8995	67	haploid
23561	67	haploid
16432	67	haploid
50691	67	haploid
40454	67	haploid
65549	67	haploid
12457	58	haploid
6292	58	haploid
3791	158	haploid
30100	158	haploid
12090	158	haploid
13404	158	haploid
16237	159	haploid
13646	159	haploid
18120	248	haploid
36253	248	haploid
2830	248	haploid
18587	248	haploid
12050	248	haploid
7537	248	haploid
315	248	haploid
4185	248	haploid
25950	248	haploid
9090	248	haploid
4316	248	haploid
7825	248	haploid
3390	248	haploid
2785	248	haploid
17500	248	haploid
174	330	haploid
5311	330	haploid
31382	330	haploid
4852	330	haploid
8628	330	haploid
6917	330	haploid
6803	330	haploid
1167	330	haploid
1435	330	haploid
6612	330	haploid
66366	35	haploid
18864	35	haploid
175595	35	haploid
14652	246	haploid
8624	246	haploid
3719	246	haploid
9780	246	haploid
5959	246	haploid
9593	53	haploid
75709	53	haploid
67101	53	haploid
8814	53	haploid
51687	53	haploid
5797	53	haploid
22246	53	haploid
20272	74	haploid
16796	74	haploid
11931	74	haploid
26193	74	haploid
22990	74	haploid
42002	74	haploid
4174	74	haploid
1637	74	haploid
11374	74	haploid
245625	74	haploid
12453	74	haploid
11632	64	haploid
23305	64	haploid
11489	41	haploid
105013	41	haploid
118752	41	haploid
73615	41	haploid
60477	41	haploid
2302	41	haploid
40888	41	haploid
18325	41	haploid
102187	41	haploid
70805	33	haploid
39116	33	haploid
43093	33	haploid
93714	33	haploid
437650	33	haploid
39695	33	haploid
138168	33	haploid
27451	60	haploid
5265	60	haploid
9978	60	haploid
34203	60	haploid
33165	60	haploid
103334	60	haploid
46353	56	haploid
10638	56	haploid
85795	52	haploid
51408	52	haploid
68757	52	haploid
45238	52	haploid
28721	52	haploid
13648	52	haploid
52232	52	haploid
45985	52	haploid
18380	52	haploid
144310	52	haploid
16194	43	haploid
76829	43	haploid
26269	43	haploid
38081	43	haploid
11740	43	haploid
32215	43	haploid
13563	43	haploid
41798	43	haploid
16084	43	haploid
166016	43	haploid
163216	43	haploid
55152	43	haploid
69705	45	haploid
50274	45	haploid
66450	45	haploid
49774	45	haploid
37423	45	haploid
20421	45	haploid
8952	45	haploid
47732	45	haploid
28021	42	haploid
66495	42	haploid
15325	42	haploid
9101	42	haploid
8421	55	haploid
100188	55	haploid
26869	55	haploid
24311	55	haploid
21408	55	haploid
31119	55	haploid
300905	55	haploid
20841	55	haploid
23348	55	haploid
19497	55	haploid
38	43	haploid
75683	43	haploid
18808	43	haploid
54570	43	haploid
12997	43	haploid
16341	43	haploid
1759	43	haploid
38994	44	haploid
19270	44	haploid
52127	44	haploid
42607	44	haploid
13146	44	haploid
7625	44	haploid
25760	44	haploid
34886	41	haploid
119395	41	haploid
9079	41	haploid
