file	coverage	spikiness	evenness.mean	evenness.med
blm-1-fdu-mnase-negctrl-f3-r7-c7_S98_.trimmed.mdup.bam	0.000306022783280067	0.723024501054681	0.257867556517416	0.257715781135513
blm-1-fdu-mnase-single-f11-r1-c1_S246_.trimmed.mdup.bam	0.0172879312562177	0.157070180939185	0.204817492542184	0.202112533901083
blm-1-fdu-mnase-single-f11-r1-c2_S247_.trimmed.mdup.bam	0.0302920509476414	0.132679513005514	0.195860834419406	0.191524351520285
blm-1-fdu-mnase-single-f11-r1-c5_S250_.trimmed.mdup.bam	0.029114971646051	0.144989814174381	0.19562277426934	0.193122979730997
blm-1-fdu-mnase-single-f11-r1-c6_S251_.trimmed.mdup.bam	0.0366293663577868	0.170428118393235	0.209576785239619	0.209413752859961
blm-1-fdu-mnase-single-f11-r1-c7_S252_.trimmed.mdup.bam	0.0309771486766975	0.14456703981574	0.245309062268036	0.242763877309133
blm-1-fdu-mnase-single-f11-r2-c1_S253_.trimmed.mdup.bam	0.0272535196129305	0.1379155156895	0.197721783364115	0.194798440773588
blm-1-fdu-mnase-single-f11-r2-c2_S254_.trimmed.mdup.bam	0.0241075150853536	0.145586835633844	0.19906652795485	0.195589458397416
blm-1-fdu-mnase-single-f11-r2-c3_S255_.trimmed.mdup.bam	0.0311608644744992	0.132673641123464	0.200209569893412	0.195826041211201
blm-1-fdu-mnase-single-f11-r2-c5_S257_.trimmed.mdup.bam	0.0291941356121653	0.149487080795234	0.198590133385256	0.197289050016846
blm-1-fdu-mnase-single-f11-r3-c1_S260_.trimmed.mdup.bam	0.0183438274965872	0.147486421683122	0.204680286612866	0.203607407317665
blm-1-fdu-mnase-single-f11-r3-c2_S261_.trimmed.mdup.bam	0.0237307041783007	0.138744129431202	0.194940557312998	0.19208525174011
blm-1-fdu-mnase-single-f11-r3-c3_S262_.trimmed.mdup.bam	0.0100312710602128	0.185505358201225	0.212076697689958	0.210604658280457
blm-1-fdu-mnase-single-f11-r3-c5_S264_.trimmed.mdup.bam	0.0351520341393363	0.126862988625964	0.193573391551373	0.190372631362617
blm-1-fdu-mnase-single-f11-r3-c7_S266_.trimmed.mdup.bam	0.030948871182754	0.167177631982341	0.203420174365506	0.203275117070767
blm-1-fdu-mnase-single-f11-r4-c1_S267_.trimmed.mdup.bam	0.0168791297928589	0.156231319213896	0.202910627209416	0.200687046492294
blm-1-fdu-mnase-single-f11-r4-c2_S268_.trimmed.mdup.bam	0.0209719095285425	0.142392958954914	0.199482781398865	0.197075087705284
blm-1-fdu-mnase-single-f11-r4-c3_S269_.trimmed.mdup.bam	0.0284912730151934	0.135076031124447	0.195523037562248	0.191246400223908
blm-1-fdu-mnase-single-f11-r4-c4_S270_.trimmed.mdup.bam	0.0319505713485801	0.131371716147521	0.194213606623749	0.190618563203621
blm-1-fdu-mnase-single-f11-r4-c5_S271_.trimmed.mdup.bam	0.0302653966839781	0.149033762090755	0.200173193087066	0.197415956341522
blm-1-fdu-mnase-single-f11-r4-c6_S272_.trimmed.mdup.bam	0.0240317827957822	0.141848466543211	0.194891373011111	0.192160246444823
blm-1-fdu-mnase-single-f11-r4-c7_S273_.trimmed.mdup.bam	0.0245161504371757	0.137021766692798	0.194530034280537	0.191660476435011
