Date	Library	Reads	Duplication_rate	Coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Quality_AS
24-06-2021	wtfucci-hyd-a1h5-f11-r3-c5_S210_	1140094	0.332729	0.017438487	0.090079676	101	0.264150943	0.519992	104	0.7271
24-06-2021	wtfucci-hyd-a1h5-f11-r3-c7_S211_	969610	0.332094	0.01479793	0.106053925	88	0.323076923	0.521775	102	0.0066
24-06-2021	wtfucci-hyd-a1h5-f11-r4-c2_S212_	634918	0.266564	0.010535764	0.113692013	63	0.244897959	0.523073	95	0
24-06-2021	wtfucci-hyd-a1h5-f11-r4-c4_S213_	1365734	0.345852	0.020657462	0.078140942	124	0.285714286	0.513721	111	0.941
24-06-2021	wtfucci-hyd-a1h5-f11-r4-c6_S214_	1091368	0.341141	0.016472204	0.088352059	98	0.195652174	0.517548	103	0.9272
24-06-2021	wtfucci-hyd-a1h5-f11-r5-c1_S215_	609052	0.256638	0.010233019	0.109934291	60	0.270833333	0.524669	97	3.00E-04
24-06-2021	wtfucci-hyd-a1h5-f11-r5-c3_S216_	1138558	0.349999	0.01696718	0.101031962	102	0.183673469	0.519895	102	0.074
24-06-2021	wtfucci-hyd-a1h5-f11-r5-c5_S217_	1152564	0.347273	0.017190097	0.098922181	104	0.22	0.520604	100	0.4915
24-06-2021	wtfucci-hyd-a1h5-f11-r5-c7_S218_	851422	0.314302	0.013227075	0.098469526	80	0.159090909	0.520426	98	0.1692
24-06-2021	wtfucci-hyd-a1h5-f11-r6-c2_S219_	834730	0.303262	0.01321463	0.132017161	77	0.232142857	0.525694	96	0
24-06-2021	wtfucci-hyd-a1h5-f11-r6-c4_S220_	1009260	0.327844	0.015427204	0.09658397	92	0.224489796	0.522112	96	0.2522
24-06-2021	wtfucci-hyd-a1h5-f11-r6-c6_S221_	386952	0.204532	0.006859229	0.11788682	42	0.108108108	0.526504	85	1.00E-04
24-06-2021	wtfucci-hyd-a1h5-f11-r7-c1_S222_	2375872	0.369199	0.03561513	0.066112622	213	0.273972603	0.501898	160	0.9766
24-06-2021	wtfucci-hyd-a1h5-f11-r7-c3_S223_	719992	0.307384	0.011223329	0.140986017	66	0.183673469	0.528821	91	0
24-06-2021	wtfucci-hyd-a1h5-f11-r7-c5_S224_	273988	0.196614	0.004935798	0.122027713	29	0.142857143	0.51968	100	0
24-06-2021	wtfucci-hyd-mn-f01-r1-c1_S1_	169734	0.181837	0.003158414	0.097987062	20	0.1875	0.51355	148	0
24-06-2021	wtfucci-hyd-mn-f01-r1-c3_S2_	250772	0.229507	0.004594093	0.088387624	28	0.114285714	0.512558	145	0.0155
24-06-2021	wtfucci-hyd-mn-f01-r1-c5_S3_	426298	0.230824	0.007624566	0.07021956	51	0.15	0.485165	151	0.9844
24-06-2021	wtfucci-hyd-mn-f01-r1-c7_S4_	256914	0.197669	0.004801536	0.07294946	30	0.176470588	0.509735	151	0.5282
24-06-2021	wtfucci-hyd-mn-f01-r2-c2_S5_	159718	0.229505	0.002846198	0.09347237	17	0.035714286	0.523276	147	0
24-06-2021	wtfucci-hyd-mn-f01-r2-c4_S6_	436142	0.236519	0.007698847	0.099276912	49	0.2	0.505986	139	2.00E-04
24-06-2021	wtfucci-hyd-mn-f01-r2-c6_S7_	301696	0.26125	0.005144683	0.072826642	31	0.102564103	0.520441	148	0.7388
24-06-2021	wtfucci-hyd-mn-f01-r3-c1_S8_	542272	0.195238	0.010106332	0.094585678	62	0.510638298	0.514413	145	0.3328
24-06-2021	wtfucci-hyd-mn-f01-r3-c3_S9_	383226	0.219207	0.006864672	0.082524119	47	0.179487179	0.4831	145	0.8599
24-06-2021	wtfucci-hyd-mn-f01-r3-c5_S10_	392196	0.249125	0.006688365	0.080922702	44	0.102564103	0.496271	138	0.8135
24-06-2021	wtfucci-hyd-mn-f01-r3-c7_S11_	228242	0.235846	0.004020761	0.078589444	24	0.121212121	0.521922	148	0.0859
24-06-2021	wtfucci-hyd-mn-f01-r4-c4_S13_	281614	0.254149	0.004806689	0.086866818	30	0.081081081	0.518214	146	0.0678
24-06-2021	wtfucci-hyd-mn-f01-r5-c1_S15_	206590	0.205063	0.00383918	0.099806737	23	0.176470588	0.518748	149	1.00E-04
24-06-2021	wtfucci-hyd-mn-f01-r5-c3_S16_	261364	0.218362	0.004693478	0.091949536	30	0.121212121	0.509606	149	0.0067
24-06-2021	wtfucci-hyd-mn-f01-r5-c5_S17_	293630	0.255301	0.005054481	0.073880439	32	0.166666667	0.510993	152	0.8256
24-06-2021	wtfucci-hyd-mn-f01-r5-c7_S18_	434204	0.233959	0.007498491	0.08261034	51	0.2	0.489914	129	0.9433
24-06-2021	wtfucci-hyd-mn-f01-r6-c2_S19_	310326	0.252502	0.005439526	0.271223815	29	0.358974359	0.521563	151	0
24-06-2021	wtfucci-hyd-mn-f01-r6-c6_S21_	185914	0.180471	0.003557161	0.102921032	21	0.058823529	0.518706	147	0
24-06-2021	wtfucci-hyd-mn-f01-r7-c1_S22_	160758	0.209296	0.00291359	0.084575923	18	0.033333333	0.514303	148	0.001
24-06-2021	wtfucci-hyd-mn-f01-r7-c3_S23_	245194	0.203194	0.004519371	0.101876303	28	0.151515152	0.512671	146	3.00E-04
24-06-2021	wtfucci-hyd-mn-f01-r7-c5_S24_	162774	0.232027	0.002947449	0.053315037	19	0.064516129	0.506862	162	0.7398
24-06-2021	wtfucci-hyd-mn-f02-r1-c1_S26_	458062	0.227022	0.008039132	0.079520427	53	0.142857143	0.501454	137	0.9462
24-06-2021	wtfucci-hyd-mn-f02-r1-c3_S27_	349666	0.257829	0.006027929	0.076572741	38	0.166666667	0.50708	152	0.9022
24-06-2021	wtfucci-hyd-mn-f02-r1-c5_S28_	456758	0.247851	0.007912584	0.095992939	49	0.204545455	0.509603	143	0.0135
24-06-2021	wtfucci-hyd-mn-f02-r1-c7_S29_	269270	0.185799	0.005046312	0.087170013	31	0.088235294	0.517089	144	0.1587
24-06-2021	wtfucci-hyd-mn-f02-r2-c2_S30_	387216	0.30459	0.006209546	0.071791946	38	0.157894737	0.519615	147	0.9696
24-06-2021	wtfucci-hyd-mn-f02-r2-c4_S31_	502190	0.296019	0.008183488	0.079802295	51	0.186046512	0.511967	147	0.9426
24-06-2021	wtfucci-hyd-mn-f02-r2-c6_S32_	339344	0.272526	0.005667975	0.095976121	33	0.128205128	0.53217	152	0.0291
24-06-2021	wtfucci-hyd-mn-f02-r3-c1_S33_	410080	0.2877	0.00672983	0.090078699	42	0.078947368	0.516565	146	0.7222
24-06-2021	wtfucci-hyd-mn-f02-r3-c3_S34_	269616	0.284939	0.004442239	0.092088414	26	0.175	0.529295	146	0.0056
24-06-2021	wtfucci-hyd-mn-f02-r3-c5_S35_	436622	0.338549	0.006693319	0.072593039	40	0.19047619	0.521556	151	0.9635
24-06-2021	wtfucci-hyd-mn-f02-r4-c2_S37_	315356	0.309999	0.005019942	0.081420945	30	0.157894737	0.524992	145	0.3328
24-06-2021	wtfucci-hyd-mn-f02-r4-c4_S38_	372238	0.322476	0.005793399	0.075350353	36	0.157894737	0.518529	148	0.9232
24-06-2021	wtfucci-hyd-mn-f02-r4-c6_S39_	349994	0.307354	0.00556431	0.08029236	34	0.111111111	0.522496	148	0.541
24-06-2021	wtfucci-hyd-mn-f02-r5-c1_S40_	305638	0.273474	0.005124994	0.099481377	30	0.117647059	0.527821	146	1.00E-04
24-06-2021	wtfucci-hyd-mn-f02-r5-c3_S41_	345326	0.340866	0.005194621	0.087151306	31	0.114285714	0.530127	146	0.223
24-06-2021	wtfucci-hyd-mn-f02-r5-c5_S42_	573642	0.323121	0.008750629	0.098662042	58	0.222222222	0.505363	134	0.0066
24-06-2021	wtfucci-hyd-mn-f02-r5-c7_S43_	342330	0.296854	0.005519929	0.083063258	33	0.194444444	0.52747	146	0.5067
24-06-2021	wtfucci-hyd-mn-f02-r6-c2_S44_	363396	0.299029	0.005852489	0.108801526	34	0.2	0.527781	144	2.00E-04
24-06-2021	wtfucci-hyd-mn-f02-r6-c4_S45_	495074	0.315642	0.007852818	0.063664268	50	0.147058824	0.507743	150	0.9971
24-06-2021	wtfucci-hyd-mn-f02-r6-c6_S46_	205582	0.260101	0.003536434	0.085138114	20	0.090909091	0.537662	146	0
24-06-2021	wtfucci-hyd-mn-f02-r7-c1_S47_	275388	0.223786	0.004927407	0.083698373	30	0.138888889	0.521601	148	0.0916
24-06-2021	wtfucci-hyd-mn-f02-r7-c3_S48_	528048	0.299556	0.008316108	0.117977102	53	0.2	0.507931	129	0
24-06-2021	wtfucci-hyd-mn-f02-r7-c5_S49_	394842	0.281642	0.006429299	0.103590472	41	0.15	0.512596	137	0
24-06-2021	wtfucci-hyd-mn-f03-r1-c1_S51_	297080	0.172923	0.005707288	0.078793831	35	0.138888889	0.50816	144	0.8754
24-06-2021	wtfucci-hyd-mn-f03-r1-c3_S52_	925414	0.265049	0.015755535	0.10548248	100	0.235294118	0.50069	131	4.00E-04
24-06-2021	wtfucci-hyd-mn-f03-r1-c5_S53_	391182	0.265217	0.00647818	0.092573857	38	0.189189189	0.533599	139	0.0919
24-06-2021	wtfucci-hyd-mn-f03-r1-c7_S54_	630714	0.212122	0.011523962	0.090444851	74	0.136363636	0.500469	129	0.6568
24-06-2021	wtfucci-hyd-mn-f03-r2-c4_S56_	784200	0.264774	0.013279627	0.078196023	87	0.208333333	0.498584	125	0.9881
24-06-2021	wtfucci-hyd-mn-f03-r2-c6_S57_	637758	0.271037	0.010672825	0.088989802	67	0.204545455	0.514988	137	0.1696
24-06-2021	wtfucci-hyd-mn-f03-r3-c1_S58_	2112236	0.182927	0.041623368	0.066905078	279	0.169014085	0.484049	156	0.9135
24-06-2021	wtfucci-hyd-mn-f03-r3-c3_S59_	345098	0.234565	0.006140742	0.069460606	37	0.170731707	0.516239	152	0.9667
24-06-2021	wtfucci-hyd-mn-f03-r3-c5_S60_	499182	0.266957	0.008400495	0.075283769	54	0.209302326	0.504798	143	0.9896
24-06-2021	wtfucci-hyd-mn-f03-r3-c7_S61_	459286	0.264079	0.007738068	0.087992615	48	0.131578947	0.512544	139	0.775
24-06-2021	wtfucci-hyd-mn-f03-r4-c2_S62_	296068	0.231177	0.005251823	0.078048611	32	0.15625	0.520384	147	0.6761
24-06-2021	wtfucci-hyd-mn-f03-r4-c4_S63_	685380	0.287913	0.011211459	0.101000193	69	0.212765957	0.518893	138	0.0058
24-06-2021	wtfucci-hyd-mn-f03-r4-c6_S64_	593180	0.258532	0.010061151	0.086094766	65	0.238095238	0.506066	133	0.772
24-06-2021	wtfucci-hyd-mn-f03-r5-c3_S66_	1387090	0.274803	0.023422626	0.080101401	146	0.355555556	0.508825	145	0.8348
24-06-2021	wtfucci-hyd-mn-f03-r5-c7_S68_	337886	0.259827	0.005678813	0.085155146	32	0.12195122	0.54088	146	0.0514
24-06-2021	wtfucci-hyd-mn-f03-r6-c2_S69_	304732	0.241635	0.005392663	0.070571666	32	0.15	0.512954	154	0.9755
24-06-2021	wtfucci-hyd-mn-f03-r6-c6_S71_	956762	0.169674	0.018930912	0.054594515	124	0.217391304	0.486034	142	0.9931
24-06-2021	wtfucci-hyd-mn-f03-r7-c1_S72_	264440	0.180616	0.004991728	0.082072241	30	0.2	0.515321	145	0.3431
24-06-2021	wtfucci-hyd-mn-f03-r7-c5_S74_	425118	0.21251	0.007742756	0.081966706	48	0.125	0.515431	140	0.8077
18-01-2021	blm-1-single-f5-r1-c1_S1_	2329974	0.350219	0.036818612	0.016460359	248	0.215686275	0.39	152	NA
18-01-2021	blm-1-single-f5-r1-c2_S2_	1960178	0.336367	0.031610108	0.009668579	212	0.220338983	0.39	152	NA
18-01-2021	blm-1-single-f5-r1-c3_S3_	1184256	0.322483	0.019444728	0.014828305	131	0.177777778	0.4	151	NA
18-01-2021	blm-1-single-f5-r1-c4_S4_	138954	0.267067	0.002387138	0.04418832	16	0.1	0.5	95	NA
18-01-2021	blm-1-single-f5-r1-c5_S5_	146208	0.311857	0.002346871	0.050659765	16	0.103448276	0.5	93	NA
18-01-2021	blm-1-single-f5-r1-c6_S6_	176330	0.323326	0.002796354	0.047788141	19	0.107142857	0.5	93	NA
18-01-2021	blm-1-single-f5-r1-c7_S7_	206124	0.328065	0.003223144	0.061935372	21	0.102564103	0.49	94	NA
18-01-2021	blm-1-single-f5-r2-c1_S8_	1264602	0.305201	0.021244001	0.036581746	154	0.13559322	0.39	150	NA
18-01-2021	blm-1-single-f5-r2-c2_S9_	72050	0.19059	0.00134857	0.094365396	8	0.2	0.5	91	NA
18-01-2021	blm-1-single-f5-r2-c4_S11_	128234	0.27991	0.002147398	0.052431825	14	0.034482759	0.5	94	NA
18-01-2021	blm-1-single-f5-r2-c5_S12_	136318	0.28592	0.002265507	0.069511174	15	0.0625	0.51	93	NA
18-01-2021	blm-1-single-f5-r2-c6_S13_	159480	0.347592	0.002373305	0.111194403	14	0.137931034	0.51	66	NA
18-01-2021	blm-1-single-f5-r3-c1_S15_	677894	0.154962	0.013901966	0.015782299	105	0.166666667	0.4	150	NA
18-01-2021	blm-1-single-f5-r3-c2_S16_	95218	0.258838	0.00161508	0.06470434	11	0.1875	0.5	94	NA
18-01-2021	blm-1-single-f5-r3-c3_S17_	11518	0.051224	0.0002562	0.064116985	1	0.043478261	0.51	94	NA
18-01-2021	blm-1-single-f5-r3-c4_S18_	160324	0.252975	0.00278421	0.088115742	18	0.138888889	0.49	93	NA
18-01-2021	blm-1-single-f5-r3-c5_S19_	405674	0.351918	0.006310745	0.056808446	43	0.184210526	0.48	152	NA
18-01-2021	blm-1-single-f5-r3-c6_S20_	156676	0.328525	0.00243021	0.065256526	16	0.137931034	0.5	91	NA
18-01-2021	blm-1-single-f5-r3-c7_S21_	96026	0.263616	0.001631569	0.071674428	11	0.096774194	0.5	94	NA
18-01-2021	blm-1-single-f5-r4-c1_S22_	227202	0.245649	0.00409357	0.049034859	29	0.03030303	0.48	151	NA
18-01-2021	blm-1-single-f5-r4-c2_S23_	75888	0.22947	0.001333164	0.101850583	8	0.148148148	0.51	91	NA
18-01-2021	blm-1-single-f5-r4-c3_S24_	42882	0.085304	0.000930806	0.043162393	6	0.04	0.49	97	NA
18-01-2021	blm-1-single-f5-r4-c4_S25_	160862	0.310838	0.002571778	0.044590349	17	0.166666667	0.49	91	NA
18-01-2021	blm-1-single-f5-r4-c5_S26_	129994	0.270874	0.002195203	0.09547546	14	0.125	0.5	91	NA
18-01-2021	blm-1-single-f5-r4-c6_S27_	287482	0.286286	0.004891059	0.023756308	33	0.121212121	0.48	152	NA
18-01-2021	blm-1-single-f5-r4-c7_S28_	232988	0.230398	0.004282331	0.032723444	29	0.074074074	0.47	152	NA
18-01-2021	blm-1-single-f5-r5-c2_S30_	149352	0.170014	0.002951154	0.039655631	20	0.064516129	0.47	152	NA
18-01-2021	blm-1-single-f5-r5-c3_S31_	210272	0.16627	0.004248664	0.018007029	28	0.090909091	0.46	157	NA
18-01-2021	blm-1-single-f5-r5-c4_S32_	56458	0.173793	0.001091417	0.069711538	7	0.041666667	0.5	92	NA
18-01-2021	blm-1-single-f5-r5-c5_S33_	241158	0.318455	0.003856666	0.03876958	26	0.1	0.49	93	NA
18-01-2021	blm-1-single-f5-r5-c6_S34_	189062	0.186817	0.003696235	0.021988396	25	0.131578947	0.48	157	NA
18-01-2021	blm-1-single-f5-r5-c7_S35_	152996	0.27019	0.002601064	0.043219961	17	0.088235294	0.49	94	NA
18-01-2021	blm-1-single-f5-r6-c1_S36_	389442	0.299074	0.006582246	0.019991228	44	0.186046512	0.47	153	NA
18-01-2021	blm-1-single-f5-r6-c2_S37_	143518	0.301244	0.002338486	0.059148913	16	0.0625	0.49	94	NA
18-01-2021	blm-1-single-f5-r6-c3_S38_	255970	0.339329	0.003979449	0.036482102	26	0.026315789	0.48	95	NA
18-01-2021	blm-1-single-f5-r6-c4_S39_	270556	0.226652	0.005043152	0.019323843	35	0.090909091	0.45	157	NA
18-01-2021	blm-1-single-f5-r6-c5_S40_	479172	0.300548	0.008088165	0.011723357	56	0.184210526	0.46	156	NA
18-01-2021	blm-1-single-f5-r6-c6_S41_	86654	0.088398	0.001896278	0.060573008	12	0.071428571	0.46	152	NA
18-01-2021	blm-1-single-f5-r6-c7_S42_	213436	0.303163	0.003477973	0.046041681	23	0.037037037	0.49	94	NA
18-01-2021	blm-1-single-f5-r7-c1_S43_	143958	0.27433	0.002425011	0.053086213	16	0.129032258	0.49	95	NA
18-01-2021	blm-1-single-f5-r7-c2_S44_	214898	0.327002	0.003411569	0.035569711	22	0.090909091	0.48	97	NA
18-01-2021	blm-1-single-f5-r7-c3_S45_	169632	0.22102	0.003135552	0.029864312	21	0.038461538	0.47	152	NA
18-01-2021	blm-1-single-f5-r7-c4_S46_	157158	0.329325	0.002456777	0.067728538	16	0.0625	0.5	92	NA
18-01-2021	blm-1-single-f5-r7-c5_S47_	100262	0.280605	0.001657031	0.059297311	11	0.103448276	0.5	90	NA
18-01-2021	blm-1-single-f5-r7-c6_S48_	131036	0.340319	0.001968678	0.095874126	12	0.129032258	0.52	90	NA
18-01-2021	blm-1-single-f6-r1-c1_S50_	1109716	0.189564	0.021862626	0.011900467	151	0.14	0.39	151	NA
18-01-2021	blm-1-single-f6-r1-c2_S51_	95694	0.189354	0.001829005	0.043761726	12	0.068965517	0.49	94	NA
18-01-2021	blm-1-single-f6-r1-c3_S52_	38270	0.122132	0.000780017	0.051700047	5	0.038461538	0.51	93	NA
18-01-2021	blm-1-single-f6-r1-c4_S53_	109640	0.160306	0.002192354	0.113434248	14	0.2	0.48	95	NA
18-01-2021	blm-1-single-f6-r1-c5_S54_	137910	0.212211	0.002558163	0.034858597	17	0.166666667	0.49	95	NA
18-01-2021	blm-1-single-f6-r1-c6_S55_	104784	0.155501	0.002093558	0.025178784	14	0.103448276	0.49	153	NA
18-01-2021	blm-1-single-f6-r1-c7_S56_	78528	0.120798	0.001639844	0.095347943	11	0.193548387	0.47	149	NA
18-01-2021	blm-1-single-f6-r2-c1_S57_	529790	0.098699	0.011508839	0.037445691	91	0.145833333	0.4	151	NA
18-01-2021	blm-1-single-f6-r2-c2_S58_	35150	0.113286	0.000723161	0.044086022	5	0.08	0.5	95	NA
18-01-2021	blm-1-single-f6-r2-c3_S59_	56308	0.172586	0.001071986	0.072174009	7	0.115384615	0.51	91	NA
18-01-2021	blm-1-single-f6-r2-c4_S60_	70534	0.186974	0.00131333	0.062381674	9	0.133333333	0.5	93	NA
18-01-2021	blm-1-single-f6-r2-c5_S61_	64246	0.202876	0.001168384	0.06486673	7	0.041666667	0.5	66	NA
18-01-2021	blm-1-single-f6-r2-c6_S62_	74374	0.134187	0.001500659	0.052923194	10	0.09375	0.49	95	NA
18-01-2021	blm-1-single-f6-r2-c7_S63_	46792	0.121516	0.000953442	0.038479018	6	0.111111111	0.48	95	NA
18-01-2021	blm-1-single-f6-r3-c1_S64_	28868	0.116946	0.000582371	0.059859155	4	0.12	0.5	95	NA
18-01-2021	blm-1-single-f6-r3-c2_S65_	29164	0.067618	0.00063216	0.051863857	4	0.083333333	0.49	94	NA
18-01-2021	blm-1-single-f6-r3-c3_S66_	5562	0.022294	0.000129223	0.037154989	1	0.043478261	0.47	150	NA
18-01-2021	blm-1-single-f6-r3-c4_S67_	61772	0.134851	0.001261057	0.071669019	7	0.107142857	0.51	93	NA
18-01-2021	blm-1-single-f6-r3-c5_S68_	236984	0.233906	0.00436277	0.030953885	28	0.151515152	0.47	152	NA
18-01-2021	blm-1-single-f6-r3-c6_S69_	100168	0.245148	0.00176532	0.046354297	11	0.121212121	0.5	93	NA
18-01-2021	blm-1-single-f6-r3-c7_S70_	26406	0.120276	0.000523191	0.090069284	3	0.172413793	0.5	68	NA
18-01-2021	blm-1-single-f6-r4-c1_S71_	73438	0.181949	0.001378684	0.063038045	9	0.125	0.49	92	NA
18-01-2021	blm-1-single-f6-r4-c2_S72_	47172	0.153226	0.000913068	0.073819349	6	0.259259259	0.51	91	NA
18-01-2021	blm-1-single-f6-r4-c3_S73_	34056	0.117689	0.00068067	0.088259784	4	0.192307692	0.5	91	NA
18-01-2021	blm-1-single-f6-r4-c4_S74_	104508	0.1606	0.00205857	0.058758444	13	0.125	0.49	95	NA
18-01-2021	blm-1-single-f6-r4-c5_S75_	91544	0.194966	0.001745625	0.040770258	11	0.068965517	0.49	96	NA
18-01-2021	blm-1-single-f6-r4-c7_S77_	49626	0.093943	0.001053814	0.032390621	7	0.115384615	0.48	97	NA
18-01-2021	blm-1-single-f6-r5-c2_S79_	38350	0.092308	0.000804496	0.133400538	5	0.153846154	0.48	95	NA
18-01-2021	blm-1-single-f6-r5-c3_S80_	135452	0.227579	0.002459499	0.036527184	16	0.088235294	0.49	96	NA
18-01-2021	blm-1-single-f6-r5-c4_S81_	92388	0.217236	0.001682366	0.043041214	11	0.133333333	0.5	94	NA
18-01-2021	blm-1-single-f6-r5-c5_S82_	101332	0.214858	0.001865719	0.061560678	12	0.129032258	0.51	95	NA
18-01-2021	blm-1-single-f6-r5-c6_S83_	24446	0.114865	0.000494203	0.083163116	3	0.153846154	0.52	92	NA
18-01-2021	blm-1-single-f6-r5-c7_S84_	135108	0.161574	0.002670993	0.060933688	18	0.129032258	0.48	94	NA
18-01-2021	blm-1-single-f6-r6-c1_S85_	42958	0.125751	0.000870457	0.042249731	5	0.125	0.49	93	NA
18-01-2021	blm-1-single-f6-r6-c2_S86_	36420	0.134596	0.000725909	0.086863997	4	0.125	0.51	91	NA
18-01-2021	blm-1-single-f6-r6-c3_S87_	84214	0.233358	0.001493333	0.048116699	10	0.12	0.49	95	NA
18-01-2021	blm-1-single-f6-r6-c4_S88_	518710	0.116597	0.011138887	0.012173689	77	0.170212766	0.39	152	NA
18-01-2021	blm-1-single-f6-r6-c5_S89_	41746	0.123078	0.000839648	0.084311303	5	0.083333333	0.5	90	NA
18-01-2021	blm-1-single-f6-r6-c6_S90_	7686	0.054385	0.000167156	0.0525	1	0.173913043	0.5	95	NA
18-01-2021	blm-1-single-f6-r6-c7_S91_	112438	0.215016	0.00208182	0.032621331	14	0.111111111	0.48	93	NA
18-01-2021	blm-1-single-f6-r7-c1_S92_	133004	0.151153	0.002707759	0.017542178	18	0.090909091	0.46	153	NA
18-01-2021	blm-1-single-f6-r7-c3_S94_	95918	0.187911	0.001813256	0.036420322	12	0.071428571	0.48	95	NA
18-01-2021	blm-1-single-f6-r7-c4_S95_	65262	0.111121	0.001371746	0.027040195	9	0.035714286	0.49	95	NA
18-01-2021	blm-1-single-f6-r7-c5_S96_	28548	0.120989	0.000571995	0.061847225	3	0.115384615	0.52	90	NA
18-01-2021	blm-1-single-f6-r7-c6_S97_	79154	0.23928	0.001411179	0.037945671	9	0.037037037	0.5	93	NA
18-01-2021	blm-1-single-f7-r1-c1_S99_	1021958	0.187231	0.020147645	0.01015093	139	0.178571429	0.4	152	NA
18-01-2021	blm-1-single-f7-r1-c2_S100_	84202	0.190874	0.00158259	0.047423246	11	0.071428571	0.5	93	NA
18-01-2021	blm-1-single-f7-r1-c3_S101_	10316	0.148895	0.000184431	0.226027397	1	0.166666667	0.55	63	NA
18-01-2021	blm-1-single-f7-r1-c4_S102_	115204	0.22251	0.002097038	0.056330304	14	0.107142857	0.5	92	NA
18-01-2021	blm-1-single-f7-r1-c5_S103_	107904	0.174915	0.002100168	0.042672983	14	0.038461538	0.48	95	NA
18-01-2021	blm-1-single-f7-r1-c6_S104_	69542	0.166662	0.001344516	0.060130719	8	0.233333333	0.49	94	NA
18-01-2021	blm-1-single-f7-r1-c7_S105_	82042	0.196509	0.001531777	0.045363059	10	0.04	0.49	92	NA
18-01-2021	blm-1-single-f7-r2-c1_S106_	82190	0.132328	0.001661382	0.098557274	11	0.28125	0.5	91	NA
18-01-2021	blm-1-single-f7-r2-c2_S107_	68006	0.119195	0.001418932	0.028991139	10	0.076923077	0.49	155	NA
18-01-2021	blm-1-single-f7-r2-c3_S108_	140726	0.146156	0.00287717	0.019908815	19	0.15625	0.46	153	NA
18-01-2021	blm-1-single-f7-r2-c4_S109_	47372	0.141012	0.000928303	0.058542852	6	0.076923077	0.5	92	NA
18-01-2021	blm-1-single-f7-r2-c5_S110_	120282	0.191018	0.002284796	0.062288851	15	0.071428571	0.49	94	NA
18-01-2021	blm-1-single-f7-r2-c6_S111_	311508	0.17805	0.006215756	0.019363123	43	0.133333333	0.41	163	NA
18-01-2021	blm-1-single-f7-r2-c7_S112_	67940	0.156462	0.001323533	0.061018847	9	0.103448276	0.49	92	NA
18-01-2021	blm-1-single-f7-r3-c2_S114_	6158	0.023059	0.000134176	0.043439716	1	0	0.46	152	NA
18-01-2021	blm-1-single-f7-r3-c3_S115_	8650	0.02659	0.00019917	0.045828437	1	0.043478261	0.48	96	NA
18-01-2021	blm-1-single-f7-r3-c4_S116_	183456	0.178103	0.003616686	0.020437793	24	0.071428571	0.48	152	NA
18-01-2021	blm-1-single-f7-r3-c5_S117_	101418	0.186752	0.001928342	0.042171629	13	0.125	0.48	92	NA
18-01-2021	blm-1-single-f7-r3-c7_S119_	56536	0.136762	0.001134191	0.043396969	7	0.08	0.49	95	NA
18-01-2021	blm-1-single-f7-r4-c1_S120_	47114	0.136647	0.00093513	0.057839858	6	0.206896552	0.5	92	NA
18-01-2021	blm-1-single-f7-r4-c2_S121_	59108	0.114638	0.001217653	0.040464044	8	0.142857143	0.48	94	NA
18-01-2021	blm-1-single-f7-r4-c3_S122_	821430	0.152337	0.016896674	0.013200576	115	0.153846154	0.39	151	NA
18-01-2021	blm-1-single-f7-r4-c4_S123_	279324	0.219029	0.005248796	0.018360505	35	0.1	0.48	153	NA
18-01-2021	blm-1-single-f7-r4-c5_S124_	194496	0.197629	0.003731343	0.018283345	25	0.064516129	0.48	151	NA
18-01-2021	blm-1-single-f7-r4-c6_S125_	167022	0.215109	0.00312524	0.13819642	20	0.189189189	0.49	153	NA
18-01-2021	blm-1-single-f7-r4-c7_S126_	37398	0.114231	0.000766759	0.061171797	4	0.178571429	0.5	94	NA
18-01-2021	blm-1-single-f7-r5-c2_S128_	551078	0.132322	0.011581857	0.014344771	80	0.1875	0.39	150	NA
18-01-2021	blm-1-single-f7-r5-c3_S129_	88302	0.199928	0.001652019	0.071914072	11	0.076923077	0.51	93	NA
18-01-2021	blm-1-single-f7-r5-c4_S130_	142344	0.116127	0.002986912	0.05587824	20	0.486486486	0.49	150	NA
18-01-2021	blm-1-single-f7-r5-c5_S131_	717178	0.163828	0.014561084	0.013781058	102	0.098039216	0.39	153	NA
18-01-2021	blm-1-single-f7-r5-c6_S132_	90074	0.138997	0.001849087	0.024101084	12	0.035714286	0.48	155	NA
18-01-2021	blm-1-single-f7-r5-c7_S133_	716392	0.20149	0.013905809	0.018610156	109	0.071428571	0.39	153	NA
18-01-2021	blm-1-single-f7-r6-c1_S134_	527828	0.179001	0.010499819	0.036059927	72	0.214285714	0.39	150	NA
18-01-2021	blm-1-single-f7-r6-c2_S135_	429896	0.245041	0.007852103	0.019556755	52	0.146341463	0.39	150	NA
18-01-2021	blm-1-single-f7-r6-c3_S136_	1346460	0.234222	0.025047625	0.013402095	171	0.178571429	0.4	150	NA
18-01-2021	blm-1-single-f7-r6-c4_S137_	679806	0.139084	0.014231898	0.01916545	97	0.181818182	0.39	152	NA
18-01-2021	blm-1-single-f7-r6-c6_S139_	29660	0.113419	0.000617373	0.09315376	3	0.16	0.49	96	NA
18-01-2021	blm-1-single-f7-r6-c7_S140_	148150	0.191549	0.00289476	0.015694565	19	0.103448276	0.41	153	NA
18-01-2021	blm-1-single-f7-r7-c1_S141_	606574	0.177281	0.01210772	0.015881516	90	0.166666667	0.38	151	NA
