Date	Library	Reads	Duplication_rate	Coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Quality_AS
19-08-2020	blm-1-single-c5-w32-3d6_S132_	1438976	0.203153	0.027747334	0.11542192	184	0.612244898	0.49	147	NA
19-08-2020	blm-1-single-c5-w33-3d6_S133_	272422	0.161037	0.00545198	0.187878127	29	0.342105263	0.51	148	NA
19-08-2020	blm-1-single-c5-w34-3d6_S134_	365352	0.156791	0.007366597	0.020465941	47	0.111111111	0.5	147	NA
19-08-2020	blm-1-single-c5-w35-3d6_S135_	266402	0.174571	0.005229421	0.09405381	30	0.195121951	0.5	148	NA
19-08-2020	blm-1-single-c5-w36-3d6_S136_	636220	0.155616	0.012908122	0.016022754	83	0.102040816	0.49	147	NA
19-08-2020	blm-1-single-c5-w38-3d6_S138_	184830	0.12868	0.003829175	0.024260311	25	0	0.5	147	NA
19-08-2020	blm-1-single-c5-w39-3d6_S139_	264024	0.147418	0.005364163	0.077904406	33	0.175	0.5	147	NA
19-08-2020	blm-1-single-c5-w4-3d6_S104_	205838	0.141334	0.004191386	0.060152074	25	0.157894737	0.5	147	NA
19-08-2020	blm-1-single-c5-w40-3d6_S140_	286672	0.169427	0.005645495	0.17189729	32	0.282051282	0.51	147	NA
19-08-2020	blm-1-single-c5-w41-3d6_S141_	142448	0.121167	0.002980119	0.025256511	18	0.068965517	0.5	147	NA
19-08-2020	blm-1-single-c5-w42-3d6_S142_	472244	0.153247	0.009589928	0.016306534	62	0.196078431	0.5	147	NA
19-08-2020	blm-1-single-c5-w43-3d6_S143_	342436	0.13974	0.007114504	0.027145812	44	0.127659574	0.5	146	NA
19-08-2020	blm-1-single-c5-w44-3d6_S144_	275466	0.159918	0.00555236	0	35	1	0.49	149	NA
19-08-2020	blm-1-single-c5-w45-3d6_S145_	382926	0.135164	0.007979871	0.022009883	51	0.138888889	0.49	148	NA
19-08-2020	blm-1-single-c5-w47-3d6_S147_	146862	0.131797	0.003009227	0.032864419	19	0.2	0.5	147	NA
19-08-2020	blm-1-single-c5-w5-3d6_S105_	218570	0.155758	0.004365678	0.022447607	28	0.088235294	0.51	147	NA
19-08-2020	blm-1-single-c5-w6-3d6_S106_	248500	0.171284	0.004862064	0.030908413	31	0.03030303	0.5	147	NA
19-08-2020	blm-1-single-c5-w7-3d6_S107_	970442	0.184677	0.019088669	0.01407378	128	0.204081633	0.48	147	NA
19-08-2020	blm-1-single-c5-w9-3d6_S109_	210176	0.161769	0.004170991	0.043402272	27	0.054054054	0.51	147	NA
19-08-2020	blm-1-single-c9-w14-3d6_S310_	328764	0.20484	0.006215228	0.115736956	37	0.195652174	0.49	148	NA
19-08-2020	blm-1-single-c9-w16-3d6_S312_	543622	0.191493	0.010621097	0.091714435	58	0.416666667	0.5	147	NA
19-08-2020	blm-1-single-c9-w18-3d6_S314_	500592	0.23608	0.009211592	0.177158999	56	0.62	0.5	147	NA
19-08-2020	blm-1-single-c9-w19-3d6_S315_	272304	0.207349	0.00515549	0.023386563	32	0.128205128	0.5	147	NA
19-08-2020	blm-1-single-c9-w21-3d6_S317_	152418	0.159627	0.003059181	0.030941506	19	0.09375	0.51	148	NA
19-08-2020	blm-1-single-c9-w24-3d6_S320_	240102	0.176633	0.004731319	0.020690216	30	0.068965517	0.5	147	NA
19-08-2020	blm-1-single-c9-w29-3d6_S325_	161310	0.121406	0.003387576	0.080745342	20	0.222222222	0.5	148	NA
19-08-2020	blm-1-single-c9-w30-3d6_S326_	87800	0.117494	0.001856969	0.029058116	12	0.103448276	0.5	147	NA
19-08-2020	blm-1-single-c9-w32-3d6_S328_	144490	0.131829	0.003016212	0.261376419	17	0.243243243	0.5	147	NA
19-08-2020	blm-1-single-c9-w35-3d6_S331_	217828	0.175395	0.004298938	0.032120982	26	0.058823529	0.51	147	NA
19-08-2020	blm-1-single-c9-w36-3d6_S332_	909696	0.212895	0.017264607	0	93	0.958333333	0.5	147	NA
19-08-2020	blm-1-single-c9-w43-3d6_S339_	169508	0.105517	0.003610656	0.0416	24	0.085714286	0.49	147	NA
19-08-2020	blm-1-single-c9-w46-3d6_S342_	174866	0.124301	0.003675848	0.028546987	23	0.048780488	0.51	147	NA
19-08-2020	blm-1-single-c9-w6-3d6_S302_	231016	0.17778	0.004560062	0.018198643	29	0.0625	0.5	148	NA
19-08-2020	blm-recq5-1-negctrl-c7-w25-3d6_S223_	NA	NA	NA	NA	NA	NA	NA	NA	NA
19-08-2020	blm-recq5-1-single-c11-w1-3d6_S395_	100588	0.111902	0.002160322	0.014539482	14	0.085714286	0.46	151	NA
19-08-2020	blm-recq5-1-single-c11-w10-3d6_S404_	25418	0.131088	0.000528413	0.062111801	3	0.192307692	0.48	163	NA
19-08-2020	blm-recq5-1-single-c11-w11-3d6_S405_	484792	0.142292	0.010130844	0.010476869	67	0.111111111	0.45	149	NA
19-08-2020	blm-recq5-1-single-c11-w18-3d6_S412_	514666	0.162451	0.010496856	0.010038096	71	0.1875	0.46	152	NA
19-08-2020	blm-recq5-1-single-c11-w22-3d6_S416_	104202	0.145276	0.002149568	0.012707843	14	0.085714286	0.49	150	NA
19-08-2020	blm-recq5-1-single-c11-w28-3d6_S422_	82156	0.132528	0.001719025	0.016263321	11	0.033333333	0.48	154	NA
19-08-2020	blm-recq5-1-single-c11-w33-3d6_S427_	143980	0.164273	0.002910986	0.013625907	19	0.128205128	0.48	161	NA
19-08-2020	blm-recq5-1-single-c11-w34-3d6_S428_	157318	0.167838	0.003151565	0.013844581	20	0.09375	0.49	151	NA
19-08-2020	blm-recq5-1-single-c11-w38-3d6_S432_	129456	0.140588	0.002682841	0.148661319	16	0.125	0.5	152	NA
19-08-2020	blm-recq5-1-single-c11-w44-3d6_S438_	73580	0.117043	0.001569795	0.019102686	10	0	0.49	154	NA
19-08-2020	blm-recq5-1-single-c11-w8-3d6_S402_	145156	0.131073	0.003030688	0.31598513	17	0.448275862	0.51	148	NA
19-08-2020	blm-recq5-1-single-c11-w9-3d6_S403_	171928	0.1452	0.003563854	0.03611286	23	0.076923077	0.48	155	NA
19-08-2020	blm-recq5-1-single-c3-w1-3d6_S51_	39700	0.033552	0.000933287	0.014339871	6	0.08	0.47	156	NA
19-08-2020	blm-recq5-1-single-c3-w11-3d6_S56_	62616	0.037466	0.001464308	0.03408426	9	0.181818182	0.48	150	NA
19-08-2020	blm-recq5-1-single-c3-w13-3d6_S57_	51596	0.036476	0.001208199	0.10692395	7	0.25	0.44	158	NA
19-08-2020	blm-recq5-1-single-c3-w15-3d6_S58_	30790	0.032803	0.000724504	0.023706897	5	0.083333333	0.42	154	NA
19-08-2020	blm-recq5-1-single-c3-w17-3d6_S59_	11854	0.028851	0.00027969	0.021428571	2	0.041666667	0.46	151	NA
19-08-2020	blm-recq5-1-single-c3-w19-3d6_S60_	168384	0.042439	0.003921373	0.018827839	26	0.029411765	0.48	149	NA
19-08-2020	blm-recq5-1-single-c3-w21-3d6_S61_	25658	0.038351	0.00059587	0.163758389	3	0.2	0.49	150	NA
19-08-2020	blm-recq5-1-single-c3-w23-3d6_S62_	11054	0.034558	0.000257186	0.028421513	1	0.041666667	0.49	155	NA
19-08-2020	blm-recq5-1-single-c3-w27-3d6_S64_	14658	0.041343	0.000339812	0.033083645	2	0.04	0.47	154	NA
19-08-2020	blm-recq5-1-single-c3-w3-3d6_S52_	27556	0.034693	0.000644901	0.099734043	4	0.148148148	0.48	154	NA
19-08-2020	blm-recq5-1-single-c3-w33-3d6_S67_	69704	0.030988	0.001637502	0.017958098	11	0.133333333	0.48	148	NA
19-08-2020	blm-recq5-1-single-c3-w35-3d6_S68_	21372	0.037245	0.000494266	0.039944904	3	0.16	0.5	147	NA
19-08-2020	blm-recq5-1-single-c3-w37-3d6_S69_	17562	0.037126	0.00040918	0	2	0.125	0.51	152	NA
19-08-2020	blm-recq5-1-single-c3-w39-3d6_S70_	39916	0.031316	0.000941068	0.027616775	6	0.111111111	0.4	152	NA
19-08-2020	blm-recq5-1-single-c3-w41-3d6_S71_	21266	0.028684	0.000501614	0.073359073	3	0.083333333	0.43	155	NA
19-08-2020	blm-recq5-1-single-c3-w43-3d6_S72_	12028	0.041071	0.000277096	0.031268791	2	0	0.49	150	NA
19-08-2020	blm-recq5-1-single-c3-w45-3d6_S73_	10674	0.034664	0.000248513	0.082720588	1	0.04	0.51	149	NA
19-08-2020	blm-recq5-1-single-c3-w47-3d6_S74_	7152	0.041107	0.000164442	0.028037383	1	0.086956522	0.49	149	NA
19-08-2020	blm-recq5-1-single-c3-w49-3d6_S75_	18704	0.041916	0.000433014	0.030961434	3	0.08	0.48	160	NA
19-08-2020	blm-recq5-1-single-c3-w5-3d6_S53_	NA	NA	NA	NA	NA	NA	NA	NA	NA
19-08-2020	blm-recq5-1-single-c3-w7-3d6_S54_	51762	0.039179	0.00120612	0.020132165	8	0	0.47	152	NA
19-08-2020	blm-recq5-1-single-c3-w9-3d6_S55_	86476	0.035131	0.002029241	0.022864416	13	0.03125	0.46	152	NA
19-08-2020	blm-recq5-1-single-c7-w1-3d6_S199_	62252	0.070809	0.001403832	0.084824387	8	0.074074074	0.47	150	NA
19-08-2020	blm-recq5-1-single-c7-w10-3d6_S208_	131576	0.07208	0.002967778	0.01295306	20	0.1	0.49	152	NA
19-08-2020	blm-recq5-1-single-c7-w11-3d6_S209_	79526	0.092875	0.001739538	0.012703516	11	0.037037037	0.5	151	NA
19-08-2020	blm-recq5-1-single-c7-w12-3d6_S210_	59042	0.101995	0.001276919	0.02563407	9	0.115384615	0.5	153	NA
19-08-2020	blm-recq5-1-single-c7-w13-3d6_S211_	70188	0.085285	0.001548824	0.013738795	10	0.074074074	0.47	152	NA
19-08-2020	blm-recq5-1-single-c7-w14-3d6_S212_	411514	0.103117	0.008975112	0.012048333	59	0.153846154	0.47	151	NA
19-08-2020	blm-recq5-1-single-c7-w15-3d6_S213_	62194	0.098627	0.001356505	0.283891547	8	0.193548387	0.48	159	NA
19-08-2020	blm-recq5-1-single-c7-w16-3d6_S214_	18484	0.086994	0.000408385	0.037198391	2	0.115384615	0.46	166	NA
19-08-2020	blm-recq5-1-single-c7-w17-3d6_S215_	62826	0.064336	0.001426635	0.178810409	9	0.21875	0.47	153	NA
19-08-2020	blm-recq5-1-single-c7-w18-3d6_S216_	85894	0.105921	0.001854969	0.328525641	11	0.24137931	0.48	155	NA
19-08-2020	blm-recq5-1-single-c7-w19-3d6_S217_	96396	0.099755	0.002093963	0.01556739	14	0.068965517	0.49	151	NA
19-08-2020	blm-recq5-1-single-c7-w2-3d6_S200_	40296	0.08378	0.000890055	0.019299232	6	0.041666667	0.49	153	NA
19-08-2020	blm-recq5-1-single-c7-w20-3d6_S218_	78928	0.087041	0.001738335	0.017063806	11	0.166666667	0.49	152	NA
19-08-2020	blm-recq5-1-single-c7-w21-3d6_S219_	55290	0.093362	0.001205916	0.016872603	8	0.153846154	0.48	150	NA
19-08-2020	blm-recq5-1-single-c7-w22-3d6_S220_	113366	0.091191	0.002498288	0.023992371	16	0.066666667	0.5	149	NA
19-08-2020	blm-recq5-1-single-c7-w23-3d6_S221_	82450	0.082207	0.001835701	0.029342081	12	0.103448276	0.48	151	NA
19-08-2020	blm-recq5-1-single-c7-w24-3d6_S222_	43088	0.081554	0.000952578	0.043363499	6	0.142857143	0.48	152	NA
19-08-2020	blm-recq5-1-single-c7-w26-3d6_S224_	54164	0.047448	0.001255984	0.089253188	8	0.12	0.48	156	NA
19-08-2020	blm-recq5-1-single-c7-w27-3d6_S225_	95344	0.102576	0.002064535	0.237554026	12	0.212121212	0.48	152	NA
19-08-2020	blm-recq5-1-single-c7-w28-3d6_S226_	114684	0.084964	0.002537189	0.019608839	16	0.078947368	0.49	150	NA
19-08-2020	blm-recq5-1-single-c7-w29-3d6_S227_	15008	0.064765	0.000338222	0.07286288	2	0.086956522	0.49	159	NA
19-08-2020	blm-recq5-1-single-c7-w3-3d6_S201_	27162	0.080406	0.000604437	0.018727981	4	0.083333333	0.45	164	NA
19-08-2020	blm-recq5-1-single-c7-w31-3d6_S229_	83836	0.098144	0.001811117	0.022766256	11	0.034482759	0.5	148	NA
19-08-2020	blm-recq5-1-single-c7-w32-3d6_S230_	57500	0.085113	0.001270536	0.017679807	8	0.107142857	0.47	151	NA
19-08-2020	blm-recq5-1-single-c7-w33-3d6_S231_	204366	0.0852	0.00453554	0.016373441	30	0.083333333	0.47	149	NA
19-08-2020	blm-recq5-1-single-c7-w34-3d6_S232_	179680	0.086509	0.003987572	0.017838692	26	0.054054054	0.48	149	NA
19-08-2020	blm-recq5-1-single-c7-w35-3d6_S233_	81208	0.113585	0.001732411	0.199650611	10	0.236842105	0.49	151	NA
19-08-2020	blm-recq5-1-single-c7-w36-3d6_S234_	31422	0.083317	0.000696338	0.042089985	4	0.153846154	0.5	162	NA
19-08-2020	blm-recq5-1-single-c7-w37-3d6_S235_	44722	0.080542	0.000990475	0.028776978	6	0.153846154	0.49	151	NA
19-08-2020	blm-recq5-1-single-c7-w38-3d6_S236_	52552	0.078208	0.001167413	0.017378498	7	0.083333333	0.47	151	NA
19-08-2020	blm-recq5-1-single-c7-w39-3d6_S237_	78836	0.08387	0.001745444	0.011266283	11	0.172413793	0.49	150	NA
19-08-2020	blm-recq5-1-single-c7-w4-3d6_S202_	28408	0.070191	0.000637922	0.035050676	4	0	0.47	156	NA
19-08-2020	blm-recq5-1-single-c7-w40-3d6_S238_	64356	0.097396	0.001405171	0.014209591	9	0.076923077	0.46	153	NA
19-08-2020	blm-recq5-1-single-c7-w41-3d6_S239_	28936	0.071952	0.000643751	0.044025157	4	0.333333333	0.5	150	NA
19-08-2020	blm-recq5-1-single-c7-w42-3d6_S240_	65952	0.107199	0.001415276	0.023452636	9	0.038461538	0.5	151	NA
19-08-2020	blm-recq5-1-single-c7-w43-3d6_S241_	2868	0.04463	6.60E-05	0.052884615	0	0.086956522	0.47	159	NA
19-08-2020	blm-recq5-1-single-c7-w44-3d6_S242_	16370	0.067074	0.000368029	0.026536313	2	0.2	0.48	152	NA
19-08-2020	blm-recq5-1-single-c7-w45-3d6_S243_	29212	0.067712	0.000654497	0.025303382	4	0.12	0.48	149	NA
19-08-2020	blm-recq5-1-single-c7-w47-3d6_S245_	63706	0.085141	0.001398305	0.040248125	9	0.115384615	0.5	151	NA
19-08-2020	blm-recq5-1-single-c7-w48-3d6_S246_	145942	0.087733	0.003235453	0.015634824	22	0	0.48	152	NA
19-08-2020	blm-recq5-1-single-c7-w49-3d6_S247_	48122	0.100453	0.001043274	0.013156214	7	0.185185185	0.49	152	NA
19-08-2020	blm-recq5-1-single-c7-w5-3d6_S203_	42180	0.068089	0.000946147	0.027913234	6	0.142857143	0.5	151	NA
19-08-2020	blm-recq5-1-single-c7-w6-3d6_S204_	41202	0.08019	0.000916505	0.027032066	6	0.107142857	0.48	153	NA
19-08-2020	blm-recq5-1-single-c7-w7-3d6_S205_	77256	0.095993	0.001685215	0.256702711	10	0.263157895	0.5	150	NA
19-08-2020	blm-recq5-1-single-c7-w9-3d6_S207_	60030	0.082925	0.001326903	0.022606925	8	0.133333333	0.5	154	NA
19-08-2020	blm-recq5-2-negctrl-c4-w25-3d6_S88_	NA	NA	NA	NA	NA	NA	NA	NA	NA
19-08-2020	blm-recq5-2-single-c12-w1-3d6_S444_	30686	0.069413	0.0006864	0.123367199	4	0.3	0.51	149	NA
19-08-2020	blm-recq5-2-single-c12-w10-3d6_S453_	302696	0.090487	0.006682551	0.11228935	41	0.263157895	0.49	147	NA
19-08-2020	blm-recq5-2-single-c12-w11-3d6_S454_	270486	0.110586	0.005832083	0.189305878	31	0.375	0.5	148	NA
19-08-2020	blm-recq5-2-single-c12-w13-3d6_S456_	33478	0.09206	0.000717877	0.026393929	5	0.041666667	0.51	147	NA
19-08-2020	blm-recq5-2-single-c12-w14-3d6_S457_	83296	0.101013	0.001802422	0.139487179	11	0.178571429	0.48	151	NA
19-08-2020	blm-recq5-2-single-c12-w15-3d6_S458_	51296	0.103439	0.001091795	0.021522862	7	0.083333333	0.5	147	NA
19-08-2020	blm-recq5-2-single-c12-w19-3d6_S462_	77638	0.108504	0.001656129	0.020230847	10	0.08	0.5	148	NA
19-08-2020	blm-recq5-2-single-c12-w2-3d6_S445_	33626	0.078511	0.000748976	0.07582552	5	0.185185185	0.45	158	NA
19-08-2020	blm-recq5-2-single-c12-w20-3d6_S463_	65914	0.102315	0.001430375	0.176132738	8	0.142857143	0.49	155	NA
19-08-2020	blm-recq5-2-single-c12-w24-3d6_S467_	172404	0.104592	0.003727447	0.016711104	24	0.068965517	0.49	148	NA
19-08-2020	blm-recq5-2-single-c12-w34-3d6_S477_	68164	0.112757	0.001440603	0.034846143	9	0.068965517	0.49	146	NA
19-08-2020	blm-recq5-2-single-c12-w35-3d6_S478_	367712	0.105338	0.007979271	0.198398981	45	0.285714286	0.48	148	NA
19-08-2020	blm-recq5-2-single-c12-w39-3d6_S482_	279230	0.098521	0.006126065	0.013507137	41	0.1	0.4	149	NA
19-08-2020	blm-recq5-2-single-c12-w4-3d6_S447_	53976	0.071217	0.001209377	0.016785089	8	0.142857143	0.48	148	NA
19-08-2020	blm-recq5-2-single-c12-w41-3d6_S484_	62412	0.098058	0.001350997	0.067065868	8	0.172413793	0.49	148	NA
19-08-2020	blm-recq5-2-single-c12-w43-3d6_S486_	208520	0.06808	0.004711107	0.209747982	28	0.304347826	0.47	148	NA
19-08-2020	blm-recq5-2-single-c12-w44-3d6_S487_	87858	0.07239	0.001959475	0.019390236	13	0.043478261	0.48	148	NA
19-08-2020	blm-recq5-2-single-c12-w47-3d6_S490_	52860	0.069883	0.00118354	0.020193521	7	0.04	0.48	148	NA
19-08-2020	blm-recq5-2-single-c12-w5-3d6_S448_	70290	0.066012	0.0015915	0.249631811	9	0.344827586	0.49	151	NA
19-08-2020	blm-recq5-2-single-c12-w7-3d6_S450_	977274	0.106946	0.021239626	0.191228688	131	0.553571429	0.49	149	NA
19-08-2020	blm-recq5-2-single-c4-w1-3d6_S76_	64954	0.038212	0.001508939	0.053178815	10	0.137931034	0.49	147	NA
19-08-2020	blm-recq5-2-single-c4-w11-3d6_S81_	104802	0.047499	0.002410614	0.024322994	15	0.035714286	0.5	148	NA
19-08-2020	blm-recq5-2-single-c4-w13-3d6_S82_	50454	0.042217	0.001164293	0.018771587	7	0.16	0.5	148	NA
19-08-2020	blm-recq5-2-single-c4-w15-3d6_S83_	49682	0.0378	0.001153587	0.021019108	7	0.178571429	0.49	149	NA
19-08-2020	blm-recq5-2-single-c4-w17-3d6_S84_	8356	0.031355	0.000193407	0.026487191	1	0.04	0.5	151	NA
19-08-2020	blm-recq5-2-single-c4-w19-3d6_S85_	124118	0.04557	0.002869026	0.018811136	19	0.066666667	0.49	148	NA
19-08-2020	blm-recq5-2-single-c4-w21-3d6_S86_	88776	0.037375	0.00205931	0.018197902	13	0.121212121	0.48	147	NA
19-08-2020	blm-recq5-2-single-c4-w23-3d6_S87_	29918	0.040043	0.000688766	0.066701543	4	0.130434783	0.5	148	NA
19-08-2020	blm-recq5-2-single-c4-w27-3d6_S89_	155102	0.042566	0.00359797	0.22615096	21	0.361111111	0.48	148	NA
19-08-2020	blm-recq5-2-single-c4-w29-3d6_S90_	15984	0.035285	0.000369898	0.198230088	2	0.407407407	0.51	148	NA
19-08-2020	blm-recq5-2-single-c4-w3-3d6_S77_	112848	0.046062	0.002550773	0.211527509	14	0.179487179	0.56	130	NA
19-08-2020	blm-recq5-2-single-c4-w31-3d6_S91_	9214	0.050141	0.000203308	0.072111847	1	0.083333333	0.55	154	NA
19-08-2020	blm-recq5-2-single-c4-w33-3d6_S92_	34186	0.042415	0.000788037	0.032618026	5	0.076923077	0.48	150	NA
19-08-2020	blm-recq5-2-single-c4-w35-3d6_S93_	66400	0.049398	0.001517194	0.330861909	8	0.142857143	0.5	148	NA
19-08-2020	blm-recq5-2-single-c4-w37-3d6_S94_	37266	0.04111	0.000859596	0.019620017	5	0.041666667	0.49	148	NA
19-08-2020	blm-recq5-2-single-c4-w39-3d6_S95_	27710	0.042512	0.000641068	0.051181102	4	0.153846154	0.49	156	NA
19-08-2020	blm-recq5-2-single-c4-w41-3d6_S96_	15072	0.036359	0.000347409	0.030013643	2	0.32	0.48	147	NA
19-08-2020	blm-recq5-2-single-c4-w43-3d6_S97_	43694	0.042386	0.001005726	0.358024691	5	0.5	0.49	151	NA
19-08-2020	blm-recq5-2-single-c4-w45-3d6_S98_	74076	0.040121	0.001715881	0.020689655	11	0.035714286	0.49	148	NA
19-08-2020	blm-recq5-2-single-c4-w47-3d6_S99_	23112	0.041104	0.00053164	0.031964255	3	0.083333333	0.5	148	NA
19-08-2020	blm-recq5-2-single-c4-w5-3d6_S78_	38730	0.033927	0.000905283	0.025210084	6	0.214285714	0.49	151	NA
19-08-2020	blm-recq5-2-single-c4-w7-3d6_S79_	323346	0.055804	0.007418071	0.143733474	42	0.450980392	0.48	149	NA
19-08-2020	blm-recq5-2-single-c4-w9-3d6_S80_	32594	0.024728	0.000769759	0.061750447	5	0	0.48	147	NA
19-08-2020	blm-recq5-2-single-c8-w1-3d6_S248_	17768	0.0224	0.000419832	0.021965953	2	0	0.5	147	NA
19-08-2020	blm-recq5-2-single-c8-w10-3d6_S257_	6840	0.023392	0.00016055	0.027463651	1	0.043478261	0.5	151	NA
19-08-2020	blm-recq5-2-single-c8-w11-3d6_S258_	11478	0.022304	0.000270249	0.027353178	1	0.043478261	0.52	150	NA
19-08-2020	blm-recq5-2-single-c8-w12-3d6_S259_	28226	0.023595	0.000667499	0.040465116	4	0.125	0.5	148	NA
19-08-2020	blm-recq5-2-single-c8-w13-3d6_S260_	56494	0.028286	0.001332349	0.163414634	8	0.172413793	0.48	148	NA
19-08-2020	blm-recq5-2-single-c8-w14-3d6_S261_	28588	0.026724	0.000675042	0.021645998	4	0.3	0.48	150	NA
19-08-2020	blm-recq5-2-single-c8-w15-3d6_S262_	12374	0.015678	0.0002944	0.039071567	2	0.086956522	0.48	147	NA
19-08-2020	blm-recq5-2-single-c8-w18-3d6_S265_	16572	0.020999	0.000390983	0.023249056	2	0.043478261	0.48	148	NA
19-08-2020	blm-recq5-2-single-c8-w19-3d6_S266_	45234	0.027104	0.001062689	0.026420307	6	0.142857143	0.49	147	NA
19-08-2020	blm-recq5-2-single-c8-w20-3d6_S267_	11260	0.025933	0.00026419	0.027051398	1	0.125	0.48	147	NA
19-08-2020	blm-recq5-2-single-c8-w23-3d6_S270_	10698	0.024491	0.000251988	0.126728111	1	0.269230769	0.47	150	NA
19-08-2020	blm-recq5-2-single-c8-w24-3d6_S271_	7460	0.021716	0.000175568	0	1	0.173913043	0.5	149	NA
19-08-2020	blm-recq5-2-single-c8-w27-3d6_S274_	8366	0.021277	0.000196938	0.031034483	1	0	0.5	149	NA
19-08-2020	blm-recq5-2-single-c8-w28-3d6_S275_	4816	0.018688	0.000113471	0.034319527	0	0.173913043	0.48	149	NA
19-08-2020	blm-recq5-2-single-c8-w29-3d6_S276_	2540	0.027559	5.88E-05	0.038659794	0	0.173913043	0.51	147	NA
19-08-2020	blm-recq5-2-single-c8-w3-3d6_S250_	51978	0.026511	0.001225619	0.012734429	8	0.153846154	0.48	147	NA
19-08-2020	blm-recq5-2-single-c8-w33-3d6_S280_	9424	0.017827	0.000223947	0.05198939	1	0.173913043	0.5	146	NA
19-08-2020	blm-recq5-2-single-c8-w35-3d6_S282_	9166	0.023347	0.000215509	0.076419214	1	0	0.5	149	NA
19-08-2020	blm-recq5-2-single-c8-w36-3d6_S283_	19892	0.024532	0.000469331	0.05990991	3	0.115384615	0.51	150	NA
19-08-2020	blm-recq5-2-single-c8-w37-3d6_S284_	6132	0.019896	0.000144415	0.045454545	1	0.043478261	0.47	148	NA
19-08-2020	blm-recq5-2-single-c8-w38-3d6_S285_	7400	0.02027	0.000174448	0.06234414	1	0.086956522	0.5	148	NA
19-08-2020	blm-recq5-2-single-c8-w39-3d6_S286_	9072	0.023369	0.000213675	0.075525813	1	0.043478261	0.49	148	NA
19-08-2020	blm-recq5-2-single-c8-w4-3d6_S251_	18664	0.027325	0.000438665	0.042711864	3	0.115384615	0.49	149	NA
19-08-2020	blm-recq5-2-single-c8-w40-3d6_S287_	8892	0.023167	0.000208376	0.085446009	1	0	0.5	151	NA
19-08-2020	blm-recq5-2-single-c8-w41-3d6_S288_	2486	0.022526	5.79E-05	0	0	0.260869565	0.5	147	NA
19-08-2020	blm-recq5-2-single-c8-w42-3d6_S289_	28868	0.027712	0.000679911	0.019961612	4	0.148148148	0.5	146	NA
19-08-2020	blm-recq5-2-single-c8-w43-3d6_S290_	3638	0.02144	8.53E-05	0.060693642	0	0.043478261	0.53	150	NA
19-08-2020	blm-recq5-2-single-c8-w44-3d6_S291_	3528	0.024376	8.25E-05	0.085714286	0	0.043478261	0.49	148	NA
19-08-2020	blm-recq5-2-single-c8-w45-3d6_S292_	4922	0.023161	0.000114863	0.077452668	0	0.043478261	0.53	155	NA
19-08-2020	blm-recq5-2-single-c8-w46-3d6_S293_	34084	0.025643	0.000805695	0.020188425	5	0.076923077	0.5	148	NA
19-08-2020	blm-recq5-2-single-c8-w48-3d6_S295_	6074	0.024695	0.000141781	0.025054466	1	0.086956522	0.49	147	NA
19-08-2020	blm-recq5-2-single-c8-w49-3d6_S296_	7992	0.026026	0.000187909	0.031835206	1	0.086956522	0.44	146	NA
19-08-2020	blm-recq5-2-single-c8-w5-3d6_S252_	7606	0.023666	0.000179167	0.025265285	1	0	0.49	147	NA
19-08-2020	blm-recq5-2-single-c8-w6-3d6_S253_	11594	0.024668	0.00027246	0.063596491	1	0.173913043	0.52	146	NA
19-08-2020	blm-recq5-2-single-c8-w7-3d6_S254_	52760	0.031842	0.001240131	0.432	7	0.52	0.5	148	NA
19-08-2020	blm-recq5-2-single-c8-w8-3d6_S255_	21452	0.023401	0.000506801	0.330882353	3	0.185185185	0.5	148	NA
19-08-2020	blm-recq5-2-single-c8-w9-3d6_S256_	6066	0.017145	0.000143415	0.029113067	1	0.043478261	0.51	153	NA
19-08-2020	recq5-2-single-c10-w11-3d6_S356_	2320	0.014655	5.58E-05	0.100478469	0	0	0.47	156	NA
19-08-2020	recq5-2-single-c10-w12-3d6_S357_	998126	0.185574	0.019788566	0.225437847	119	0.193548387	0.48	151	NA
19-08-2020	recq5-2-single-c10-w14-3d6_S359_	231490	0.189494	0.004534028	0.221467073	26	0.25	0.48	154	NA
19-08-2020	recq5-2-single-c10-w20-3d6_S365_	193312	0.164066	0.003900503	0.108800935	24	0.135135135	0.5	157	NA
19-08-2020	recq5-2-single-c10-w26-3d6_S371_	NA	NA	NA	NA	NA	NA	NA	NA	NA
19-08-2020	recq5-2-single-c10-w28-3d6_S373_	186866	0.133871	0.003928345	0.2870317	23	0.142857143	0.46	156	NA
19-08-2020	recq5-2-single-c10-w29-3d6_S374_	72292	0.113567	0.001540381	0.127229489	9	0.171428571	0.48	154	NA
19-08-2020	recq5-2-single-c10-w3-3d6_S348_	155094	0.135802	0.003243819	0.306451613	18	0.352941176	0.49	154	NA
19-08-2020	recq5-2-single-c10-w30-3d6_S375_	168278	0.154578	0.003437283	0.228092456	20	0.28125	0.47	154	NA
19-08-2020	recq5-2-single-c10-w39-3d6_S384_	313722	0.185699	0.006183381	0.210645527	41	0.717391304	0.49	154	NA
19-08-2020	recq5-2-single-c10-w4-3d6_S349_	127336	0.142568	0.002636375	0.28430567	15	0.3	0.49	153	NA
19-08-2020	recq5-2-single-c10-w45-3d6_S390_	486574	0.130344	0.01031063	0.020265574	69	0.153846154	0.43	152	NA
