library	background	reads.per.mb	coverage
blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam	0.00893525782119803	211	1.56
blm-recq5-1-single-f14-r7-c3_S486_.trimmed.mdup.bam	0.0140572366337489	103	0.76
blm-recq5-1-single-f14-r7-c2_S485_.trimmed.mdup.bam	0.0232871398090476	163	1.04
blm-recq5-1-single-f14-r7-c1_S484_.trimmed.mdup.bam	0.0145892865708667	195	1.41
blm-recq5-1-single-f14-r6-c7_S483_.trimmed.mdup.bam	0.00955661933864708	163	1.18
blm-recq5-1-single-f14-r6-c6_S482_.trimmed.mdup.bam	0.0149601996662384	44	0.31
blm-recq5-1-single-f14-r6-c5_S481_.trimmed.mdup.bam	0.00836959754313772	139	0.96
blm-recq5-1-single-f14-r6-c4_S480_.trimmed.mdup.bam	0.015416113436648	71	0.49
blm-recq5-1-single-f14-r6-c3_S479_.trimmed.mdup.bam	0.0129725902840921	184	1.31
blm-recq5-1-single-f14-r6-c2_S478_.trimmed.mdup.bam	0.101960784313725	1	0.01
blm-recq5-1-single-f14-r6-c1_S477_.trimmed.mdup.bam	0.0154054101497358	153	1.13
blm-recq5-1-single-f14-r5-c6_S475_.trimmed.mdup.bam	0.0102692713833157	53	0.39
blm-recq5-1-single-f14-r5-c5_S474_.trimmed.mdup.bam	0.101809954751131	1	0.01
blm-recq5-1-single-f14-r5-c4_S473_.trimmed.mdup.bam	0	2	0.02
blm-recq5-1-single-f14-r5-c3_S472_.trimmed.mdup.bam	0.0112632027943243	200	1.32
blm-recq5-1-single-f14-r5-c2_S471_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f14-r5-c1_S470_.trimmed.mdup.bam	0.0398950131233596	2	0.02
blm-recq5-1-single-f14-r4-c7_S469_.trimmed.mdup.bam	0.012085838326132	78	0.58
blm-recq5-1-single-f14-r4-c6_S468_.trimmed.mdup.bam	0.0127146936398119	122	0.87
blm-recq5-1-single-f14-r4-c5_S467_.trimmed.mdup.bam	0.0352341195915283	158	0.99
blm-recq5-1-single-f14-r4-c4_S466_.trimmed.mdup.bam	0.0165617349613441	192	1.42
blm-recq5-1-single-f14-r4-c3_S465_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f14-r4-c2_S464_.trimmed.mdup.bam	0	0	0.01
blm-recq5-1-single-f14-r4-c1_S463_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam	0.00999929767882853	100	0.68
blm-recq5-1-single-f14-r3-c6_S461_.trimmed.mdup.bam	0.0728476012552352	161	1.17
blm-recq5-1-single-f14-r3-c5_S460_.trimmed.mdup.bam	0.0192699803869531	116	0.73
blm-recq5-1-single-f14-r3-c4_S459_.trimmed.mdup.bam	0.012230373926567	71	0.53
blm-recq5-1-single-f14-r3-c3_S458_.trimmed.mdup.bam	0.0203931565272807	12	0.09
blm-recq5-1-single-f14-r3-c2_S457_.trimmed.mdup.bam	0.0687820278613118	95	0.75
blm-recq5-1-single-f14-r3-c1_S456_.trimmed.mdup.bam	0.0149147651932236	72	0.46
blm-recq5-1-single-f14-r2-c7_S455_.trimmed.mdup.bam	0.11304347826087	1	0.01
blm-recq5-1-single-f14-r2-c6_S454_.trimmed.mdup.bam	0.0426954927183714	171	1.25
blm-recq5-1-single-f14-r2-c5_S453_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f14-r2-c4_S452_.trimmed.mdup.bam	0.0109046451553534	117	0.74
blm-recq5-1-single-f14-r2-c3_S451_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f14-r2-c1_S449_.trimmed.mdup.bam	0.0720712116291952	123	0.88
blm-recq5-1-single-f14-r1-c7_S448_.trimmed.mdup.bam	0.0151622364176715	156	1.08
blm-recq5-1-single-f14-r1-c5_S446_.trimmed.mdup.bam	0.013646602911196	112	0.72
blm-recq5-1-single-f14-r1-c4_S445_.trimmed.mdup.bam	0.0123757113376274	165	1.19
blm-recq5-1-single-f14-r1-c3_S444_.trimmed.mdup.bam	0.0360688260653924	152	1.13
blm-recq5-1-single-f14-r1-c2_S443_.trimmed.mdup.bam	0.014238189083151	157	0.98
blm-recq5-1-single-f14-r1-c1_S442_.trimmed.mdup.bam	0.00948109127311958	169	1.22
blm-recq5-1-single-f13-r7-c6_S440_.trimmed.mdup.bam	0	2	0.01
blm-recq5-1-single-f13-r7-c5_S439_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r7-c4_S438_.trimmed.mdup.bam	0.0136745441093267	160	1.21
blm-recq5-1-single-f13-r7-c3_S437_.trimmed.mdup.bam	0.270440251572327	2	0.02
blm-recq5-1-single-f13-r7-c2_S436_.trimmed.mdup.bam	0.100911238609517	4	0.03
blm-recq5-1-single-f13-r7-c1_S435_.trimmed.mdup.bam	0.0110345907027704	233	1.72
blm-recq5-1-single-f13-r6-c7_S434_.trimmed.mdup.bam	0.16452442159383	2	0.02
blm-recq5-1-single-f13-r6-c6_S433_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r6-c5_S432_.trimmed.mdup.bam	0.220720720720721	2	0.02
blm-recq5-1-single-f13-r6-c4_S431_.trimmed.mdup.bam	0.220689655172414	1	0.01
blm-recq5-1-single-f13-r6-c3_S430_.trimmed.mdup.bam	0.156378600823045	2	0.02
blm-recq5-1-single-f13-r6-c2_S429_.trimmed.mdup.bam	0.118231046931408	4	0.03
blm-recq5-1-single-f13-r6-c1_S428_.trimmed.mdup.bam	0.178888888888889	2	0.02
blm-recq5-1-single-f13-r5-c7_S427_.trimmed.mdup.bam	0.119318181818182	2	0.02
blm-recq5-1-single-f13-r5-c6_S426_.trimmed.mdup.bam	0.5	1	0.01
blm-recq5-1-single-f13-r5-c5_S425_.trimmed.mdup.bam	0.170245398773006	3	0.02
blm-recq5-1-single-f13-r5-c4_S424_.trimmed.mdup.bam	0.179916317991632	3	0.03
blm-recq5-1-single-f13-r5-c3_S423_.trimmed.mdup.bam	0	3	0.02
blm-recq5-1-single-f13-r5-c2_S422_.trimmed.mdup.bam	0.241610738255034	2	0.01
blm-recq5-1-single-f13-r4-c7_S420_.trimmed.mdup.bam	0.156626506024096	2	0.01
blm-recq5-1-single-f13-r4-c6_S419_.trimmed.mdup.bam	0	2	0.01
blm-recq5-1-single-f13-r4-c5_S418_.trimmed.mdup.bam	0.270967741935484	1	0.01
blm-recq5-1-single-f13-r4-c4_S417_.trimmed.mdup.bam	0.114391143911439	4	0.03
blm-recq5-1-single-f13-r4-c3_S416_.trimmed.mdup.bam	0.107806691449814	2	0.02
blm-recq5-1-single-f13-r4-c2_S415_.trimmed.mdup.bam	0.313253012048193	2	0.02
blm-recq5-1-single-f13-r4-c1_S414_.trimmed.mdup.bam	0.128755364806867	1	0.01
blm-recq5-1-single-f13-r3-c7_S413_.trimmed.mdup.bam	0.139130434782609	1	0.01
blm-recq5-1-single-f13-r3-c6_S412_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r3-c5_S411_.trimmed.mdup.bam	0.163677130044843	3	0.03
blm-recq5-1-single-f13-r3-c4_S410_.trimmed.mdup.bam	0.249134948096886	2	0.01
blm-recq5-1-single-f13-r3-c2_S408_.trimmed.mdup.bam	0.0697674418604651	1	0.01
blm-recq5-1-single-f13-r3-c1_S407_.trimmed.mdup.bam	0.0206376504828681	97	0.62
blm-recq5-1-single-f13-r2-c7_S406_.trimmed.mdup.bam	0.188405797101449	2	0.02
blm-recq5-1-single-f13-r2-c6_S405_.trimmed.mdup.bam	0.272908366533865	2	0.02
blm-recq5-1-single-f13-r2-c5_S404_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r2-c4_S403_.trimmed.mdup.bam	0.141486810551559	2	0.02
blm-recq5-1-single-f13-r2-c3_S402_.trimmed.mdup.bam	0.206373292867982	2	0.02
blm-recq5-1-single-f13-r2-c2_S401_.trimmed.mdup.bam	0.195348837209302	1	0.01
blm-recq5-1-single-f13-r2-c1_S400_.trimmed.mdup.bam	0.112068965517241	1	0.01
blm-recq5-1-single-f13-r1-c7_S399_.trimmed.mdup.bam	0.108781127129751	3	0.02
blm-recq5-1-single-f13-r1-c6_S398_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r1-c5_S397_.trimmed.mdup.bam	0	1	0.01
blm-recq5-1-single-f13-r1-c4_S396_.trimmed.mdup.bam	0.122167487684729	2	0.02
blm-recq5-1-single-f13-r1-c2_S394_.trimmed.mdup.bam	0.0116499093456403	221	1.62
blm-recq5-1-single-f13-r1-c1_S393_.trimmed.mdup.bam	0.0119049105674813	233	1.67
blm-recq5-1-single-c7-w9-3d6_S207_.trimmed.mdup.bam	0.0265055346806134	8	0.07
blm-recq5-1-single-c7-w7-3d6_S205_.trimmed.mdup.bam	0.257459379615953	10	0.08
blm-recq5-1-single-c7-w6-3d6_S204_.trimmed.mdup.bam	0.0280877976190476	6	0.05
blm-recq5-1-single-c7-w5-3d6_S203_.trimmed.mdup.bam	0.0300335570469799	6	0.05
blm-recq5-1-single-c7-w49-3d6_S247_.trimmed.mdup.bam	0.0145649197062119	7	0.05
blm-recq5-1-single-c7-w48-3d6_S246_.trimmed.mdup.bam	0.0148048452220727	22	0.16
blm-recq5-1-single-c7-w47-3d6_S245_.trimmed.mdup.bam	0.0413788140472078	9	0.07
blm-recq5-1-single-c7-w45-3d6_S243_.trimmed.mdup.bam	0.0280205655526992	4	0.03
blm-recq5-1-single-c7-w44-3d6_S242_.trimmed.mdup.bam	0.0264746864839758	2	0.02
blm-recq5-1-single-c7-w43-3d6_S241_.trimmed.mdup.bam	0.0525059665871122	0	0
blm-recq5-1-single-c7-w42-3d6_S240_.trimmed.mdup.bam	0.0242165242165242	9	0.07
blm-recq5-1-single-c7-w41-3d6_S239_.trimmed.mdup.bam	0.0471698113207547	4	0.03
blm-recq5-1-single-c7-w40-3d6_S238_.trimmed.mdup.bam	0.0157237552027131	9	0.07
blm-recq5-1-single-c7-w4-3d6_S202_.trimmed.mdup.bam	0.036256323777403	4	0.03
blm-recq5-1-single-c7-w39-3d6_S237_.trimmed.mdup.bam	0.0118953658811591	11	0.09
blm-recq5-1-single-c7-w38-3d6_S236_.trimmed.mdup.bam	0.0188079103858388	7	0.06
blm-recq5-1-single-c7-w37-3d6_S235_.trimmed.mdup.bam	0.0315832649712879	6	0.05
blm-recq5-1-single-c7-w36-3d6_S234_.trimmed.mdup.bam	0.0426457789382071	4	0.03
blm-recq5-1-single-c7-w35-3d6_S233_.trimmed.mdup.bam	0.226693494299128	10	0.09
blm-recq5-1-single-c7-w34-3d6_S232_.trimmed.mdup.bam	0.0203525349809195	26	0.2
blm-recq5-1-single-c7-w33-3d6_S231_.trimmed.mdup.bam	0.0180766801107926	30	0.23
blm-recq5-1-single-c7-w32-3d6_S230_.trimmed.mdup.bam	0.0191527715187021	8	0.06
blm-recq5-1-single-c7-w31-3d6_S229_.trimmed.mdup.bam	0.0262789612812937	11	0.09
blm-recq5-1-single-c7-w3-3d6_S201_.trimmed.mdup.bam	0.0201627820939697	4	0.03
blm-recq5-1-single-c7-w29-3d6_S227_.trimmed.mdup.bam	0.0691003911342894	2	0.02
blm-recq5-1-single-c7-w28-3d6_S226_.trimmed.mdup.bam	0.0208797891749443	16	0.13
blm-recq5-1-single-c7-w27-3d6_S225_.trimmed.mdup.bam	0.236870811905875	12	0.1
blm-recq5-1-single-c7-w26-3d6_S224_.trimmed.mdup.bam	0.117763483424048	8	0.06
blm-recq5-1-single-c7-w24-3d6_S222_.trimmed.mdup.bam	0.0413273615635179	6	0.05
blm-recq5-1-single-c7-w23-3d6_S221_.trimmed.mdup.bam	0.0315266157390566	12	0.09
blm-recq5-1-single-c7-w22-3d6_S220_.trimmed.mdup.bam	0.024974974974975	16	0.13
blm-recq5-1-single-c7-w21-3d6_S219_.trimmed.mdup.bam	0.0186208655726554	8	0.06
blm-recq5-1-single-c7-w20-3d6_S218_.trimmed.mdup.bam	0.0178756004134493	11	0.09
blm-recq5-1-single-c7-w2-3d6_S200_.trimmed.mdup.bam	0.0203890759446315	6	0.04
blm-recq5-1-single-c7-w19-3d6_S217_.trimmed.mdup.bam	0.0173253925284245	14	0.11
blm-recq5-1-single-c7-w18-3d6_S216_.trimmed.mdup.bam	0.310650887573964	11	0.09
blm-recq5-1-single-c7-w17-3d6_S215_.trimmed.mdup.bam	0.17927326659251	9	0.07
blm-recq5-1-single-c7-w16-3d6_S214_.trimmed.mdup.bam	0.0374707259953162	2	0.02
blm-recq5-1-single-c7-w15-3d6_S213_.trimmed.mdup.bam	0.284350132625995	8	0.07
blm-recq5-1-single-c7-w14-3d6_S212_.trimmed.mdup.bam	0.0129972338923417	59	0.45
blm-recq5-1-single-c7-w13-3d6_S211_.trimmed.mdup.bam	0.0147956198278024	10	0.08
blm-recq5-1-single-c7-w12-3d6_S210_.trimmed.mdup.bam	0.0269173542540241	8	0.06
blm-recq5-1-single-c7-w11-3d6_S209_.trimmed.mdup.bam	0.0133450576734082	11	0.09
blm-recq5-1-single-c7-w10-3d6_S208_.trimmed.mdup.bam	0.0130994013395768	20	0.15
blm-recq5-1-single-c7-w1-3d6_S199_.trimmed.mdup.bam	0.0882882882882883	8	0.07
blm-recq5-1-single-c3-w9-3d6_S55_.trimmed.mdup.bam	0.0239785603460435	13	0.1
blm-recq5-1-single-c3-w7-3d6_S54_.trimmed.mdup.bam	0.0216009191880506	8	0.06
blm-recq5-1-single-c3-w49-3d6_S75_.trimmed.mdup.bam	0.0336225596529284	3	0.02
blm-recq5-1-single-c3-w47-3d6_S74_.trimmed.mdup.bam	0.031055900621118	1	0.01
blm-recq5-1-single-c3-w45-3d6_S73_.trimmed.mdup.bam	0.0822669104204753	1	0.01
blm-recq5-1-single-c3-w43-3d6_S72_.trimmed.mdup.bam	0.0339892665474061	2	0.01
blm-recq5-1-single-c3-w41-3d6_S71_.trimmed.mdup.bam	0.0731707317073171	3	0.03
blm-recq5-1-single-c3-w39-3d6_S70_.trimmed.mdup.bam	0.0285714285714286	6	0.05
blm-recq5-1-single-c3-w37-3d6_S69_.trimmed.mdup.bam	0.5	2	0.02
blm-recq5-1-single-c3-w35-3d6_S68_.trimmed.mdup.bam	0.0426175419301622	3	0.02
blm-recq5-1-single-c3-w33-3d6_S67_.trimmed.mdup.bam	0.0192259882323693	11	0.08
blm-recq5-1-single-c3-w3-3d6_S52_.trimmed.mdup.bam	0.100486941124391	4	0.03
blm-recq5-1-single-c3-w27-3d6_S64_.trimmed.mdup.bam	0.0361596009975062	2	0.02
blm-recq5-1-single-c3-w23-3d6_S62_.trimmed.mdup.bam	0.0304745319982586	1	0.01
blm-recq5-1-single-c3-w21-3d6_S61_.trimmed.mdup.bam	0.167979002624672	3	0.03
blm-recq5-1-single-c3-w19-3d6_S60_.trimmed.mdup.bam	0.0214725425053742	26	0.2
blm-recq5-1-single-c3-w17-3d6_S59_.trimmed.mdup.bam	0.0237623762376238	2	0.01
blm-recq5-1-single-c3-w15-3d6_S58_.trimmed.mdup.bam	0.0147817119284978	5	0.04
blm-recq5-1-single-c3-w13-3d6_S57_.trimmed.mdup.bam	0.108922101449275	7	0.06
blm-recq5-1-single-c3-w11-3d6_S56_.trimmed.mdup.bam	0.0324996017205672	9	0.07
blm-recq5-1-single-c3-w1-3d6_S51_.trimmed.mdup.bam	0.0170968272234095	6	0.05
blm-recq5-1-single-c11-w9-3d6_S403_.trimmed.mdup.bam	0.0338124943495163	23	0.18
blm-recq5-1-single-c11-w8-3d6_S402_.trimmed.mdup.bam	0.323891625615764	17	0.15
blm-recq5-1-single-c11-w44-3d6_S438_.trimmed.mdup.bam	0.0215407082876962	10	0.08
blm-recq5-1-single-c11-w38-3d6_S432_.trimmed.mdup.bam	0.148814475873544	16	0.13
blm-recq5-1-single-c11-w34-3d6_S428_.trimmed.mdup.bam	0.0151510466590396	20	0.16
blm-recq5-1-single-c11-w33-3d6_S427_.trimmed.mdup.bam	0.0157911470660967	19	0.15
blm-recq5-1-single-c11-w28-3d6_S422_.trimmed.mdup.bam	0.0142065550577694	11	0.09
blm-recq5-1-single-c11-w22-3d6_S416_.trimmed.mdup.bam	0.0140462165835976	14	0.11
blm-recq5-1-single-c11-w18-3d6_S412_.trimmed.mdup.bam	0.01075582412711	71	0.52
blm-recq5-1-single-c11-w11-3d6_S405_.trimmed.mdup.bam	0.0114563823533433	67	0.5
blm-recq5-1-single-c11-w10-3d6_S404_.trimmed.mdup.bam	0.0538872891814068	3	0.03
blm-recq5-1-single-c11-w1-3d6_S395_.trimmed.mdup.bam	0.0155585268019934	14	0.11
blm-4-200uv-f04-r6-c5_S187_.processed.bam	0	0	0
blm-4-200uv-f04-r6-c4_S186_.processed.bam	0	0	0
blm-4-200uv-f04-r6-c3_S185_.processed.bam	0	0	0
blm-4-200uv-f04-r6-c2_S184_.processed.bam	0	0	0
blm-4-200uv-f04-r6-c1_S183_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c6_S181_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c5_S180_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c4_S179_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c3_S178_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c2_S177_.processed.bam	0	0	0
blm-4-200uv-f04-r5-c1_S176_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c6_S174_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c5_S173_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c4_S172_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c3_S171_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c2_S170_.processed.bam	0	0	0
blm-4-200uv-f04-r4-c1_S169_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c6_S167_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c5_S166_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c4_S165_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c3_S164_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c2_S163_.processed.bam	0	0	0
blm-4-200uv-f04-r3-c1_S162_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c6_S160_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c5_S159_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c4_S158_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c3_S157_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c2_S156_.processed.bam	0	0	0
blm-4-200uv-f04-r2-c1_S155_.processed.bam	0	0	0
blm-4-200uv-f04-r1-c6_S153_.processed.bam	0	0	0
blm-4-200uv-f04-r1-c5_S152_.processed.bam	0	0	0
blm-4-200uv-f04-r1-c4_S151_.processed.bam	0	0	0
blm-4-200uv-f04-r1-c3_S150_.processed.bam	0	0	0
blm-4-200uv-f04-r1-c2_S149_.processed.bam	0	0	0
blm-4-100uv-f03-r6-c5_S138_.processed.bam	0	0	0
blm-4-100uv-f03-r6-c4_S137_.processed.bam	0	0	0
blm-4-100uv-f03-r6-c3_S136_.processed.bam	0	0	0
blm-4-100uv-f03-r6-c2_S135_.processed.bam	0	0	0
blm-4-100uv-f03-r6-c1_S134_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c6_S132_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c5_S131_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c4_S130_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c3_S129_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c2_S128_.processed.bam	0	0	0
blm-4-100uv-f03-r5-c1_S127_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c6_S125_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c5_S124_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c4_S123_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c3_S122_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c2_S121_.processed.bam	0	0	0
blm-4-100uv-f03-r4-c1_S120_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c6_S118_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c5_S117_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c4_S116_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c3_S115_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c2_S114_.processed.bam	0	0	0
blm-4-100uv-f03-r3-c1_S113_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c6_S111_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c5_S110_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c4_S109_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c3_S108_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c2_S107_.processed.bam	0	0	0
blm-4-100uv-f03-r2-c1_S106_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c6_S104_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c5_S103_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c4_S102_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c3_S101_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c2_S100_.processed.bam	0	0	0
blm-4-100uv-f03-r1-c1_S99_.processed.bam	0	0	0
blm-2-fdu-single-f4-r6-c5_S99_.trimmed.mdup.bam	0.0375873544093178	69	0.51
blm-2-fdu-single-f4-r6-c4_S98_.trimmed.mdup.bam	0.0475612248578333	48	0.35
blm-2-fdu-single-f4-r6-c2_S96_.trimmed.mdup.bam	0.053580919479139	79	0.56
blm-2-fdu-single-f4-r5-c4_S93_.trimmed.mdup.bam	0.0536752788635714	100	0.74
blm-2-fdu-single-f4-r5-c3_S92_.trimmed.mdup.bam	0.0491026242377861	31	0.23
blm-2-fdu-single-f4-r5-c2_S91_.trimmed.mdup.bam	0.107307357151749	19	0.15
blm-2-fdu-single-f4-r4-c5_S89_.trimmed.mdup.bam	0.0642859659631444	81	0.6
blm-2-fdu-single-f4-r4-c2_S86_.trimmed.mdup.bam	0.0778032036613272	3	0.02
blm-2-fdu-single-f4-r3-c5_S84_.trimmed.mdup.bam	0.0543093938279637	69	0.51
blm-2-fdu-single-f4-r3-c4_S83_.trimmed.mdup.bam	0.0443411584873302	57	0.42
blm-2-fdu-single-f4-r3-c2_S81_.trimmed.mdup.bam	0.0408730082457186	60	0.44
blm-2-fdu-single-f4-r2-c6_S80_.trimmed.mdup.bam	0.0290217222251024	119	0.88
blm-2-fdu-single-f4-r2-c5_S79_.trimmed.mdup.bam	0.0450395460797799	80	0.59
blm-2-fdu-single-f4-r2-c4_S78_.trimmed.mdup.bam	0.0382521431763702	51	0.38
blm-2-fdu-single-f4-r2-c3_S77_.trimmed.mdup.bam	0.0496820383597095	91	0.67
blm-2-fdu-single-f4-r2-c2_S76_.trimmed.mdup.bam	0.0298209031963209	63	0.47
blm-2-fdu-single-f3-r6-c5_S74_.trimmed.mdup.bam	0.123763707532794	90	0.71
blm-2-fdu-single-f3-r6-c4_S73_.trimmed.mdup.bam	0.0210618461019237	63	0.46
blm-2-fdu-single-f3-r6-c3_S72_.trimmed.mdup.bam	0.0250374308674795	112	0.83
blm-2-fdu-single-f3-r5-c6_S70_.trimmed.mdup.bam	0.0372187227084379	37	0.26
blm-2-fdu-single-f3-r5-c5_S69_.trimmed.mdup.bam	0.0425048441078034	109	0.81
blm-2-fdu-single-f3-r5-c4_S68_.trimmed.mdup.bam	0.0275440877094013	81	0.6
blm-2-fdu-single-f3-r5-c3_S67_.trimmed.mdup.bam	0.0313063869980132	102	0.75
blm-2-fdu-single-f3-r5-c2_S66_.trimmed.mdup.bam	0.0239211377165037	61	0.45
blm-2-fdu-single-f3-r4-c6_S65_.trimmed.mdup.bam	0.0426672952824351	65	0.48
blm-2-fdu-single-f3-r4-c5_S64_.trimmed.mdup.bam	0.0226844180332552	106	0.78
blm-2-fdu-single-f3-r4-c4_S63_.trimmed.mdup.bam	0.0697047775742713	110	0.82
blm-2-fdu-single-f3-r4-c3_S62_.trimmed.mdup.bam	0.0302758949014985	49	0.36
blm-2-fdu-single-f3-r4-c2_S61_.trimmed.mdup.bam	0.0717423133235725	4	0.03
blm-2-fdu-single-f3-r3-c6_S60_.trimmed.mdup.bam	0.0430620023083758	79	0.58
blm-2-fdu-single-f3-r3-c5_S59_.trimmed.mdup.bam	0.0251391761594583	105	0.77
blm-2-fdu-single-f3-r3-c4_S58_.trimmed.mdup.bam	0.0389489141956879	65	0.48
blm-2-fdu-single-f3-r3-c3_S57_.trimmed.mdup.bam	0.0814343845371312	21	0.16
blm-2-fdu-single-f3-r3-c2_S56_.trimmed.mdup.bam	0.0520653844362688	78	0.58
blm-2-fdu-single-f3-r2-c6_S55_.trimmed.mdup.bam	0.0319679086631181	114	0.84
blm-2-fdu-single-f3-r2-c5_S54_.trimmed.mdup.bam	0.02393977711242	107	0.79
blm-2-fdu-single-f3-r2-c3_S52_.trimmed.mdup.bam	0.0191633455526659	101	0.75
blm-2-fdu-single-f3-r2-c2_S51_.trimmed.mdup.bam	0.044463905917678	34	0.25
blm-2-a1h5-hkt-r47-c53_S377_.processed.bam	0.0187656337740569	178	1.22
blm-2-a1h5-hkt-r47-c52_S376_.processed.bam	0.0141946202145073	101	0.68
blm-2-a1h5-hkt-r47-c51_S375_.processed.bam	0.0102515349574173	148	1.05
blm-2-a1h5-hkt-r47-c50_S374_.processed.bam	0.0202986257452135	136	0.93
blm-2-a1h5-hkt-r47-c49_S373_.processed.bam	0.0140252946803936	119	0.8
blm-2-a1h5-hkt-r47-c48_S372_.processed.bam	0.0164619164619165	141	0.97
blm-2-a1h5-hkt-r47-c47_S371_.processed.bam	0.0126366988809766	83	0.58
blm-2-a1h5-hkt-r47-c46_S370_.processed.bam	0.0153804252046718	140	0.95
blm-2-a1h5-hkt-r47-c45_S369_.processed.bam	0.0107107299996788	154	1.07
blm-2-a1h5-hkt-r47-c44_S368_.processed.bam	0.0701798499265514	161	1.17
blm-2-a1h5-hkt-r47-c43_S367_.processed.bam	0.0121895205455252	173	1.19
blm-2-a1h5-hkt-r47-c42_S366_.processed.bam	0.0148827726809378	116	0.79
blm-2-a1h5-hkt-r47-c41_S365_.processed.bam	0.0103134183962178	76	0.52
blm-2-a1h5-hkt-r47-c40_S364_.processed.bam	0.0148510653761826	124	0.83
blm-2-a1h5-hkt-r46-c52_S340_.processed.bam	0.0132196467595744	160	1.13
blm-2-a1h5-hkt-r46-c51_S339_.processed.bam	0.0104758677445902	158	1.08
blm-2-a1h5-hkt-r46-c50_S338_.processed.bam	0.0180871689994954	154	1.07
blm-2-a1h5-hkt-r46-c49_S337_.processed.bam	0.0110939087981915	158	1.08
blm-2-a1h5-hkt-r46-c48_S336_.processed.bam	0.0132389334424948	138	0.95
blm-2-a1h5-hkt-r46-c47_S335_.processed.bam	0.0653325834048726	81	0.57
blm-2-a1h5-hkt-r46-c46_S334_.processed.bam	0.0166391819141603	150	1.01
blm-2-a1h5-hkt-r46-c45_S333_.processed.bam	0.0306794832431922	150	1.03
blm-2-a1h5-hkt-r46-c44_S332_.processed.bam	0.0218850429376745	166	1.15
blm-2-a1h5-hkt-r46-c43_S331_.processed.bam	0.0114704077310721	176	1.22
blm-2-a1h5-hkt-r46-c42_S330_.processed.bam	0.011474417196488	130	0.9
blm-2-a1h5-hkt-r46-c41_S329_.processed.bam	0.0142531249410833	81	0.56
blm-2-a1h5-hkt-r46-c40_S328_.processed.bam	0.0116044905674935	127	0.86
blm-2-a1h5-hkt-r46-c39_S327_.processed.bam	0.0146578054732706	104	0.71
blm-2-a1h5-hkt-r45-c53_S305_.processed.bam	0.0133494563798789	190	1.3
