file	coverage	spikiness	evenness.mean	evenness.med	end.x	background	reads.per.mb.bpr	coverage.bpr	end.y	gene
recql5-wrn-1-100uv-f07-r4-c2_S317_.processed.bam	0.0197758637217792	0.148269680313369	0.205938171963335	0.205227603703756	se	0.0680144523816091	250	1.78	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r4-c3_S318_.processed.bam	0.0212153500332044	0.178272883293055	0.216043566410532	0.215570695986882	se	0.0701904724808164	265	1.88	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r4-c4_S319_.processed.bam	0.0174063036972846	0.117732051068978	0.192887168943277	0.188967788727566	se	0.0377865123243492	225	1.56	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r4-c5_S320_.processed.bam	0.0146685210236109	0.122729922909154	0.200173057828607	0.192831780095718	se	0.0394470813845526	189	1.3	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c2_S324_.processed.bam	0.0172757047347436	0.149554918641857	0.204098490907913	0.203281113337368	se	0.0602870620692433	217	1.55	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c3_S325_.processed.bam	0.0260006571845148	0.211760077139322	0.240265230308187	0.233253673496988	se	0.104038275482751	293	2.3	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c4_S326_.processed.bam	0.0180345015870178	0.113957241114291	0.196624326288944	0.194796126102615	se	0.0271532562622767	230	1.62	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c5_S327_.processed.bam	0.0187932621732255	0.111780392637934	0.196729690546999	0.190892076011407	se	0.0253399609156443	244	1.68	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c6_S328_.processed.bam	0.0178568982404427	0.180033386990997	0.216810407203692	0.216278067866615	se	0.0972392841727813	214	1.58	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r6-c1_S330_.processed.bam	0.0152276689703301	0.18122401094057	0.218018237038877	0.217493562517309	se	0.0894419707139851	183	1.36	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r6-c2_S331_.processed.bam	0.0154109311184964	0.118865133573132	0.203688883570356	0.200624202724421	se	0.0318482880376006	208	1.42	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r6-c3_S332_.processed.bam	0.0085446573191707	0.182704599931515	0.255618140009615	0.247503583131755	se	0.08727322363686	124	0.81	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r6-c4_S333_.processed.bam	0.00950557143615127	0.1394676638352	0.202560381561087	0.199346755982834	se	0.0311245458619802	132	0.9	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r6-c5_S334_.processed.bam	0.0130477931020103	0.125251013899279	0.198909379924603	0.194102517321767	se	0.0318617565848664	180	1.22	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c1_S344_.processed.bam	0.0255967438688339	0.188172361382523	0.228095129070867	0.224466203463801	se	0.103534481006484	298	2.25	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c2_S345_.processed.bam	0.0244889502396899	0.10801715541109	0.191352888200112	0.18797273661703	se	0.0239230442507523	310	2.15	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c3_S346_.processed.bam	0.0229675579884795	0.154617193463203	0.213664212587915	0.211330785789355	se	0.103566759230246	283	1.98	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c4_S347_.processed.bam	0.0284967142203855	0.176823722896397	0.220266711200434	0.219211591122199	se	0.0899239345628842	332	2.47	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c6_S349_.processed.bam	0.0241748278190213	0.106560164917835	0.194489060981683	0.18657827164372	se	0.0233106239629946	295	2.04	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r2-c1_S351_.processed.bam	0.0282043640679814	0.129627023635713	0.194458700628739	0.193243419509167	se	0.0486962479218849	339	2.4	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r2-c3_S353_.processed.bam	0.00351196767129112	0.3789133524419	0.248473215899753	0.24262292917434	se	0.0429614181438999	35	0.3	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r2-c4_S354_.processed.bam	0.0127955321718881	0.178342725782516	0.214192337887042	0.214095386560415	se	0.139901093180635	166	1.19	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r2-c5_S355_.processed.bam	0.00698906746246428	0.483188573787672	0.234445679077735	0.214993606930946	se	0.163167503423094	59	0.6	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c1_S358_.processed.bam	0.0283695022494127	0.161644734533792	0.206706194708151	0.206473255578054	se	0.0996214890963052	338	2.47	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c2_S359_.processed.bam	0.0256963709629727	0.103938806156927	0.189630232373226	0.185497877593683	se	0.02958349552355	323	2.23	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c5_S362_.processed.bam	0.0219261393561406	0.111909923788103	0.210139368451779	0.200073315499547	se	0.0196604276096767	282	1.91	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c6_S363_.processed.bam	0.0269586988347458	0.102983894118332	0.194115197004263	0.186459746422326	se	0.0222341073106195	339	2.33	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c1_S365_.processed.bam	0.0218024069847271	0.112090273248121	0.170448817604408	0.17002361971443	se	0.0221824499577976	265	1.9	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c3_S367_.processed.bam	0.023584998132432	0.106774859377216	0.190381137086358	0.185159595810881	se	0.0407781406291542	289	2.01	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c4_S368_.processed.bam	0.0226635068487613	0.106356804495996	0.193385103072133	0.188479848570422	se	0.0179808801593075	285	1.98	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c5_S369_.processed.bam	0.0210384286182012	0.111338742971399	0.195112907911654	0.188941574618645	se	0.0268934061138966	262	1.81	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c6_S370_.processed.bam	0.0274451925742881	0.128096497918454	0.198462088279186	0.195540117192685	se	0.0462899809280646	337	2.35	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c1_S372_.processed.bam	0.0223061727622457	0.109937976879872	0.19649189420683	0.190216241346253	se	0.0293860055845775	281	1.93	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c2_S373_.processed.bam	0.0205747893004435	0.113033081754004	0.197578708605398	0.191638624327335	se	0.0212603534486049	257	1.78	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c3_S374_.processed.bam	0.0293518955918881	0.176274249072199	0.217605136632725	0.216631881214146	se	0.064359305495767	343	2.53	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c4_S375_.processed.bam	0.0298967611844883	0.115103016907379	0.197797654715591	0.193075331608281	se	0.0296302008565768	369	2.56	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c6_S377_.processed.bam	0.0239737204995062	0.188503235468747	0.225663455698387	0.224211670207407	se	0.113377392889699	271	2.04	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r6-c1_S379_.processed.bam	0.0227363465957249	0.110942310282176	0.206354784210841	0.202393605104845	se	0.0282266301937747	286	1.98	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r6-c2_S380_.processed.bam	0.023306183965546	0.174043117035071	0.215906509739198	0.215251035776303	se	0.101308569016463	291	2.11	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r6-c3_S381_.processed.bam	0.0149052506869488	0.156179844941004	0.207313932176203	0.206632266985925	se	0.101058537944208	202	1.39	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r6-c4_S382_.processed.bam	0.0151584318685086	0.117762180138024	0.202596216215092	0.197128456071859	se	0.0335488892561455	208	1.4	se	WRN/RECQL5
recql5-wrn-1-200uv-f08-r6-c5_S383_.processed.bam	0.0193868466929146	0.111452800057789	0.199292007109024	0.189507365145886	se	0.0291651778547645	266	1.78	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c1_S393_.processed.bam	0.0247504907495786	0.107128878034421	0.224803209420015	0.205753903738056	se	0.0275691775068096	324	2.14	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c2_S394_.processed.bam	0.0179797479217019	0.21630688143353	0.250962071782311	0.250684910021654	se	0.227272727272727	211	1.56	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c3_S395_.processed.bam	0.0243762922945306	0.104704411604984	0.222055671928987	0.205832738041194	se	0.0247145005283264	316	2.1	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c4_S396_.processed.bam	0.0273349207420222	0.154017973352343	0.219015996963737	0.215029135346735	se	0.0594987348851474	337	2.35	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c6_S398_.processed.bam	0.022237174304094	0.125707661882671	0.224074862757393	0.209775187853409	se	0.030871880847749	283	1.91	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c1_S400_.processed.bam	0.0265408771587568	0.149608536821426	0.220611043575176	0.215987320948411	se	0.0671632948498009	329	2.28	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c2_S401_.processed.bam	0.0178729722030078	0.189687218383899	0.224466204994034	0.224065610836267	se	0.114750944163776	210	1.53	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c3_S402_.processed.bam	0.0281591765491182	0.177145870477845	0.225029601670024	0.223932822848791	se	0.0950209377577565	339	2.4	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c4_S403_.processed.bam	0.0135386332648621	0.120596141883805	0.224009813754063	0.207851340064634	se	0.0285229665444904	193	1.26	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c5_S404_.processed.bam	0.0201635185065208	0.17121428503873	0.224361353329991	0.223123096428449	se	0.104428191029498	246	1.75	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r2-c6_S405_.processed.bam	0.0367891896176504	0.205486364037473	0.240450452591599	0.237871495950748	se	0.142755308134897	409	3.11	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r3-c1_S407_.processed.bam	0.026186380891945	0.108393600338089	0.222026660782313	0.211895977569428	se	0.0284892657047945	334	2.26	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r3-c2_S408_.processed.bam	0.0295900354223656	0.16438102416958	0.237918438282798	0.235129713498879	se	0.0903984751920901	368	2.56	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r3-c3_S409_.processed.bam	0.0185088426324356	0.11582729295249	0.224527785145578	0.207195894269078	se	0.0290045790435813	236	1.58	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r3-c5_S411_.processed.bam	0.00430210941436581	0.409205423800354	0.238005043399102	0.230549514964105	se	0.144517787253928	41	0.37	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r3-c6_S412_.processed.bam	0.0259341102476978	0.113053343431815	0.202620910126706	0.1966048780712	se	0.0356686070089405	323	2.21	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c1_S414_.processed.bam	0.0164456495950487	0.155457210930905	0.243966134390955	0.24371152827123	se	0.0652017178144886	189	1.41	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c2_S415_.processed.bam	0.0242795642190829	0.106784969860853	0.223613631919949	0.204537831500396	se	0.0298551198702485	314	2.09	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c3_S416_.processed.bam	0.0280329664282325	0.101893202717952	0.225545445635961	0.202964516501387	se	0.0461741649625085	355	2.35	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c4_S417_.processed.bam	0.0210539226475064	0.112102028679046	0.228455217084982	0.20852969067597	se	0.0355975961642766	269	1.78	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c5_S418_.processed.bam	0.0185224054936995	0.117806266748818	0.228611646275309	0.212678497873084	se	0.0396574294486127	238	1.58	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r4-c6_S419_.processed.bam	0.0306865078864815	0.193376443293649	0.235459465253794	0.235329684547098	se	0.0769538170531896	357	2.62	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c1_S421_.processed.bam	0.00734146644969797	0.389734460307168	0.237651924748252	0.230791127447441	se	0.122190592070525	71	0.62	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c2_S422_.processed.bam	0.0265877306500499	0.206742174466339	0.238035297510748	0.236096615704109	se	0.187641980917765	299	2.28	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c3_S423_.processed.bam	0.0304183028392644	0.170862346009641	0.220130013929793	0.21907477733723	se	0.0969009812172272	363	2.57	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c4_S424_.processed.bam	0.023128380831801	0.105950625323195	0.222986311069044	0.207863040100591	se	0.0235874504596103	292	1.96	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c5_S425_.processed.bam	0.0270513427682577	0.158896493384293	0.222600050260779	0.219750147684032	se	0.0954130423037441	329	2.3	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r5-c6_S426_.processed.bam	0.0239339084535897	0.1691380505915	0.229101912366855	0.228563478440124	se	0.133903647711947	285	2.04	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r6-c1_S428_.processed.bam	0.0308386712350128	0.211110679796663	0.240384158852772	0.238724443474746	se	0.121928184205058	354	2.66	se	WRN/RECQL5
recql5-wrn-6-100uv-f09-r6-c2_S429_.processed.bam	0.00930355908399443	0.195714741754539	0.232478598211196	0.232153804650081	se	0.149060018367457	129	0.88	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c1_S442_.processed.bam	0.0184476381405404	0.174298358556543	0.222922743430913	0.220595984221924	se	0.115514929060493	238	1.64	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c2_S443_.processed.bam	0.0262820523944016	0.138810906852952	0.220940259960503	0.212692602977472	se	0.0516423129761459	331	2.25	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c3_S444_.processed.bam	0.0195423895855182	0.114299425261551	0.229061601192927	0.2109441628034	se	0.0135334326192386	253	1.67	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c4_S445_.processed.bam	0.0275167834085865	0.10574812422662	0.225833914608246	0.204960224477149	se	0.0252082897394617	357	2.34	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c5_S446_.processed.bam	0.0253689644764265	0.156358507060836	0.220743245759179	0.21663945825832	se	0.0784223766812715	315	2.19	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r1-c6_S447_.processed.bam	0.0299296833253776	0.129301905194919	0.220794793540618	0.207357510468953	se	0.0609466959539898	379	2.55	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c1_S449_.processed.bam	0.0359606537670986	0.147199292476277	0.220574721378739	0.215492061644918	se	0.0506021348515265	427	2.97	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c2_S450_.processed.bam	0.0145131264333149	0.129419983865925	0.226231963721342	0.214282548173142	se	0.0109493442425701	182	1.24	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c3_S451_.processed.bam	0.0263436172803327	0.137944267420756	0.226691648466805	0.216212473405331	se	0.0486672639713294	330	2.24	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c4_S452_.processed.bam	0.0132011208503197	0.12033236334535	0.225359272187354	0.209163689883435	se	0.0284699998251229	187	1.22	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c5_S453_.processed.bam	0.0244161652156302	0.106914517618842	0.23387238928885	0.213342556786399	se	0.0146282090293237	315	2.08	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c6_S454_.processed.bam	0.0348531263049783	0.168782964329987	0.222709487647183	0.222117727149649	se	0.11010665560247	413	2.92	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c1_S456_.processed.bam	0.0265068194366601	0.106506504631147	0.224301922540356	0.204355126889014	se	0.016698312559336	341	2.24	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c2_S457_.processed.bam	0.0285868363670588	0.163925902475993	0.231910175669475	0.226166159985064	se	0.095455219877421	357	2.44	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c3_S458_.processed.bam	0.0203335989109256	0.158145060482065	0.223583217795033	0.218244282085852	se	0.0753304295287702	247	1.71	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c4_S459_.processed.bam	0.0185148288000378	0.17347372502815	0.222664716384963	0.220766439146869	se	0.084850863422292	224	1.58	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c5_S460_.processed.bam	0.0255764805279794	0.119509733995523	0.233821354850048	0.214851647605901	se	0.0313897377207782	325	2.15	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c6_S461_.processed.bam	0.0271726307420281	0.149270683457809	0.220929609295328	0.213714790160221	se	0.0954108037933785	336	2.29	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c1_S463_.processed.bam	0.0257212844554439	0.141130001494195	0.220043528765929	0.214194342173049	se	0.0608934926842128	316	2.17	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c2_S464_.processed.bam	0.0297995415743179	0.173051373409618	0.223800631486823	0.221843236754868	se	0.0849818746763335	359	2.52	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c3_S465_.processed.bam	0.0276845149375769	0.175194618774538	0.222709622925866	0.221957416271511	se	0.112405642939767	328	2.34	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c4_S466_.processed.bam	0.0219475078406111	0.112119169218599	0.237785663478172	0.221656401808027	se	0.0123395617217844	286	1.88	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c5_S467_.processed.bam	0.0196968775241516	0.122683758693448	0.231967960819729	0.20731026511168	se	0.0332012660749463	253	1.65	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c6_S468_.processed.bam	0.0342635278145629	0.188937984305832	0.229514174366896	0.22939379131796	se	0.141315879760365	393	2.86	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c2_S471_.processed.bam	0.0224027182121442	0.108827255564388	0.224342583102078	0.206123688559262	se	0.0172933455890212	284	1.9	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c3_S472_.processed.bam	0.0271526481393848	0.127376007384528	0.220249794369075	0.206834762429408	se	0.037983389925646	343	2.31	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c4_S473_.processed.bam	0.0279166757241438	0.16252657508026	0.225891449596114	0.220903810130146	se	0.0798029684192811	342	2.36	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c5_S474_.processed.bam	0.0252217035229564	0.106301263858142	0.22607068157334	0.206778106123296	se	0.010474739927582	323	2.13	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c6_S475_.processed.bam	0.0247690991273448	0.271091262466615	0.272788144623827	0.269657397826726	se	0.376811594202899	243	2.05	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c1_S477_.processed.bam	0.011035895825259	0.137238479034438	0.217102434362433	0.210635586442126	se	0.0165592717602537	137	0.94	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c2_S478_.processed.bam	0.0213866735217994	0.166808923471628	0.221470278903355	0.219104270811972	se	0.0795775867043684	270	1.87	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c4_S480_.processed.bam	0.0151256408683062	0.119344167888735	0.243243702071934	0.214746860778716	se	0.0155599439964295	218	1.37	se	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c5_S481_.processed.bam	0.0169847925966372	0.117885180287454	0.239411700139808	0.210383155258632	se	0.0201229176977678	247	1.55	se	WRN/RECQL5
wrn-1-100uv-f11-r1-c2_S492_.processed.bam	0.0311112855235475	0.106159287848185	0.188035433051353	0.187314482809258	se	0.0242573781523376	371	2.65	se	WRN
wrn-1-100uv-f11-r1-c3_S493_.processed.bam	0.0232597760287842	0.115503344295353	0.225599174345867	0.209393217865045	se	0.025934727808032	301	1.99	se	WRN
wrn-1-100uv-f11-r1-c4_S494_.processed.bam	0.0247937707381045	0.106379702415744	0.182795639757637	0.177421845549855	se	0.0240453897284614	311	2.15	se	WRN
wrn-1-100uv-f11-r1-c5_S495_.processed.bam	0.0238650897067496	0.115376626932971	0.186065351952793	0.183811373811079	se	0.0196832961671913	287	2.03	se	WRN
wrn-1-100uv-f11-r1-c6_S496_.processed.bam	0.028972992909928	0.105053374776726	0.173143457303554	0.172271422237696	se	0.0272710554050517	352	2.49	se	WRN
wrn-1-100uv-f11-r2-c2_S499_.processed.bam	0.0155291057152183	0.136970912231793	0.196930365339042	0.192119624465875	se	0.0580795937602185	187	1.32	se	WRN
wrn-1-100uv-f11-r2-c3_S500_.processed.bam	0.0267906415587652	0.136663418102471	0.195358442061847	0.194725689978636	se	0.0703268977621764	322	2.3	se	WRN
wrn-1-100uv-f11-r2-c4_S501_.processed.bam	0.0124968558575083	0.12459932684955	0.197100680130776	0.191762810662201	se	0.0281871974179666	173	1.17	se	WRN
wrn-1-100uv-f11-r2-c5_S502_.processed.bam	0.0234120342519359	0.114589346567103	0.197707851993005	0.190776787563532	se	0.0235209292305798	294	2.02	se	WRN
wrn-1-100uv-f11-r2-c6_S503_.processed.bam	0.0262980891194877	0.108972593520599	0.196060422588217	0.186691818315246	se	0.0293846246936738	330	2.26	se	WRN
wrn-1-100uv-f11-r3-c1_S505_.processed.bam	0.0298317209084521	0.154515394871249	0.200201020237342	0.199447876811855	se	0.0590734537135387	346	2.56	se	WRN
wrn-1-100uv-f11-r3-c2_S506_.processed.bam	0.0231026944187875	0.109234534253455	0.198172284212023	0.19047912442026	se	0.0307184438742837	289	1.99	se	WRN
wrn-1-100uv-f11-r3-c3_S507_.processed.bam	0.0188144978979882	0.116802366658784	0.186756921787409	0.186288820097416	se	0.0206459181055024	224	1.61	se	WRN
wrn-1-100uv-f11-r3-c4_S508_.processed.bam	0.0112669708964599	0.228249602653583	0.248519596270833	0.237830850500417	se	0.0315918035011535	153	0.99	se	WRN
wrn-1-100uv-f11-r3-c5_S509_.processed.bam	0.021777338713865	0.109253786479498	0.187494311418919	0.183424484286885	se	0.0234800891362097	263	1.84	se	WRN
wrn-1-100uv-f11-r3-c6_S510_.processed.bam	0.0254234892121976	0.114935119287676	0.180062641487475	0.178917716321817	se	0.0340674107236105	304	2.16	se	WRN
wrn-1-100uv-f11-r4-c1_S512_.processed.bam	0.0180641934575549	0.15215493011974	0.205010475743164	0.20002821652907	se	0.0209517237980236	222	1.53	se	WRN
wrn-1-100uv-f11-r4-c2_S513_.processed.bam	0.00355921296562417	0.409773018007675	0.250223555625395	0.243208333318588	se	0.0905327573794096	34	0.29	se	WRN
wrn-1-100uv-f11-r4-c3_S514_.processed.bam	0.0228053955673265	0.107205494427149	0.184746082757861	0.180012268849557	se	0.0381626970688942	283	1.97	se	WRN
wrn-1-100uv-f11-r4-c4_S515_.processed.bam	0.00473571945764625	0.558581328017466	0.239386058354711	0.218677782020969	se	0.305613850996852	37	0.4	se	WRN
wrn-1-100uv-f11-r4-c5_S516_.processed.bam	0.0153491470171454	0.127296054702657	0.176452498660454	0.174898945641894	se	0.0192496220623941	182	1.29	se	WRN
wrn-1-100uv-f11-r4-c6_S517_.processed.bam	0.0200559676006552	0.112483087345687	0.19624425521106	0.190220106543582	se	0.0234994064996311	247	1.71	se	WRN
wrn-1-100uv-f11-r5-c1_S519_.processed.bam	0.0237116521888282	0.107913694507414	0.189122382843739	0.186874238624723	se	0.0225207994644736	282	2.01	se	WRN
wrn-1-100uv-f11-r5-c2_S520_.processed.bam	0.0240948430093482	0.125070483352148	0.210046608725799	0.202948499900611	se	0.0485515086925749	297	2.06	se	WRN
wrn-1-100uv-f11-r5-c3_S521_.processed.bam	0.0256958800758583	0.107462184509212	0.219468145218066	0.205686373156815	se	0.025207099455734	322	2.17	se	WRN
wrn-1-100uv-f11-r5-c4_S522_.processed.bam	0.0170677994705841	0.119057466329063	0.182837247311926	0.179930962094201	se	0.0240213184442612	212	1.49	se	WRN
wrn-1-100uv-f11-r5-c5_S523_.processed.bam	0.0178074679156028	0.12386417679579	0.191812221717151	0.189185827124667	se	0.0469500811067242	212	1.5	se	WRN
wrn-1-100uv-f11-r5-c6_S524_.processed.bam	0.0199261001117234	0.111475972697183	0.184219520030132	0.180648758348452	se	0.0480937187041479	244	1.71	se	WRN
wrn-1-100uv-f11-r6-c1_S526_.processed.bam	0.0111384407187305	0.135853082527129	0.201077739705132	0.197255640019116	se	0.0220334797221119	135	0.95	se	WRN
wrn-1-100uv-f11-r6-c2_S527_.processed.bam	0.0212136876226202	0.121275556657186	0.194814191510534	0.190806490433478	se	0.0223013268312088	275	1.89	se	WRN
wrn-1-100uv-f11-r6-c4_S529_.processed.bam	0.0152298844384284	0.156934312524168	0.21460137273516	0.21199264767757	se	0.0944469830493722	206	1.41	se	WRN
wrn-1-100uv-f11-r6-c5_S530_.processed.bam	0.0152119181643218	0.213420900454358	0.259167743877602	0.243349772553232	se	0.0339714415202252	227	1.39	se	WRN
wrn-1-200uv-f12-r1-c2_S541_.processed.bam	0.0271505411456818	0.10354665968726	0.183976422032011	0.17994681505943	se	0.0228170869401581	337	2.33	se	WRN
wrn-1-200uv-f12-r1-c3_S542_.processed.bam	0.0269219726425237	0.121290109658091	0.212555068470623	0.206735407273528	se	0.0224775845725918	332	2.28	se	WRN
wrn-1-200uv-f12-r1-c4_S543_.processed.bam	0.0382632799087988	0.0964892886733874	0.217156090484468	0.195906523638975	se	0.0170853714301551	486	3.23	se	WRN
wrn-1-200uv-f12-r1-c5_S544_.processed.bam	0.0307350286454213	0.117311347790442	0.203419171395991	0.198879139574248	se	0.0562680846019082	371	2.59	se	WRN
wrn-1-200uv-f12-r1-c6_S545_.processed.bam	0.0296675625584248	0.103729115213733	0.190008182331023	0.182419074899728	se	0.0227245182402133	369	2.52	se	WRN
wrn-1-200uv-f12-r2-c1_S547_.processed.bam	0.0324274901989571	0.166117939651307	0.205291520254555	0.20479400667912	se	0.0996513724704468	377	2.77	se	WRN
wrn-1-200uv-f12-r2-c2_S548_.processed.bam	0.0155310193978347	0.123740783146325	0.204358197017215	0.197720020068166	se	0.0206695124691081	185	1.3	se	WRN
wrn-1-200uv-f12-r2-c3_S549_.processed.bam	0.0243898820315402	0.165502915690906	0.241306266051332	0.228669263783302	se	0.0253647847811291	319	2.07	se	WRN
wrn-1-200uv-f12-r2-c4_S550_.processed.bam	0.0134482375036693	0.118405112089136	0.209980664562484	0.199819029234813	se	0.0266558621572056	191	1.26	se	WRN
wrn-1-200uv-f12-r2-c5_S551_.processed.bam	0.00298189960523677	0.390365602567194	0.243885667539181	0.240937613582379	se	0.0895055499495459	32	0.26	se	WRN
wrn-1-200uv-f12-r2-c6_S552_.processed.bam	0.0311889939899392	0.12722397355735	0.189896461358781	0.188758291977101	se	0.037271258068078	380	2.68	se	WRN
wrn-1-200uv-f12-r3-c1_S554_.processed.bam	0.0371521595156614	0.129269210689266	0.229364501237204	0.223147836888014	se	0.0469450522546784	452	3.11	se	WRN
wrn-1-200uv-f12-r3-c2_S555_.processed.bam	0.0249244283091994	0.106632740082964	0.214050162683203	0.195713877301917	se	0.0288363190780479	327	2.16	se	WRN
wrn-1-200uv-f12-r3-c3_S556_.processed.bam	0.0222874070156552	0.148271238553905	0.203993338762344	0.202673470539134	se	0.0818081302343088	267	1.89	se	WRN
wrn-1-200uv-f12-r3-c4_S557_.processed.bam	0.0165331181665881	0.120093038372584	0.209117408862834	0.200176056241826	se	0.0176707953025817	209	1.43	se	WRN
