file	coverage	spikiness	evenness.mean	evenness.med	end.x	background	reads.per.mb.bpr	coverage.bpr	end.y	gene
blm-4-100uv-f03-r5-c5_S131_.processed.bam	0.0135457362330302	0.121779846278484	0.199049180904194	0.1980368649569	se	0.0429293399063653	176	1.25	se	BLM
blm-4-100uv-f03-r6-c1_S134_.processed.bam	0.0144889130054489	0.11951800551064	0.200387285986993	0.198107567118751	se	0.0180642153720646	188	1.33	se	BLM
blm-4-100uv-f03-r6-c2_S135_.processed.bam	0.0100752702177896	0.132880127675535	0.202762609610615	0.201873664791194	se	0.0148926100834751	135	0.95	se	BLM
blm-4-100uv-f03-r6-c3_S136_.processed.bam	0.00597959502526074	0.172273393385592	0.218762257452321	0.217079716817463	se	0.0206757081642177	82	0.57	se	BLM
blm-4-100uv-f03-r6-c4_S137_.processed.bam	0.00647914519635253	0.241348837914922	0.240124334533253	0.236658164898942	se	0.0741722429825324	92	0.61	se	BLM
blm-4-100uv-f03-r6-c5_S138_.processed.bam	0.00987430958156138	0.136531448607272	0.207807786364297	0.206830980675365	se	0.0213966209863529	132	0.93	se	BLM
blm-4-200uv-f04-r1-c2_S149_.processed.bam	0.0142225105760196	0.133760125567023	0.216094537912061	0.212126535748651	se	0.0239563073699017	187	1.29	se	BLM
blm-4-200uv-f04-r1-c3_S150_.processed.bam	0.0169418011176224	0.117561321837246	0.199298405011958	0.198693020548863	se	0.0260759605998758	218	1.54	se	BLM
blm-4-200uv-f04-r1-c5_S152_.processed.bam	0.0173770084868499	0.148108142357366	0.216005737506515	0.21591194520814	se	0.0996137399182116	213	1.56	se	BLM
blm-4-200uv-f04-r1-c6_S153_.processed.bam	0.0167310683954924	0.117614503757458	0.200561118625745	0.199737415611463	se	0.0379832291074474	213	1.51	se	BLM
blm-4-200uv-f04-r2-c2_S156_.processed.bam	0.0114420314089257	0.130187835525099	0.20610484574669	0.205912798101393	se	0.0538218266401532	140	1.01	se	BLM
blm-4-200uv-f04-r2-c3_S157_.processed.bam	0.0175682313604178	0.114402477599773	0.206391246081069	0.201110149342691	se	0.0189156985403634	226	1.57	se	BLM
blm-4-200uv-f04-r2-c4_S158_.processed.bam	0.00898787787007452	0.134937444980927	0.212150953730759	0.21127929136329	se	0.0244113294357261	124	0.86	se	BLM
blm-4-200uv-f04-r2-c5_S159_.processed.bam	0.017820927483338	0.121635153442893	0.185012323834406	0.183380900030635	se	0.0231688330830669	215	1.6	se	BLM
blm-4-200uv-f04-r2-c6_S160_.processed.bam	0.0198714895678485	0.111747889014918	0.205258850081447	0.199692053083666	se	0.0347061971171533	256	1.77	se	BLM
blm-4-200uv-f04-r3-c1_S162_.processed.bam	0.0163382583246365	0.195228772133453	0.24164503174443	0.228949738228766	se	0.0214857018632415	226	1.47	se	BLM
blm-4-200uv-f04-r3-c2_S163_.processed.bam	0.00372367439635013	0.330844383930705	0.24647910197348	0.242169795613231	se	0.0415873541339071	40	0.33	se	BLM
blm-4-200uv-f04-r3-c3_S164_.processed.bam	0.0120315447388456	0.163603175931267	0.219933759382838	0.213723125718253	se	0.0386597042920492	156	1.07	se	BLM
blm-4-200uv-f04-r3-c4_S165_.processed.bam	0.0134159370667772	0.132502758402894	0.20238495560683	0.20165264467665	se	0.0343514396726964	169	1.21	se	BLM
blm-4-200uv-f04-r3-c5_S166_.processed.bam	0.0160360098027061	0.150773305709809	0.214210029930611	0.209989039521702	se	0.0248662193153827	207	1.44	se	BLM
blm-4-200uv-f04-r4-c1_S169_.processed.bam	0.0188477428716301	0.115864122435177	0.199853787855015	0.199224500739486	se	0.0281771555891874	235	1.69	se	BLM
blm-4-200uv-f04-r4-c4_S172_.processed.bam	0.0159735081513251	0.174843338271346	0.244914880586776	0.231052448733988	se	0.0320735090152566	220	1.43	se	BLM
blm-4-200uv-f04-r4-c5_S173_.processed.bam	0.0179667782696686	0.146618058051597	0.211131083012867	0.210684820183004	se	0.0694029638478824	224	1.6	se	BLM
blm-4-200uv-f04-r5-c1_S176_.processed.bam	0.0175986608568432	0.122204001998905	0.201355597670011	0.200748277416064	se	0.046521677956222	221	1.57	se	BLM
blm-4-200uv-f04-r5-c3_S178_.processed.bam	0.0152336570807573	0.237441334053246	0.25451175984887	0.24983404489369	se	0.0402386506369998	207	1.36	se	BLM
blm-4-200uv-f04-r5-c5_S180_.processed.bam	0.0135552835988413	0.23266673298237	0.249832849707732	0.239998226364247	se	0.0340354840853213	189	1.23	se	BLM
blm-4-200uv-f04-r6-c1_S183_.processed.bam	0.00931861986332659	0.144543044766781	0.209092474905681	0.208974006970626	se	0.0274252558166124	117	0.85	se	BLM
blm-4-200uv-f04-r6-c2_S184_.processed.bam	0.0158824825910309	0.116600648066133	0.203303312707277	0.200792985876468	se	0.0210134151253214	209	1.45	se	BLM
blm-4-200uv-f04-r6-c3_S185_.processed.bam	0.0102264854677252	0.160860472917514	0.217734568140761	0.214165824300614	se	0.0301617695609112	143	0.96	se	BLM
blm-4-200uv-f04-r6-c4_S186_.processed.bam	0.00999153737490424	0.133445586801338	0.203804819117707	0.203081988415796	se	0.0400540003793415	135	0.94	se	BLM
blm-4-200uv-f04-r6-c5_S187_.processed.bam	0.00999126829364295	0.2512411268691	0.264130717421627	0.258623286322618	se	0.0675583610249851	147	0.94	se	BLM
recql1-1-100uv-f05-r1-c1_S197_.processed.bam	0.00355385368288581	0.279303257272252	0.251278504134203	0.241108146783096	se	0.0313681924281952	52	0.33	se	RECQL1
recql1-1-100uv-f05-r1-c2_S198_.processed.bam	0.0058733082508561	0.15959653858164	0.206442303977209	0.205161527426683	se	0.0287685082095187	74	0.55	se	RECQL1
recql1-1-100uv-f05-r1-c3_S199_.processed.bam	0.00557239930675717	0.160148850705966	0.199465256641395	0.198462636482986	se	0.0388815690574513	74	0.52	se	RECQL1
recql1-1-100uv-f05-r1-c4_S200_.processed.bam	0.00641293048260908	0.205627850950811	0.21200227777321	0.211927980738725	se	0.106342803192859	82	0.59	se	RECQL1
recql1-1-100uv-f05-r1-c5_S201_.processed.bam	0.00352702521258164	0.201694548601096	0.219707500780337	0.218063352376207	se	0.0319362137700679	46	0.33	se	RECQL1
recql1-1-100uv-f05-r1-c6_S202_.processed.bam	0.0064057109449416	0.154088446516316	0.197426432162911	0.196367401962843	se	0.0317072196252347	84	0.59	se	RECQL1
recql1-1-100uv-f05-r2-c1_S204_.processed.bam	0.00496485202766011	0.174865482194595	0.203883692622898	0.203328894009521	se	0.0258348828256186	64	0.46	se	RECQL1
recql1-1-100uv-f05-r2-c3_S206_.processed.bam	0.00591591019346007	0.223049508351582	0.221215847692392	0.216042931863211	se	0.0292861143855601	80	0.55	se	RECQL1
recql1-1-100uv-f05-r2-c4_S207_.processed.bam	0.00299248929665575	0.201272041198946	0.211372628737774	0.211368265509906	se	0.0496833061582842	41	0.29	se	RECQL1
recql1-1-100uv-f05-r2-c5_S208_.processed.bam	0.0061580085298572	0.192992601833225	0.211749849842444	0.211663203675601	se	0.0723535256462463	78	0.57	se	RECQL1
recql1-1-100uv-f05-r2-c6_S209_.processed.bam	0.0069853537524935	0.154527484086252	0.194944299865984	0.193915978290396	se	0.0384974991603351	91	0.64	se	RECQL1
recql1-1-100uv-f05-r3-c1_S211_.processed.bam	0.00432470155477656	0.209904487542226	0.218751282495148	0.215986236218974	se	0.0373457585052331	59	0.41	se	RECQL1
recql1-1-100uv-f05-r3-c2_S212_.processed.bam	0.00361819486572936	0.286925902610115	0.272790309136527	0.264257191940645	se	0.0485425157145817	55	0.34	se	RECQL1
recql1-1-100uv-f05-r3-c3_S213_.processed.bam	0.00488372613210882	0.171588503543933	0.202521717042485	0.20183735066248	se	0.0259766164421395	63	0.45	se	RECQL1
recql1-1-100uv-f05-r3-c4_S214_.processed.bam	0.00389587183238709	0.185092318212902	0.207640903926794	0.207033311947759	se	0.0280163936506325	51	0.36	se	RECQL1
recql1-1-100uv-f05-r3-c5_S215_.processed.bam	0.00635474967400862	0.248093553696393	0.233617532618876	0.230392100568461	se	0.142256277849498	76	0.59	se	RECQL1
recql1-1-100uv-f05-r3-c6_S216_.processed.bam	0.0048998208181405	0.173662644300052	0.203034103020212	0.202473239539784	se	0.0281087486011454	64	0.45	se	RECQL1
recql1-1-100uv-f05-r4-c1_S218_.processed.bam	0.00417822032173628	0.180361854504335	0.204731903063063	0.20443222212388	se	0.0324341512533786	54	0.39	se	RECQL1
recql1-1-100uv-f05-r4-c3_S220_.processed.bam	0.00509968278683619	0.188757883742418	0.20968702738965	0.20725368225511	se	0.0316644760425379	67	0.47	se	RECQL1
recql1-1-100uv-f05-r4-c6_S223_.processed.bam	0.00475937594234804	0.174501970810696	0.202891312459104	0.202518637643043	se	0.0313122773114319	62	0.44	se	RECQL1
recql1-1-100uv-f05-r5-c2_S226_.processed.bam	0.00492124920638149	0.173841497915812	0.202594545035275	0.202172972853143	se	0.0242340726309412	63	0.46	se	RECQL1
recql1-1-100uv-f05-r5-c4_S228_.processed.bam	0.00333125677614251	0.199305752012784	0.213831552424401	0.213388920951436	se	0.0383535089801408	43	0.31	se	RECQL1
recql1-1-100uv-f05-r5-c5_S229_.processed.bam	0.00508594312849807	0.170637803642474	0.202211814507564	0.201321899816761	se	0.0290029941457747	67	0.47	se	RECQL1
recql1-1-100uv-f05-r5-c6_S230_.processed.bam	0.0044328822597435	0.179287472410645	0.202221401396827	0.201861324435459	se	0.0323974918070859	57	0.41	se	RECQL1
recql1-1-100uv-f05-r6-c2_S233_.processed.bam	0.00514660621982903	0.167426994318882	0.201369200166558	0.200588494718805	se	0.0271307037896365	70	0.48	se	RECQL1
recql1-1-100uv-f05-r6-c3_S234_.processed.bam	0.00325845426665789	0.269127145229747	0.258847836159962	0.258006382288403	se	0.22392034271159	42	0.31	se	RECQL1
recql1-1-100uv-f05-r6-c4_S235_.processed.bam	0.00379029548432092	0.190075930581409	0.208536032380014	0.208018168316298	se	0.0560523484487715	51	0.36	se	RECQL1
recql1-1-200uv-f06-r1-c1_S246_.processed.bam	0.0050546241420308	0.164673781407097	0.203605882564129	0.202684739826146	se	0.020788416204562	67	0.47	se	RECQL1
recql1-1-200uv-f06-r1-c2_S247_.processed.bam	0.00574271090733595	0.161104572599276	0.20173641121191	0.200555629747847	se	0.0233191506854946	76	0.53	se	RECQL1
recql1-1-200uv-f06-r1-c3_S248_.processed.bam	0.00596783542939287	0.161089908961047	0.199499876799346	0.198863899211193	se	0.0215676911500839	78	0.55	se	RECQL1
recql1-1-200uv-f06-r1-c4_S249_.processed.bam	0.00397177994762021	0.266261489778492	0.249216589898251	0.239028478850085	se	0.0298540798094104	57	0.37	se	RECQL1
recql1-1-200uv-f06-r2-c1_S253_.processed.bam	0.00530063565176448	0.182836909973923	0.211597323862746	0.210038185297121	se	0.0237190445953207	70	0.49	se	RECQL1
recql1-1-200uv-f06-r2-c3_S255_.processed.bam	0.00562755546065043	0.166405263418076	0.202727537275498	0.20171989752099	se	0.0250534631161577	74	0.52	se	RECQL1
recql1-1-200uv-f06-r2-c4_S256_.processed.bam	0.00322659582245138	0.261963368111071	0.243090893184205	0.231288993693637	se	0.0306403731976251	48	0.31	se	RECQL1
recql1-1-200uv-f06-r2-c5_S257_.processed.bam	0.00451722353065531	0.177719444688516	0.205548765235656	0.20539425829327	se	0.0265799011926265	60	0.42	se	RECQL1
recql1-1-200uv-f06-r2-c6_S258_.processed.bam	0.00545671411645736	0.16605595111805	0.204069619799266	0.203409423849412	se	0.0201871249872877	71	0.5	se	RECQL1
recql1-1-200uv-f06-r3-c2_S261_.processed.bam	0.00675291158010704	0.231022891108192	0.224968392440453	0.222020738410122	se	0.0829129806595524	82	0.62	se	RECQL1
recql1-1-200uv-f06-r3-c5_S264_.processed.bam	0.00239649405495666	0.280734001796797	0.280407526202586	0.278041071587248	se	0.0552461482174072	34	0.22	se	RECQL1
recql1-1-200uv-f06-r3-c6_S265_.processed.bam	0.00524519811205165	0.193543750718639	0.209534954584252	0.209468449822151	se	0.0739678421384621	68	0.48	se	RECQL1
recql1-1-200uv-f06-r4-c1_S267_.processed.bam	0.00370279323714834	0.203191598185972	0.213193626224221	0.212743306230463	se	0.0501073210349228	48	0.34	se	RECQL1
recql1-1-200uv-f06-r4-c2_S268_.processed.bam	0.00308508433573872	0.283552849938071	0.246385924665096	0.241081012615727	se	0.0235530795419375	44	0.29	se	RECQL1
recql1-1-200uv-f06-r4-c3_S269_.processed.bam	0.00328862180551369	0.282643041266338	0.257292178962722	0.246409302809076	se	0.0327911005250907	49	0.31	se	RECQL1
recql1-1-200uv-f06-r4-c4_S270_.processed.bam	0.00431810307349794	0.182806006441318	0.209894941330584	0.209539409264562	se	0.0216166549798099	56	0.4	se	RECQL1
recql1-1-200uv-f06-r4-c5_S271_.processed.bam	0.0037676071740731	0.192006623006872	0.214726015469067	0.213681104741284	se	0.0262801028758476	49	0.35	se	RECQL1
recql1-1-200uv-f06-r4-c6_S272_.processed.bam	0.00437804634816964	0.179767471249842	0.207213904180715	0.206571206060926	se	0.0263853590631026	57	0.41	se	RECQL1
recql1-1-200uv-f06-r5-c1_S274_.processed.bam	0.00525895266538137	0.16683646617449	0.203049734718267	0.202474418216749	se	0.0271313784827298	68	0.48	se	RECQL1
recql1-1-200uv-f06-r5-c2_S275_.processed.bam	0.00261939371859443	0.308055332645497	0.255072886299163	0.246262693300873	se	0.0220309503634661	38	0.25	se	RECQL1
recql1-1-200uv-f06-r5-c5_S278_.processed.bam	0.00504724043565155	0.181394446489509	0.211437796502889	0.211114596148934	se	0.0342995447473059	66	0.47	se	RECQL1
recql1-1-200uv-f06-r5-c6_S279_.processed.bam	0.00605773706542964	0.260593769796224	0.237453449856392	0.231957555596503	se	0.241652892561983	71	0.55	se	RECQL1
recql1-1-200uv-f06-r6-c3_S283_.processed.bam	0.00245590337655993	0.226368231890834	0.219502526182283	0.21875439075154	se	0.0243761329887762	34	0.23	se	RECQL1
recql1-1-200uv-f06-r6-c4_S284_.processed.bam	0.00299654138197916	0.204267729314126	0.214402781113291	0.213798899716415	se	0.0211334194849812	41	0.29	se	RECQL1
recql1-1-200uv-f06-r6-c5_S285_.processed.bam	0.00310524535447708	0.207464615480435	0.21451115090397	0.213751499220143	se	0.0489941808512957	43	0.3	se	RECQL1
recql5-wrn-1-100uv-f07-r1-c1_S295_.processed.bam	0.0197960972726506	0.137644671135901	0.202436899155622	0.200786752660894	se	0.0914297022845057	255	1.78	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r1-c2_S296_.processed.bam	0.0190281733523717	0.148281179712294	0.202597160174434	0.202497097818671	se	0.102121223438025	238	1.71	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r1-c3_S297_.processed.bam	0.0193102388368805	0.120690288431847	0.19676871741625	0.192205285764639	se	0.0473332361834675	249	1.72	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r1-c4_S298_.processed.bam	0.0198452044409336	0.152201682005712	0.211493479874341	0.211194559863828	se	0.0531968776069598	243	1.77	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c1_S302_.processed.bam	0.0184532030389237	0.113483625324719	0.194842381158926	0.189912879625015	se	0.0310366907083228	237	1.64	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c2_S303_.processed.bam	0.0106834586291338	0.137301141774512	0.202935443236082	0.199968489271905	se	0.0191546580069008	134	0.95	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c5_S306_.processed.bam	0.0185338286570398	0.112710286406262	0.194923808656278	0.189584920183966	se	0.02825715564732	242	1.67	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c1_S309_.processed.bam	0.0227783877095148	0.17036277135559	0.217354473799429	0.216713553555353	se	0.0885002985290659	278	2.04	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c2_S310_.processed.bam	0.019583883794073	0.12785528478002	0.200612051195628	0.196320658600968	se	0.0618909823591195	254	1.75	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c3_S311_.processed.bam	0.0188237700302589	0.213937211313949	0.236261944077531	0.230809346500592	se	0.354243542435424	213	1.67	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c4_S312_.processed.bam	0.0117527474097763	0.141163797919842	0.216653392296742	0.206963628412697	se	0.0650476826557761	154	1.05	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c5_S313_.processed.bam	0.0128663416667359	0.148000562090978	0.211149036077557	0.208838074785169	se	0.0585090068058791	167	1.16	se	WRN/RECQL5
recql5-wrn-1-100uv-f07-r3-c6_S314_.processed.bam	0.0179386319164121	0.115270724785768	0.191274042814081	0.18650469189996	se	0.0270927117567456	230	1.59	se	WRN/RECQL5
