file	coverage	spikiness	evenness.mean	evenness.med
blm-2-100uv-f01-r1-c2_S2_.processed.bam	0.0235500389395394	0.11634543561112	0.210274053588579	0.198374780491779
blm-2-100uv-f01-r1-c3_S3_.processed.bam	0.0272327728324573	0.102074837253694	0.204329837004776	0.191894174317552
blm-2-100uv-f01-r1-c4_S4_.processed.bam	0.0266163461955419	0.102964481652701	0.209933055018569	0.199766414810297
blm-2-100uv-f01-r1-c5_S5_.processed.bam	0.0262720873212173	0.1052817643293	0.212489898459195	0.198948011623906
blm-2-100uv-f01-r1-c6_S6_.processed.bam	0.0320174265469623	0.0972360378801382	0.204483517779796	0.19258222566035
blm-2-100uv-f01-r2-c2_S9_.processed.bam	0.0143105092149774	0.125863519531943	0.209936016441736	0.202812177699853
blm-2-100uv-f01-r2-c3_S10_.processed.bam	0.0220717285087058	0.109147887490818	0.211717515929985	0.200739626798787
blm-2-100uv-f01-r2-c4_S11_.processed.bam	0.0001773242273847	0.740026595744681	0.254280220190403	0.241560595572271
blm-2-100uv-f01-r2-c5_S12_.processed.bam	0.000886034079971976	0.463737308757307	0.253221967530981	0.248523489106846
blm-2-100uv-f01-r2-c6_S13_.processed.bam	0.0232002456044231	0.112635610862644	0.20745483785393	0.2045501303279
blm-2-100uv-f01-r3-c2_S16_.processed.bam	0.0209011382425862	0.108666885783512	0.205560471808857	0.196025512305497
blm-2-100uv-f01-r3-c4_S18_.processed.bam	0.0101944246459155	0.139344802249867	0.242622301934909	0.228219471350972
blm-2-100uv-f01-r3-c5_S19_.processed.bam	0.0231294694614044	0.107997104318407	0.207208245610486	0.197457924951568
blm-2-100uv-f01-r3-c6_S20_.processed.bam	0.0210646868693704	0.134976301434825	0.224939948863068	0.211572971257038
blm-2-100uv-f01-r4-c2_S23_.processed.bam	0.0377545916603607	0.195689057540045	0.231142391311201	0.229134109480243
blm-2-100uv-f01-r4-c3_S24_.processed.bam	0.000807837964507489	0.505109534672958	0.251391816475992	0.24522989552151
blm-2-100uv-f01-r4-c4_S25_.processed.bam	0.0217984753545531	0.109178353219241	0.232311134148553	0.216805536890226
blm-2-100uv-f01-r4-c5_S26_.processed.bam	0.0151337864858862	0.123871067548457	0.205008746596279	0.204222116808637
blm-2-100uv-f01-r4-c6_S27_.processed.bam	0.00132866239305763	0.518818717400278	0.239037091231732	0.229637250000292
blm-2-100uv-f01-r5-c1_S29_.processed.bam	0.0196474459040951	0.112418506834911	0.222628754578716	0.203038845950626
blm-2-100uv-f01-r5-c2_S30_.processed.bam	0.00046658107859861	0.641157424063319	0.23365156396828	0.221035391834951
blm-2-100uv-f01-r5-c3_S31_.processed.bam	0.019512174123646	0.116610993422384	0.215922070149652	0.206160730931657
blm-2-100uv-f01-r5-c4_S32_.processed.bam	0.000322484339430927	0.681078603620808	0.260208324287853	0.255740045495834
blm-2-100uv-f01-r5-c5_S33_.processed.bam	0.0219296260793916	0.109421618616096	0.224064984194001	0.21107600722023
blm-2-100uv-f01-r5-c6_S34_.processed.bam	0.000180815807698141	0.729041525202403	0.264074251572615	0.251814622282025
blm-2-100uv-f01-r6-c2_S37_.processed.bam	0.0185086668067739	0.110689784507181	0.213911257555311	0.202472290254847
blm-2-100uv-f01-r6-c3_S38_.processed.bam	0.015959582305592	0.154936195205297	0.221977672259024	0.216381228280939
blm-2-100uv-f01-r6-c4_S39_.processed.bam	0.0116244247905167	0.13238609994209	0.211853238413446	0.204646552695499
blm-2-100uv-f01-r6-c5_S40_.processed.bam	0.0137910774681419	0.125228876248138	0.229771700653419	0.216331901181938
blm-2-200uv-f02-r1-c1_S50_.processed.bam	0.000593303133869546	0.525972046849828	0.254034581131017	0.24917223550935
blm-2-200uv-f02-r1-c2_S51_.processed.bam	0.0145002720555644	0.124036988037184	0.204364157572911	0.200886736437735
blm-2-200uv-f02-r1-c3_S52_.processed.bam	0.0157416711689234	0.116205679739495	0.203157914561398	0.195282035904123
blm-2-200uv-f02-r1-c4_S53_.processed.bam	0.0182489162863105	0.11227926089501	0.203084751074705	0.195196292902276
blm-2-200uv-f02-r1-c5_S54_.processed.bam	0.0173704177768712	0.116711927134652	0.203421380995721	0.19630851012674
blm-2-200uv-f02-r2-c1_S57_.processed.bam	0.0175101136936295	0.181002536459764	0.218053086856754	0.217687420391439
blm-2-200uv-f02-r2-c2_S58_.processed.bam	0.00107684507464177	0.726956564635079	0.243021095942073	0.211595692591976
blm-2-200uv-f02-r2-c3_S59_.processed.bam	0.0173158282802671	0.115321369843426	0.208126768295739	0.198986015658476
blm-2-200uv-f02-r2-c4_S60_.processed.bam	0.000983204795713505	0.541549204707099	0.246024304017876	0.234408783201108
blm-2-200uv-f02-r2-c5_S61_.processed.bam	0.0183963210088299	0.152842069387447	0.230801754028101	0.224599183731533
blm-2-200uv-f02-r2-c6_S62_.processed.bam	0.0206801758992689	0.108057806820625	0.209443799837936	0.19831959243626
blm-2-200uv-f02-r3-c1_S64_.processed.bam	0.000913421760069461	0.505359339307679	0.247778431572005	0.243383903186094
blm-2-200uv-f02-r3-c2_S65_.processed.bam	0.0159380826804347	0.118003805801932	0.209523545358447	0.201783957318159
blm-2-200uv-f02-r3-c3_S66_.processed.bam	0.00065378295204299	0.528165947508016	0.255008535509771	0.247354643124739
blm-2-200uv-f02-r3-c4_S67_.processed.bam	0.0111459108808218	0.128945474010632	0.206112917566037	0.199765947056001
blm-2-200uv-f02-r3-c5_S68_.processed.bam	0.0163371755235081	0.117044198022304	0.204314198471478	0.196218242231437
blm-2-200uv-f02-r3-c6_S69_.processed.bam	0.0163338487595147	0.11698085208158	0.204083268608474	0.197768341422584
blm-2-200uv-f02-r4-c1_S71_.processed.bam	0.0131428383672114	0.123200696397587	0.204426437772782	0.199248436039507
blm-2-200uv-f02-r4-c2_S72_.processed.bam	0.000722716325557527	0.577389012919518	0.256725183095549	0.252379119908773
blm-2-200uv-f02-r4-c3_S73_.processed.bam	0.0172878091820474	0.112135309970626	0.210524383168124	0.199836056748465
blm-2-200uv-f02-r4-c4_S74_.processed.bam	0.000812538629573818	0.499311889902384	0.252383266020802	0.24795727131398
blm-2-200uv-f02-r4-c5_S75_.processed.bam	0.0138046092442059	0.122917637822321	0.205287440404518	0.198845149651441
blm-2-200uv-f02-r4-c6_S76_.processed.bam	0.018068533080977	0.113122022043361	0.219992335480273	0.209496600323795
blm-2-200uv-f02-r5-c1_S78_.processed.bam	0.000560120330627328	0.601414534580149	0.255250615747272	0.2502235730545
blm-2-200uv-f02-r5-c2_S79_.processed.bam	0.0157108935830204	0.119852664017088	0.210988624833489	0.199218484422686
blm-2-200uv-f02-r5-c3_S80_.processed.bam	0.0168026216685076	0.120476630580338	0.238890665409838	0.22737053869585
blm-2-200uv-f02-r5-c4_S81_.processed.bam	0.0154206539861651	0.117825482604766	0.205931505050417	0.200666725030089
blm-2-200uv-f02-r5-c5_S82_.processed.bam	0.0168327930930134	0.119733070047616	0.221958345997486	0.210102622264511
blm-2-200uv-f02-r5-c6_S83_.processed.bam	0.000776381685074162	0.495148947799945	0.258276599556964	0.255030807641966
blm-2-200uv-f02-r6-c1_S85_.processed.bam	0.0155521644574311	0.120301203212123	0.205884035315577	0.198542743700587
blm-2-200uv-f02-r6-c2_S86_.processed.bam	0.0121696867194151	0.120430393895557	0.209348162883449	0.200922281723684
blm-2-200uv-f02-r6-c3_S87_.processed.bam	0.0101130442402903	0.131665376154653	0.198063052198025	0.197974316093351
blm-2-200uv-f02-r6-c4_S88_.processed.bam	0.000601723984989953	0.678865391920983	0.229001499596077	0.208904249362739
blm-2-200uv-f02-r6-c5_S89_.processed.bam	0.0115013924837083	0.130541814571863	0.217126336549304	0.211362464915828
blm-4-100uv-f03-r1-c1_S99_.processed.bam	0.000728017971154483	0.554701230228471	0.256375829098239	0.252392463230305
blm-4-100uv-f03-r1-c2_S100_.processed.bam	0.00181954011719265	0.652003554105429	0.236093369448062	0.207996877478121
blm-4-100uv-f03-r1-c3_S101_.processed.bam	0.0131379842189708	0.148786375347711	0.210805991900934	0.203313786921322
blm-4-100uv-f03-r1-c4_S102_.processed.bam	0.0012208854718847	0.328433975489051	0.247162518340512	0.246800849692178
blm-4-100uv-f03-r1-c5_S103_.processed.bam	0.0117985245760243	0.141395296246043	0.208066510576799	0.207566976589376
blm-4-100uv-f03-r1-c6_S104_.processed.bam	0.0155604366824397	0.12600600835435	0.203428992737744	0.203109768958967
blm-4-100uv-f03-r2-c1_S106_.processed.bam	0.0127342188817934	0.127779550586306	0.207713758093907	0.202633088791641
blm-4-100uv-f03-r2-c2_S107_.processed.bam	0.00898732384114785	0.138770314224483	0.20496462885665	0.204292519896614
blm-4-100uv-f03-r2-c3_S108_.processed.bam	0.0151860452401092	0.118587628603659	0.197751300137611	0.196657234917052
blm-4-100uv-f03-r2-c4_S109_.processed.bam	0.000656420013164446	0.555681462957174	0.248235294793194	0.241621398783673
blm-4-100uv-f03-r2-c5_S110_.processed.bam	0.000274089864115553	0.708545078110296	0.259604832268057	0.251019184215856
blm-4-100uv-f03-r2-c6_S111_.processed.bam	0.0140508425597928	0.121784406462358	0.21024941017902	0.207666458285354
