file	RPM
March_29_2021_NextSeq_na12878-a1h5-single-4d3-f9-r7c1_S435_.trimmed.mdup.bam	135
March_29_2021_NextSeq_na12878-a1h5-single-4d3-f9-r7c3_S437_.trimmed.mdup.bam	84
March_29_2021_NextSeq_na12878-a1h5-single-4d3-f9-r7c5_S439_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r1c1_S491_.trimmed.mdup.bam	129
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r1c3_S493_.trimmed.mdup.bam	182
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r1c5_S495_.trimmed.mdup.bam	169
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r1c7_S497_.trimmed.mdup.bam	29
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r2c2_S499_.trimmed.mdup.bam	149
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r2c4_S501_.trimmed.mdup.bam	173
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r2c6_S503_.trimmed.mdup.bam	148
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r3c1_S505_.trimmed.mdup.bam	111
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r3c3_S507_.trimmed.mdup.bam	38
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r3c5_S509_.trimmed.mdup.bam	171
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r3c7_S511_.trimmed.mdup.bam	124
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r4c2_S513_.trimmed.mdup.bam	117
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r4c4_S515_.trimmed.mdup.bam	167
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r4c6_S517_.trimmed.mdup.bam	143
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r5c1_S519_.trimmed.mdup.bam	44
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r5c3_S521_.trimmed.mdup.bam	195
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r5c5_S523_.trimmed.mdup.bam	150
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r5c7_S525_.trimmed.mdup.bam	104
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r6c2_S527_.trimmed.mdup.bam	125
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r6c4_S529_.trimmed.mdup.bam	107
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r6c6_S531_.trimmed.mdup.bam	39
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r7c1_S533_.trimmed.mdup.bam	159
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r7c3_S535_.trimmed.mdup.bam	97
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f11-r7c5_S537_.trimmed.mdup.bam	29
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r1c1_S540_.trimmed.mdup.bam	170
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r1c3_S542_.trimmed.mdup.bam	199
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r1c5_S544_.trimmed.mdup.bam	183
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r1c7_S546_.trimmed.mdup.bam	196
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r2c2_S548_.trimmed.mdup.bam	158
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r2c4_S550_.trimmed.mdup.bam	186
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r2c6_S552_.trimmed.mdup.bam	143
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r3c1_S554_.trimmed.mdup.bam	119
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r3c3_S556_.trimmed.mdup.bam	37
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r3c5_S558_.trimmed.mdup.bam	195
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r3c7_S560_.trimmed.mdup.bam	163
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r4c2_S562_.trimmed.mdup.bam	121
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r4c6_S566_.trimmed.mdup.bam	141
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r5c1_S568_.trimmed.mdup.bam	53
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r5c3_S570_.trimmed.mdup.bam	192
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r5c5_S572_.trimmed.mdup.bam	154
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r5c7_S574_.trimmed.mdup.bam	107
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r6c2_S576_.trimmed.mdup.bam	100
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r6c4_S578_.trimmed.mdup.bam	113
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r6c6_S580_.trimmed.mdup.bam	36
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r7c1_S582_.trimmed.mdup.bam	151
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r7c3_S584_.trimmed.mdup.bam	99
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d3-f12-r7c5_S586_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r1c1_S1079_.trimmed.mdup.bam	190
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r1c5_S1083_.trimmed.mdup.bam	178
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r1c7_S1085_.trimmed.mdup.bam	141
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r2c4_S1089_.trimmed.mdup.bam	172
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r3c3_S1095_.trimmed.mdup.bam	13
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r3c5_S1097_.trimmed.mdup.bam	231
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r4c2_S1101_.trimmed.mdup.bam	94
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r4c6_S1105_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r5c1_S1107_.trimmed.mdup.bam	5
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r5c3_S1109_.trimmed.mdup.bam	180
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r6c2_S1115_.trimmed.mdup.bam	100
March_29_2021_NextSeq_na12878-a1h5-taqonly-single-4d4-f11-r7c1_S1121_.trimmed.mdup.bam	163
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r1c1_S197_.trimmed.mdup.bam	37
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r1c3_S199_.trimmed.mdup.bam	49
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r1c5_S201_.trimmed.mdup.bam	31
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r1c7_S203_.trimmed.mdup.bam	7
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r2c2_S205_.trimmed.mdup.bam	51
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r2c6_S209_.trimmed.mdup.bam	38
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r3c1_S211_.trimmed.mdup.bam	90
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r3c3_S213_.trimmed.mdup.bam	39
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r3c5_S215_.trimmed.mdup.bam	90
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r3c7_S217_.trimmed.mdup.bam	72
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r4c2_S219_.trimmed.mdup.bam	86
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r4c4_S221_.trimmed.mdup.bam	112
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r4c6_S223_.trimmed.mdup.bam	86
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r5c1_S225_.trimmed.mdup.bam	47
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r5c3_S227_.trimmed.mdup.bam	132
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r5c5_S229_.trimmed.mdup.bam	83
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r5c7_S231_.trimmed.mdup.bam	60
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r6c2_S233_.trimmed.mdup.bam	135
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r6c4_S235_.trimmed.mdup.bam	83
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r6c6_S237_.trimmed.mdup.bam	26
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r7c1_S239_.trimmed.mdup.bam	67
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r7c3_S241_.trimmed.mdup.bam	99
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f5-r7c5_S243_.trimmed.mdup.bam	27
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r1c1_S246_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r1c3_S248_.trimmed.mdup.bam	35
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r1c5_S250_.trimmed.mdup.bam	52
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r1c7_S252_.trimmed.mdup.bam	21
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r2c2_S254_.trimmed.mdup.bam	45
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r2c4_S256_.trimmed.mdup.bam	60
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r2c6_S258_.trimmed.mdup.bam	83
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r3c1_S260_.trimmed.mdup.bam	43
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r3c3_S262_.trimmed.mdup.bam	24
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r3c5_S264_.trimmed.mdup.bam	63
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r3c7_S266_.trimmed.mdup.bam	67
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r4c2_S268_.trimmed.mdup.bam	51
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r4c4_S270_.trimmed.mdup.bam	62
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r4c6_S272_.trimmed.mdup.bam	53
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r5c1_S274_.trimmed.mdup.bam	30
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r5c3_S276_.trimmed.mdup.bam	58
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r5c5_S278_.trimmed.mdup.bam	56
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r5c7_S280_.trimmed.mdup.bam	49
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r6c2_S282_.trimmed.mdup.bam	63
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r6c4_S284_.trimmed.mdup.bam	55
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r6c6_S286_.trimmed.mdup.bam	25
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r7c1_S288_.trimmed.mdup.bam	39
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r7c3_S290_.trimmed.mdup.bam	41
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d3-f6-r7c5_S292_.trimmed.mdup.bam	20
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r1c1_S785_.trimmed.mdup.bam	44
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r1c3_S787_.trimmed.mdup.bam	36
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r1c5_S789_.trimmed.mdup.bam	106
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r2c2_S793_.trimmed.mdup.bam	32
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r2c4_S795_.trimmed.mdup.bam	43
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r2c6_S797_.trimmed.mdup.bam	63
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r3c1_S799_.trimmed.mdup.bam	26
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r3c3_S801_.trimmed.mdup.bam	9
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r3c5_S803_.trimmed.mdup.bam	86
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r3c7_S805_.trimmed.mdup.bam	59
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r4c2_S807_.trimmed.mdup.bam	37
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r4c4_S809_.trimmed.mdup.bam	49
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r4c6_S811_.trimmed.mdup.bam	61
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r5c1_S813_.trimmed.mdup.bam	1
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r5c3_S815_.trimmed.mdup.bam	42
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r5c5_S817_.trimmed.mdup.bam	53
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r5c7_S819_.trimmed.mdup.bam	72
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r6c2_S821_.trimmed.mdup.bam	38
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r6c4_S823_.trimmed.mdup.bam	31
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r7c1_S827_.trimmed.mdup.bam	42
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r7c3_S829_.trimmed.mdup.bam	31
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f5-r7c5_S831_.trimmed.mdup.bam	35
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r1c1_S834_.trimmed.mdup.bam	37
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r1c3_S836_.trimmed.mdup.bam	48
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r1c5_S838_.trimmed.mdup.bam	54
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r1c7_S840_.trimmed.mdup.bam	50
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r2c2_S842_.trimmed.mdup.bam	34
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r2c6_S846_.trimmed.mdup.bam	58
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r3c1_S848_.trimmed.mdup.bam	33
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r3c3_S850_.trimmed.mdup.bam	9
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r3c5_S852_.trimmed.mdup.bam	44
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r3c7_S854_.trimmed.mdup.bam	50
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r4c2_S856_.trimmed.mdup.bam	47
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r4c4_S858_.trimmed.mdup.bam	58
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r4c6_S860_.trimmed.mdup.bam	43
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r5c1_S862_.trimmed.mdup.bam	3
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r5c3_S864_.trimmed.mdup.bam	66
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r5c5_S866_.trimmed.mdup.bam	54
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r5c7_S868_.trimmed.mdup.bam	57
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r6c2_S870_.trimmed.mdup.bam	52
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r6c4_S872_.trimmed.mdup.bam	38
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r6c6_S874_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r7c1_S876_.trimmed.mdup.bam	42
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r7c3_S878_.trimmed.mdup.bam	41
March_29_2021_NextSeq_na12878-mn-hpi-hktaq-single-4d4-f6-r7c5_S880_.trimmed.mdup.bam	38
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r1c1_S1_.trimmed.mdup.bam	12
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r1c3_S3_.trimmed.mdup.bam	30
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r1c5_S5_.trimmed.mdup.bam	18
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r1c7_S7_.trimmed.mdup.bam	43
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r2c2_S9_.trimmed.mdup.bam	37
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r2c4_S11_.trimmed.mdup.bam	33
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r2c6_S13_.trimmed.mdup.bam	31
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r3c1_S15_.trimmed.mdup.bam	24
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r3c3_S17_.trimmed.mdup.bam	20
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r3c5_S19_.trimmed.mdup.bam	33
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r3c7_S21_.trimmed.mdup.bam	48
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r4c2_S23_.trimmed.mdup.bam	52
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r4c4_S25_.trimmed.mdup.bam	44
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r4c6_S27_.trimmed.mdup.bam	32
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r5c1_S29_.trimmed.mdup.bam	40
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r5c3_S31_.trimmed.mdup.bam	71
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r5c5_S33_.trimmed.mdup.bam	41
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r5c7_S35_.trimmed.mdup.bam	57
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r6c2_S37_.trimmed.mdup.bam	67
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r6c4_S39_.trimmed.mdup.bam	62
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r6c6_S41_.trimmed.mdup.bam	23
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r7c1_S43_.trimmed.mdup.bam	107
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r7c3_S45_.trimmed.mdup.bam	68
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f1-r7c5_S47_.trimmed.mdup.bam	22
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r1c1_S50_.trimmed.mdup.bam	28
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r1c3_S52_.trimmed.mdup.bam	23
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r1c5_S54_.trimmed.mdup.bam	25
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r1c7_S56_.trimmed.mdup.bam	16
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r2c2_S58_.trimmed.mdup.bam	23
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r2c4_S60_.trimmed.mdup.bam	32
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r3c1_S64_.trimmed.mdup.bam	27
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r3c3_S66_.trimmed.mdup.bam	19
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r3c5_S68_.trimmed.mdup.bam	29
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r3c7_S70_.trimmed.mdup.bam	24
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r4c2_S72_.trimmed.mdup.bam	40
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r4c4_S74_.trimmed.mdup.bam	32
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r4c6_S76_.trimmed.mdup.bam	29
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r5c1_S78_.trimmed.mdup.bam	30
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r5c3_S80_.trimmed.mdup.bam	35
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r5c5_S82_.trimmed.mdup.bam	15
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r5c7_S84_.trimmed.mdup.bam	27
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r6c2_S86_.trimmed.mdup.bam	35
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r6c4_S88_.trimmed.mdup.bam	30
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r6c6_S90_.trimmed.mdup.bam	21
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r7c1_S92_.trimmed.mdup.bam	48
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r7c3_S94_.trimmed.mdup.bam	35
March_29_2021_NextSeq_na12878-mn-hpi-single-4d3-f2-r7c5_S96_.trimmed.mdup.bam	13
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r1c1_S589_.trimmed.mdup.bam	1
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r1c3_S591_.trimmed.mdup.bam	44
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r1c5_S593_.trimmed.mdup.bam	96
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r1c7_S595_.trimmed.mdup.bam	91
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r2c2_S597_.trimmed.mdup.bam	9
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r2c4_S599_.trimmed.mdup.bam	95
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r2c6_S601_.trimmed.mdup.bam	91
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r3c1_S603_.trimmed.mdup.bam	4
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r3c3_S605_.trimmed.mdup.bam	7
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r3c5_S607_.trimmed.mdup.bam	106
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r3c7_S609_.trimmed.mdup.bam	71
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r4c2_S611_.trimmed.mdup.bam	10
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r4c4_S613_.trimmed.mdup.bam	80
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r4c6_S615_.trimmed.mdup.bam	68
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r5c3_S619_.trimmed.mdup.bam	42
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r5c5_S621_.trimmed.mdup.bam	71
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r5c7_S623_.trimmed.mdup.bam	82
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r6c2_S625_.trimmed.mdup.bam	7
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r6c4_S627_.trimmed.mdup.bam	31
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r6c6_S629_.trimmed.mdup.bam	33
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r7c1_S631_.trimmed.mdup.bam	3
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r7c3_S633_.trimmed.mdup.bam	13
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f1-r7c5_S635_.trimmed.mdup.bam	41
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r1c1_S638_.trimmed.mdup.bam	69
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r1c3_S640_.trimmed.mdup.bam	83
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r1c5_S642_.trimmed.mdup.bam	296
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r1c7_S644_.trimmed.mdup.bam	82
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r2c2_S646_.trimmed.mdup.bam	49
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r2c4_S648_.trimmed.mdup.bam	101
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r2c6_S650_.trimmed.mdup.bam	98
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r3c1_S652_.trimmed.mdup.bam	53
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r3c3_S654_.trimmed.mdup.bam	19
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r3c5_S656_.trimmed.mdup.bam	97
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r3c7_S658_.trimmed.mdup.bam	64
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r4c2_S660_.trimmed.mdup.bam	63
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r4c4_S662_.trimmed.mdup.bam	90
March_29_2021_NextSeq_na12878-mn-hpi-single-4d4-f2-r4c6_S664_.trimmed.mdup.bam	71
