file	RPM
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r2-c7_S357_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c1_S358_.trimmed.mdup.bam	68
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c2_S359_.trimmed.mdup.bam	118
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c3_S360_.trimmed.mdup.bam	14
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c4_S361_.trimmed.mdup.bam	61
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c5_S362_.trimmed.mdup.bam	137
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c6_S363_.trimmed.mdup.bam	125
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r3-c7_S364_.trimmed.mdup.bam	14
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c1_S365_.trimmed.mdup.bam	19
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c2_S366_.trimmed.mdup.bam	38
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c3_S367_.trimmed.mdup.bam	59
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c4_S368_.trimmed.mdup.bam	315
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c5_S369_.trimmed.mdup.bam	270
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c6_S370_.trimmed.mdup.bam	98
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r4-c7_S371_.trimmed.mdup.bam	7
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c1_S372_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c2_S373_.trimmed.mdup.bam	48
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c3_S374_.trimmed.mdup.bam	302
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c4_S375_.trimmed.mdup.bam	239
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c5_S376_.trimmed.mdup.bam	31
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c6_S377_.trimmed.mdup.bam	56
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r5-c7_S378_.trimmed.mdup.bam	67
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c1_S379_.trimmed.mdup.bam	9
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c2_S380_.trimmed.mdup.bam	15
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c3_S381_.trimmed.mdup.bam	134
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c4_S382_.trimmed.mdup.bam	29
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c5_S383_.trimmed.mdup.bam	80
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r6-c6_S384_.trimmed.mdup.bam	16
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c1_S386_.trimmed.mdup.bam	112
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c2_S387_.trimmed.mdup.bam	19
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c3_S388_.trimmed.mdup.bam	112
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c4_S389_.trimmed.mdup.bam	226
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c5_S390_.trimmed.mdup.bam	30
Jan_22_2021_NextSeq_na12878-h3h5-1-30-taq-single-f12-r7-c6_S391_.trimmed.mdup.bam	12
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c1_S1_.trimmed.mdup.bam	207
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c2_S2_.trimmed.mdup.bam	56
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c3_S3_.trimmed.mdup.bam	8
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c4_S4_.trimmed.mdup.bam	228
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c5_S5_.trimmed.mdup.bam	36
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r1-c7_S7_.trimmed.mdup.bam	47
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r2-c1_S8_.trimmed.mdup.bam	24
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r2-c2_S9_.trimmed.mdup.bam	14
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r2-c3_S10_.trimmed.mdup.bam	192
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r2-c6_S13_.trimmed.mdup.bam	252
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c1_S15_.trimmed.mdup.bam	74
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c2_S16_.trimmed.mdup.bam	156
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c3_S17_.trimmed.mdup.bam	10
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c4_S18_.trimmed.mdup.bam	141
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c5_S19_.trimmed.mdup.bam	209
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r3-c6_S20_.trimmed.mdup.bam	221
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c1_S22_.trimmed.mdup.bam	15
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c2_S23_.trimmed.mdup.bam	59
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c3_S24_.trimmed.mdup.bam	60
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c4_S25_.trimmed.mdup.bam	375
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c5_S26_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c6_S27_.trimmed.mdup.bam	156
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r4-c7_S28_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r5-c3_S31_.trimmed.mdup.bam	174
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r5-c4_S32_.trimmed.mdup.bam	309
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r5-c5_S33_.trimmed.mdup.bam	119
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r5-c6_S34_.trimmed.mdup.bam	110
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r5-c7_S35_.trimmed.mdup.bam	81
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r6-c1_S36_.trimmed.mdup.bam	57
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r6-c3_S38_.trimmed.mdup.bam	253
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r6-c4_S39_.trimmed.mdup.bam	122
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r6-c5_S40_.trimmed.mdup.bam	150
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r6-c6_S41_.trimmed.mdup.bam	67
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c1_S43_.trimmed.mdup.bam	284
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c2_S44_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c3_S45_.trimmed.mdup.bam	26
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c4_S46_.trimmed.mdup.bam	384
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c5_S47_.trimmed.mdup.bam	212
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-bst-single-f5-r7-c6_S48_.trimmed.mdup.bam	18
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c1_S197_.trimmed.mdup.bam	270
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c2_S198_.trimmed.mdup.bam	244
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c3_S199_.trimmed.mdup.bam	141
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c4_S200_.trimmed.mdup.bam	223
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c5_S201_.trimmed.mdup.bam	111
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c6_S202_.trimmed.mdup.bam	146
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r1-c7_S203_.trimmed.mdup.bam	24
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c1_S204_.trimmed.mdup.bam	14
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c2_S205_.trimmed.mdup.bam	58
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c3_S206_.trimmed.mdup.bam	122
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c4_S207_.trimmed.mdup.bam	55
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c5_S208_.trimmed.mdup.bam	121
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c6_S209_.trimmed.mdup.bam	224
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r2-c7_S210_.trimmed.mdup.bam	13
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c2_S212_.trimmed.mdup.bam	74
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c3_S213_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c4_S214_.trimmed.mdup.bam	102
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c5_S215_.trimmed.mdup.bam	27
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c6_S216_.trimmed.mdup.bam	185
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r3-c7_S217_.trimmed.mdup.bam	37
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c1_S218_.trimmed.mdup.bam	60
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c2_S219_.trimmed.mdup.bam	18
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c3_S220_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c4_S221_.trimmed.mdup.bam	188
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c5_S222_.trimmed.mdup.bam	84
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c6_S223_.trimmed.mdup.bam	170
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r4-c7_S224_.trimmed.mdup.bam	3
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r5-c3_S227_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r5-c4_S228_.trimmed.mdup.bam	232
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r5-c5_S229_.trimmed.mdup.bam	166
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r5-c6_S230_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r6-c1_S232_.trimmed.mdup.bam	164
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r7-c1_S239_.trimmed.mdup.bam	238
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r7-c3_S241_.trimmed.mdup.bam	6
Jan_22_2021_NextSeq_na12878-m1h3h5-1-10-taq-single-f9-r7-c4_S242_.trimmed.mdup.bam	284
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c1_S50_.trimmed.mdup.bam	3
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c2_S51_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c4_S53_.trimmed.mdup.bam	43
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c5_S54_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c6_S55_.trimmed.mdup.bam	54
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r1-c7_S56_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r2-c1_S57_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r2-c3_S59_.trimmed.mdup.bam	39
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r2-c4_S60_.trimmed.mdup.bam	19
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r3-c1_S64_.trimmed.mdup.bam	15
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r3-c2_S65_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r4-c1_S71_.trimmed.mdup.bam	37
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r4-c2_S72_.trimmed.mdup.bam	3
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r4-c3_S73_.trimmed.mdup.bam	4
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c1_S78_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c2_S79_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c3_S80_.trimmed.mdup.bam	108
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c4_S81_.trimmed.mdup.bam	104
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c6_S83_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r5-c7_S84_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r6-c1_S85_.trimmed.mdup.bam	58
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r6-c2_S86_.trimmed.mdup.bam	6
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r6-c3_S87_.trimmed.mdup.bam	12
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r6-c4_S88_.trimmed.mdup.bam	9
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r6-c5_S89_.trimmed.mdup.bam	16
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c1_S92_.trimmed.mdup.bam	77
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c2_S93_.trimmed.mdup.bam	37
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c3_S94_.trimmed.mdup.bam	37
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c4_S95_.trimmed.mdup.bam	60
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c5_S96_.trimmed.mdup.bam	43
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-bst-single-f6-r7-c6_S97_.trimmed.mdup.bam	40
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c1_S246_.trimmed.mdup.bam	163
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c2_S247_.trimmed.mdup.bam	216
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c3_S248_.trimmed.mdup.bam	8
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c4_S249_.trimmed.mdup.bam	232
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c5_S250_.trimmed.mdup.bam	104
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c6_S251_.trimmed.mdup.bam	222
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r1-c7_S252_.trimmed.mdup.bam	3
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c1_S253_.trimmed.mdup.bam	85
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c2_S254_.trimmed.mdup.bam	36
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c3_S255_.trimmed.mdup.bam	112
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c4_S256_.trimmed.mdup.bam	83
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c5_S257_.trimmed.mdup.bam	125
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c6_S258_.trimmed.mdup.bam	255
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r2-c7_S259_.trimmed.mdup.bam	19
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r3-c1_S260_.trimmed.mdup.bam	38
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r3-c2_S261_.trimmed.mdup.bam	55
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r3-c3_S262_.trimmed.mdup.bam	5
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r3-c4_S263_.trimmed.mdup.bam	47
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r3-c5_S264_.trimmed.mdup.bam	193
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c1_S267_.trimmed.mdup.bam	43
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c2_S268_.trimmed.mdup.bam	33
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c3_S269_.trimmed.mdup.bam	10
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c4_S270_.trimmed.mdup.bam	190
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c5_S271_.trimmed.mdup.bam	76
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c6_S272_.trimmed.mdup.bam	55
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r4-c7_S273_.trimmed.mdup.bam	3
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r5-c1_S274_.trimmed.mdup.bam	1
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r5-c2_S275_.trimmed.mdup.bam	33
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r5-c3_S276_.trimmed.mdup.bam	18
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r5-c4_S277_.trimmed.mdup.bam	139
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r6-c2_S282_.trimmed.mdup.bam	4
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r6-c4_S284_.trimmed.mdup.bam	2
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r6-c6_S286_.trimmed.mdup.bam	5
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r7-c1_S288_.trimmed.mdup.bam	239
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r7-c2_S289_.trimmed.mdup.bam	18
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r7-c3_S290_.trimmed.mdup.bam	84
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r7-c5_S292_.trimmed.mdup.bam	55
Jan_22_2021_NextSeq_na12878-m1h3h5-1-30-taq-single-f10-r7-c6_S293_.trimmed.mdup.bam	13
July_20_2021_na878-a1h5kle-11x-f07-r1-c1_.trimmed.mdup.bam	79
July_20_2021_na878-a1h5kle-11x-f07-r1-c2_.trimmed.mdup.bam	42
July_20_2021_na878-a1h5kle-11x-f07-r1-c3_.trimmed.mdup.bam	36
July_20_2021_na878-a1h5kle-11x-f07-r1-c4_.trimmed.mdup.bam	40
July_20_2021_na878-a1h5kle-11x-f07-r1-c5_.trimmed.mdup.bam	49
July_20_2021_na878-a1h5kle-11x-f07-r1-c6_.trimmed.mdup.bam	47
July_20_2021_na878-a1h5kle-11x-f07-r1-c7_.trimmed.mdup.bam	47
July_20_2021_na878-a1h5kle-11x-f07-r2-c1_.trimmed.mdup.bam	47
July_20_2021_na878-a1h5kle-11x-f07-r2-c2_.trimmed.mdup.bam	33
July_20_2021_na878-a1h5kle-11x-f07-r2-c3_.trimmed.mdup.bam	63
July_20_2021_na878-a1h5kle-11x-f07-r2-c4_.trimmed.mdup.bam	61
July_20_2021_na878-a1h5kle-11x-f07-r2-c6_.trimmed.mdup.bam	78
July_20_2021_na878-a1h5kle-11x-f07-r2-c7_.trimmed.mdup.bam	70
July_20_2021_na878-a1h5kle-11x-f07-r3-c1_.trimmed.mdup.bam	59
July_20_2021_na878-a1h5kle-11x-f07-r3-c2_.trimmed.mdup.bam	65
July_20_2021_na878-a1h5kle-11x-f07-r3-c3_.trimmed.mdup.bam	19
July_20_2021_na878-a1h5kle-11x-f07-r3-c5_.trimmed.mdup.bam	54
July_20_2021_na878-a1h5kle-11x-f07-r3-c6_.trimmed.mdup.bam	72
July_20_2021_na878-a1h5kle-11x-f07-r4-c1_.trimmed.mdup.bam	59
July_20_2021_na878-a1h5kle-11x-f07-r4-c2_.trimmed.mdup.bam	58
July_20_2021_na878-a1h5kle-11x-f07-r4-c3_.trimmed.mdup.bam	40
July_20_2021_na878-a1h5kle-11x-f07-r4-c4_.trimmed.mdup.bam	76
July_20_2021_na878-a1h5kle-11x-f07-r4-c5_.trimmed.mdup.bam	60
July_20_2021_na878-a1h5kle-11x-f07-r4-c6_.trimmed.mdup.bam	32
July_20_2021_na878-a1h5kle-11x-f07-r4-c7_.trimmed.mdup.bam	44
July_20_2021_na878-a1h5kle-11x-f07-r5-c2_.trimmed.mdup.bam	44
July_20_2021_na878-a1h5kle-11x-f07-r5-c3_.trimmed.mdup.bam	63
July_20_2021_na878-a1h5kle-11x-f07-r5-c4_.trimmed.mdup.bam	44
July_20_2021_na878-a1h5kle-11x-f07-r5-c5_.trimmed.mdup.bam	80
July_20_2021_na878-a1h5kle-11x-f07-r5-c6_.trimmed.mdup.bam	63
July_20_2021_na878-a1h5kle-11x-f07-r5-c7_.trimmed.mdup.bam	48
July_20_2021_na878-a1h5kle-11x-f07-r6-c1_.trimmed.mdup.bam	45
July_20_2021_na878-a1h5kle-11x-f07-r6-c2_.trimmed.mdup.bam	56
July_20_2021_na878-a1h5kle-11x-f07-r6-c3_.trimmed.mdup.bam	68
July_20_2021_na878-a1h5kle-11x-f07-r6-c5_.trimmed.mdup.bam	43
July_20_2021_na878-a1h5kle-11x-f07-r6-c7_.trimmed.mdup.bam	54
July_20_2021_na878-a1h5kle-11x-f07-r7-c1_.trimmed.mdup.bam	68
July_20_2021_na878-a1h5kle-11x-f07-r7-c2_.trimmed.mdup.bam	60
July_20_2021_na878-a1h5kle-11x-f07-r7-c3_.trimmed.mdup.bam	42
July_20_2021_na878-a1h5kle-11x-f07-r7-c4_.trimmed.mdup.bam	57
July_20_2021_na878-a1h5kle-11x-f07-r7-c5_.trimmed.mdup.bam	25
July_20_2021_na878-a1h5kle-11x-f07-r7-c6_.trimmed.mdup.bam	43
July_20_2021_na878-a1h5kle-13x-f11-r1-c1_.trimmed.mdup.bam	42
July_20_2021_na878-a1h5kle-13x-f11-r1-c2_.trimmed.mdup.bam	19
July_20_2021_na878-a1h5kle-13x-f11-r1-c3_.trimmed.mdup.bam	29
July_20_2021_na878-a1h5kle-13x-f11-r1-c4_.trimmed.mdup.bam	20
July_20_2021_na878-a1h5kle-13x-f11-r1-c5_.trimmed.mdup.bam	26
July_20_2021_na878-a1h5kle-13x-f11-r1-c6_.trimmed.mdup.bam	28
July_20_2021_na878-a1h5kle-13x-f11-r1-c7_.trimmed.mdup.bam	25
July_20_2021_na878-a1h5kle-13x-f11-r2-c1_.trimmed.mdup.bam	32
July_20_2021_na878-a1h5kle-13x-f11-r2-c3_.trimmed.mdup.bam	31
July_20_2021_na878-a1h5kle-13x-f11-r2-c4_.trimmed.mdup.bam	30
July_20_2021_na878-a1h5kle-13x-f11-r2-c5_.trimmed.mdup.bam	19
July_20_2021_na878-a1h5kle-13x-f11-r2-c6_.trimmed.mdup.bam	49
July_20_2021_na878-a1h5kle-13x-f11-r2-c7_.trimmed.mdup.bam	39
July_20_2021_na878-a1h5kle-13x-f11-r3-c1_.trimmed.mdup.bam	48
July_20_2021_na878-a1h5kle-13x-f11-r3-c2_.trimmed.mdup.bam	40
July_20_2021_na878-a1h5kle-13x-f11-r3-c3_.trimmed.mdup.bam	33
July_20_2021_na878-a1h5kle-13x-f11-r3-c4_.trimmed.mdup.bam	38
July_20_2021_na878-a1h5kle-13x-f11-r3-c5_.trimmed.mdup.bam	26
July_20_2021_na878-a1h5kle-13x-f11-r3-c6_.trimmed.mdup.bam	33
July_20_2021_na878-a1h5kle-13x-f11-r3-c7_.trimmed.mdup.bam	43
July_20_2021_na878-a1h5kle-13x-f11-r4-c1_.trimmed.mdup.bam	45
July_20_2021_na878-a1h5kle-13x-f11-r4-c2_.trimmed.mdup.bam	37
July_20_2021_na878-a1h5kle-13x-f11-r4-c3_.trimmed.mdup.bam	36
July_20_2021_na878-a1h5kle-13x-f11-r4-c4_.trimmed.mdup.bam	35
July_20_2021_na878-a1h5kle-13x-f11-r4-c5_.trimmed.mdup.bam	20
July_20_2021_na878-a1h5kle-13x-f11-r4-c6_.trimmed.mdup.bam	12
July_20_2021_na878-a1h5kle-13x-f11-r4-c7_.trimmed.mdup.bam	28
July_20_2021_na878-a1h5kle-13x-f11-r5-c1_.trimmed.mdup.bam	38
